ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_97c4-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-used_nodes,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_97c4-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-used_gpus,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_97c4-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-used_gpu_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_97c4-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-total_gpus,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_97c4-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-arrived_gpu_milli
286,644,433410,6212,433410
286,644,433880,6212,433880
287,646,434530,6212,434530
287,646,435000,6212,435000
287,646,435320,6212,435320
287,646,435550,6212,435550
288,648,436360,6212,436360
288,648,436680,6212,436680
289,650,437490,6212,437490
289,650,437960,6212,437960
289,650,438770,6212,438770
289,650,438930,6212,438930
290,652,439400,6212,439400
290,652,439400,6212,439400
290,652,440210,6212,440210
290,652,440210,6212,440210
290,652,440680,6212,440680
291,654,441150,6212,441150
291,654,441960,6212,441960
291,654,442280,6212,442280
292,656,443090,6212,443090
292,656,443090,6212,443090
292,656,443090,6212,443090
292,656,443410,6212,443410
292,656,443880,6212,443880
292,656,443880,6212,443880
293,658,444350,6212,444350
293,658,445160,6212,445160
294,666,445160,6212,445160
294,666,445160,6212,445160
294,666,445480,6212,445480
295,668,445950,6212,445950
295,668,446760,6212,446760
295,668,446760,6212,446760
295,668,446760,6212,446760
296,676,446760,6212,446760
297,678,447350,6212,447350
297,678,447810,6212,447810
298,680,448460,6212,448460
298,680,449010,6212,449010
299,682,449660,6212,449660
299,682,450470,6212,450470
299,682,450940,6212,450940
299,682,451170,6212,451170
299,682,451170,6212,451170
299,682,451170,6212,451170
299,682,451490,6212,451490
299,682,451760,6212,451760
300,684,452570,6212,452570
300,684,452890,6212,452890
300,684,453540,6212,453540
301,686,454000,6212,454000
301,686,454470,6212,454470
301,686,454790,6212,454790
301,686,455440,6212,455440
302,688,456250,6212,456250
302,688,456720,6212,456720
303,690,457370,6212,457370
303,690,458020,6212,458020
303,690,458020,6212,458020
303,690,458490,6212,458490
304,692,459300,6212,459300
304,692,460110,6212,460110
305,694,460580,6212,460580
305,694,461390,6212,461390
306,696,461980,6212,461980
306,696,462300,6212,462300
306,696,462950,6212,462950
307,698,463760,6212,463760
307,698,464570,6212,464570
307,698,464570,6212,464570
308,700,465220,6212,465220
308,700,466030,6212,466030
308,700,466500,6212,466500
309,702,466970,6212,466970
309,702,467290,6212,467290
309,702,467760,6212,467760
309,702,468570,6212,468570
310,704,469380,6212,469380
310,704,469970,6212,469970
311,706,470780,6212,470780
311,706,471100,6212,471100
311,706,471100,6212,471100
311,706,471910,6212,471910
312,708,472720,6212,472720
312,708,473530,6212,473530
313,710,474340,6212,474340
313,710,474660,6212,474660
313,710,475030,6212,475030
313,710,475350,6212,475350
313,710,476160,6212,476160
314,712,476630,6212,476630
314,712,476630,6212,476630
314,712,477440,6212,477440
315,714,478250,6212,478250
315,714,478720,6212,478720
316,716,479190,6212,479190
316,716,479840,6212,479840
317,718,480490,6212,480490
317,718,481300,6212,481300
318,720,481950,6212,481950
318,720,482760,6212,482760
318,720,482760,6212,482760
319,722,483570,6212,483570
319,722,484380,6212,484380
319,722,484700,6212,484700
319,722,485180,6212,485180
319,722,485650,6212,485650
320,724,486460,6212,486460
320,724,486780,6212,486780
320,724,487260,6212,487260
320,724,487490,6212,487490
321,726,488080,6212,488080
321,726,488890,6212,488890
321,726,489260,6212,489260
321,726,489730,6212,489730
321,726,490050,6212,490050
322,728,490280,6212,490280
322,728,491090,6212,491090
323,730,491560,6212,491560
323,730,492110,6212,492110
323,730,492920,6212,492920
323,730,493390,6212,493390
324,732,493760,6212,493760
324,732,494080,6212,494080
324,732,494080,6212,494080
324,732,494400,6212,494400
324,732,494720,6212,494720
325,734,495530,6212,495530
325,734,496000,6212,496000
326,736,496810,6212,496810
326,736,496920,6212,496920
326,736,496920,6212,496920
326,736,496920,6212,496920
326,736,497380,6212,497380
326,736,498190,6212,498190
326,736,498190,6212,498190
327,738,498660,6212,498660
327,738,498890,6212,498890
327,738,499210,6212,499210
327,738,500020,6212,500020
328,740,500830,6212,500830
329,748,500830,6212,500830
329,748,501290,6212,501290
329,748,501520,6212,501520
329,748,501990,6212,501990
329,748,502150,6212,502150
330,750,502960,6212,502960
330,750,503440,6212,503440
330,750,503760,6212,503760
330,750,503760,6212,503760
331,752,504220,6212,504220
331,752,504690,6212,504690
331,752,505060,6212,505060
331,752,505530,6212,505530
332,754,506180,6212,506180
332,754,506410,6212,506410
332,754,506880,6212,506880
332,754,507350,6212,507350
333,756,507900,6212,507900
333,756,508710,6212,508710
333,756,508710,6212,508710
333,756,508710,6212,508710
334,758,509180,6212,509180
334,758,509650,6212,509650
334,758,509650,6212,509650
334,758,509810,6212,509810
334,758,509810,6212,509810
334,758,510620,6212,510620
335,760,511430,6212,511430
335,760,512240,6212,512240
336,762,512830,6212,512830
336,762,513640,6212,513640
336,762,513870,6212,513870
336,762,514190,6212,514190
336,762,514190,6212,514190
337,764,515000,6212,515000
337,764,515050,6212,515050
337,764,515860,6212,515860
338,766,516330,6212,516330
338,766,517140,6212,517140
338,766,517370,6212,517370
338,766,517690,6212,517690
339,768,518500,6212,518500
339,768,519050,6212,519050
340,770,519860,6212,519860
340,770,520670,6212,520670
341,772,521480,6212,521480
341,772,521480,6212,521480
341,772,522290,6212,522290
342,774,523100,6212,523100
342,774,523100,6212,523100
342,774,523910,6212,523910
342,774,523910,6212,523910
343,776,524390,6212,524390
343,776,524390,6212,524390
343,776,525040,6212,525040
343,776,525270,6212,525270
344,778,525820,6212,525820
344,778,525820,6212,525820
344,778,526630,6212,526630
344,778,526950,6212,526950
345,780,527760,6212,527760
345,780,528410,6212,528410
345,780,528730,6212,528730
345,780,529050,6212,529050
346,782,529860,6212,529860
346,782,530670,6212,530670
347,784,531480,6212,531480
347,784,532290,6212,532290
348,786,532520,6212,532520
348,786,533330,6212,533330
348,786,533330,6212,533330
348,786,533800,6212,533800
349,788,534610,6212,534610
349,788,535080,6212,535080
350,790,535890,6212,535890
350,790,536360,6212,536360
350,790,536690,6212,536690
350,790,537160,6212,537160
351,792,537970,6212,537970
351,792,538430,6212,538430
351,792,538900,6212,538900
352,794,539710,6212,539710
352,794,540360,6212,540360
352,794,540360,6212,540360
353,796,541170,6212,541170
353,796,541980,6212,541980
354,798,542630,6212,542630
354,798,543280,6212,543280
355,800,543870,6212,543870
355,800,544190,6212,544190
355,800,545000,6212,545000
355,800,545000,6212,545000
356,802,545460,6212,545460
356,802,545930,6212,545930
356,802,546090,6212,546090
356,802,546090,6212,546090
356,802,546200,6212,546200
356,802,547010,6212,547010
356,802,547170,6212,547170
357,804,547640,6212,547640
357,804,548450,6212,548450
357,804,548920,6212,548920
358,806,549380,6212,549380
358,806,550030,6212,550030
359,808,550620,6212,550620
359,808,551080,6212,551080
359,808,551730,6212,551730
360,810,552540,6212,552540
360,810,553350,6212,553350
361,812,554160,6212,554160
362,820,554160,6212,554160
362,820,554270,6212,554270
362,820,555080,6212,555080
363,822,555730,6212,555730
363,822,556200,6212,556200
364,824,557010,6212,557010
364,824,557820,6212,557820
365,826,558630,6212,558630
365,826,558630,6212,558630
365,826,558860,6212,558860
365,826,559020,6212,559020
365,826,559020,6212,559020
365,826,559490,6212,559490
365,826,559950,6212,559950
366,828,560600,6212,560600
366,828,561410,6212,561410
366,828,561880,6212,561880
366,828,562200,6212,562200
367,830,562660,6212,562660
367,830,563470,6212,563470
368,832,564120,6212,564120
368,832,564120,6212,564120
368,832,564930,6212,564930
368,832,565400,6212,565400
369,834,566210,6212,566210
369,834,566680,6212,566680
370,836,567490,6212,567490
370,836,567720,6212,567720
370,836,568190,6212,568190
371,844,568190,6212,568190
371,844,569000,6212,569000
372,846,569550,6212,569550
373,848,570020,6212,570020
373,848,570490,6212,570490
373,848,570860,6212,570860
373,848,571670,6212,571670
373,848,572140,6212,572140
374,850,572950,6212,572950
374,850,572950,6212,572950
374,850,573410,6212,573410
374,850,573520,6212,573520
374,850,573520,6212,573520
374,850,573750,6212,573750
374,850,573750,6212,573750
375,852,574560,6212,574560
375,852,575370,6212,575370
376,854,576180,6212,576180
376,854,576650,6212,576650
376,854,577120,6212,577120
376,854,577440,6212,577440
377,856,578250,6212,578250
377,856,578900,6212,578900
377,856,579360,6212,579360
377,856,579680,6212,579680
378,858,580150,6212,580150
378,858,580620,6212,580620
378,858,581270,6212,581270
378,858,581270,6212,581270
379,860,582080,6212,582080
379,860,582550,6212,582550
380,862,583360,6212,583360
380,862,584010,6212,584010
380,862,584010,6212,584010
381,864,584820,6212,584820
381,864,585290,6212,585290
381,864,585940,6212,585940
381,864,586260,6212,586260
382,866,587070,6212,587070
382,866,587540,6212,587540
383,868,588350,6212,588350
383,868,589160,6212,589160
384,870,589810,6212,589810
384,870,590280,6212,590280
384,870,590740,6212,590740
385,872,591550,6212,591550
385,872,592360,6212,592360
385,872,592360,6212,592360
385,872,592470,6212,592470
386,874,592840,6212,592840
386,874,593430,6212,593430
386,874,593750,6212,593750
386,874,594220,6212,594220
386,874,594690,6212,594690
387,876,595160,6212,595160
387,876,595970,6212,595970
387,876,596320,6212,596320
388,878,596970,6212,596970
388,878,597200,6212,597200
388,878,597750,6212,597750
389,880,598560,6212,598560
389,880,599150,6212,599150
389,880,599150,6212,599150
390,882,599700,6212,599700
390,882,600170,6212,600170
391,884,600980,6212,600980
391,884,600980,6212,600980
391,884,601140,6212,601140
391,884,601950,6212,601950
392,886,602420,6212,602420
392,886,602420,6212,602420
392,886,603230,6212,603230
393,894,603230,6212,603230
393,894,603550,6212,603550
394,896,604360,6212,604360
394,896,605170,6212,605170
394,896,605170,6212,605170
395,898,605980,6212,605980
395,898,606450,6212,606450
395,898,606920,6212,606920
395,898,607240,6212,607240
396,900,608050,6212,608050
396,900,608280,6212,608280
396,900,608740,6212,608740
396,900,609210,6212,609210
397,902,609680,6212,609680
397,902,610490,6212,610490
397,902,610960,6212,610960
398,904,611430,6212,611430
398,904,612080,6212,612080
399,906,612730,6212,612730
399,906,613050,6212,613050
399,906,613370,6212,613370
399,906,613850,6212,613850
399,906,614660,6212,614660
400,908,615470,6212,615470
400,908,616280,6212,616280
401,910,617090,6212,617090
401,910,617560,6212,617560
402,912,618150,6212,618150
402,912,618150,6212,618150
402,912,618800,6212,618800
403,914,619610,6212,619610
403,914,620420,6212,620420
404,916,621230,6212,621230
404,916,621690,6212,621690
404,916,622160,6212,622160
405,918,622970,6212,622970
405,918,623430,6212,623430
406,920,624240,6212,624240
406,920,624890,6212,624890
406,920,625210,6212,625210
406,920,625210,6212,625210
406,920,625530,6212,625530
407,922,626340,6212,626340
407,922,626810,6212,626810
407,922,627620,6212,627620
408,930,627620,6212,627620
408,930,627840,6212,627840
409,932,628310,6212,628310
409,932,628540,6212,628540
409,932,629350,6212,629350
410,934,630160,6212,630160
410,934,630630,6212,630630
410,934,631100,6212,631100
410,934,631100,6212,631100
411,936,631570,6212,631570
411,936,632380,6212,632380
411,936,632490,6212,632490
412,938,633140,6212,633140
412,938,633610,6212,633610
412,938,633930,6212,633930
413,940,634400,6212,634400
413,940,634720,6212,634720
413,940,634720,6212,634720
413,940,635040,6212,635040
413,940,635850,6212,635850
413,940,636320,6212,636320
413,940,636640,6212,636640
413,940,636960,6212,636960
414,942,637430,6212,637430
414,942,637890,6212,637890
414,942,637890,6212,637890
414,942,638700,6212,638700
415,944,639170,6212,639170
415,944,639980,6212,639980
416,946,640790,6212,640790
416,946,641600,6212,641600
416,946,641600,6212,641600
417,948,642250,6212,642250
417,948,642720,6212,642720
417,948,643530,6212,643530
418,950,644000,6212,644000
418,950,644470,6212,644470
418,950,644700,6212,644700
418,950,645020,6212,645020
418,950,645830,6212,645830
419,952,646150,6212,646150
419,952,646960,6212,646960
419,952,647280,6212,647280
419,952,647600,6212,647600
420,954,648410,6212,648410
421,962,648410,6212,648410
421,962,648730,6212,648730
422,964,649540,6212,649540
422,964,650350,6212,650350
422,964,650700,6212,650700
422,964,650700,6212,650700
423,966,651510,6212,651510
423,966,651980,6212,651980
424,968,652630,6212,652630
424,968,652950,6212,652950
424,968,652950,6212,652950
424,968,653270,6212,653270
424,968,653920,6212,653920
424,968,653920,6212,653920
424,968,653920,6212,653920
424,968,653920,6212,653920
424,968,653920,6212,653920
425,970,654570,6212,654570
425,970,654570,6212,654570
425,970,654800,6212,654800
425,970,655450,6212,655450
426,972,656100,6212,656100
426,972,656910,6212,656910
427,980,656910,6212,656910
428,982,657380,6212,657380
428,982,658190,6212,658190
429,984,659000,6212,659000
429,984,659000,6212,659000
429,984,659810,6212,659810
430,986,660620,6212,660620
430,986,661430,6212,661430
430,986,661430,6212,661430
431,988,662240,6212,662240
431,988,662240,6212,662240
431,988,662710,6212,662710
431,988,663520,6212,663520
431,988,663840,6212,663840
432,990,664650,6212,664650
432,990,664970,6212,664970
432,990,665780,6212,665780
433,992,666250,6212,666250
433,992,666720,6212,666720
433,992,667190,6212,667190
434,994,668000,6212,668000
434,994,668320,6212,668320
434,994,668640,6212,668640
434,994,669110,6212,669110
435,996,669920,6212,669920
435,996,670730,6212,670730
436,998,671540,6212,671540
436,998,672350,6212,672350
437,1000,673160,6212,673160
437,1000,673160,6212,673160
437,1000,673970,6212,673970
437,1000,674130,6212,674130
438,1002,674780,6212,674780
438,1002,675330,6212,675330
439,1004,676140,6212,676140
439,1004,676950,6212,676950
440,1006,677760,6212,677760
440,1006,678130,6212,678130
440,1006,678450,6212,678450
440,1006,679260,6212,679260
441,1008,679910,6212,679910
441,1008,679910,6212,679910
442,1010,680380,6212,680380
442,1010,681190,6212,681190
443,1012,681650,6212,681650
443,1012,682460,6212,682460
443,1012,683270,6212,683270
444,1014,684080,6212,684080
444,1014,684450,6212,684450
444,1014,685000,6212,685000
445,1016,685460,6212,685460
445,1016,686270,6212,686270
445,1016,686500,6212,686500
446,1018,687310,6212,687310
446,1018,687780,6212,687780
446,1018,688590,6212,688590
447,1020,689240,6212,689240
447,1020,689710,6212,689710
448,1022,690520,6212,690520
448,1022,690870,6212,690870
448,1022,691030,6212,691030
448,1022,691030,6212,691030
448,1022,691840,6212,691840
449,1024,692650,6212,692650
449,1024,692760,6212,692760
449,1024,693080,6212,693080
449,1024,693550,6212,693550
449,1024,693780,6212,693780
450,1026,694430,6212,694430
450,1026,695240,6212,695240
451,1028,695710,6212,695710
451,1028,696260,6212,696260
451,1028,696580,6212,696580
452,1030,697390,6212,697390
452,1030,697860,6212,697860
452,1030,698670,6212,698670
453,1032,699220,6212,699220
453,1032,700030,6212,700030
453,1032,700350,6212,700350
454,1034,700820,6212,700820
454,1034,701630,6212,701630
454,1034,701630,6212,701630
454,1034,701950,6212,701950
454,1034,702420,6212,702420
455,1036,702880,6212,702880
455,1036,703690,6212,703690
456,1038,704160,6212,704160
456,1038,704970,6212,704970
456,1038,705130,6212,705130
457,1040,705940,6212,705940
457,1040,706410,6212,706410
457,1040,707060,6212,707060
458,1042,707870,6212,707870
458,1042,707870,6212,707870
458,1042,708100,6212,708100
458,1042,708910,6212,708910
458,1042,708910,6212,708910
459,1044,709720,6212,709720
459,1044,710530,6212,710530
460,1046,710990,6212,710990
460,1046,711800,6212,711800
460,1046,712030,6212,712030
461,1048,712840,6212,712840
461,1048,713060,6212,713060
461,1048,713380,6212,713380
461,1048,713860,6212,713860
462,1050,714410,6212,714410
462,1050,715060,6212,715060
462,1050,715060,6212,715060
463,1052,715870,6212,715870
463,1052,716100,6212,716100
463,1052,716910,6212,716910
464,1054,717560,6212,717560
464,1054,717670,6212,717670
464,1054,718140,6212,718140
464,1054,718610,6212,718610
464,1054,718980,6212,718980
464,1054,719300,6212,719300
465,1056,720110,6212,720110
465,1056,720110,6212,720110
465,1056,720760,6212,720760
465,1056,720760,6212,720760
466,1058,721230,6212,721230
466,1058,722040,6212,722040
466,1058,722510,6212,722510
467,1060,723100,6212,723100
467,1060,723910,6212,723910
468,1062,724720,6212,724720
468,1062,725370,6212,725370
469,1064,725960,6212,725960
469,1064,725960,6212,725960
469,1064,726510,6212,726510
470,1072,726510,6212,726510
471,1074,726980,6212,726980
471,1074,726980,6212,726980
471,1074,727630,6212,727630
471,1074,728100,6212,728100
471,1074,728330,6212,728330
471,1074,728330,6212,728330
472,1076,729140,6212,729140
472,1076,729950,6212,729950
473,1078,730760,6212,730760
473,1078,730990,6212,730990
473,1078,731800,6212,731800
473,1078,731800,6212,731800
474,1080,732270,6212,732270
474,1080,732640,6212,732640
474,1080,733450,6212,733450
474,1080,733680,6212,733680
474,1080,734150,6212,734150
474,1080,734150,6212,734150
474,1080,734370,6212,734370
475,1082,734840,6212,734840
475,1082,735210,6212,735210
475,1082,735440,6212,735440
475,1082,736250,6212,736250
476,1084,737060,6212,737060
476,1084,737870,6212,737870
477,1086,738520,6212,738520
477,1086,738990,6212,738990
477,1086,739310,6212,739310
477,1086,740120,6212,740120
478,1088,740930,6212,740930
478,1088,741740,6212,741740
479,1090,742550,6212,742550
479,1090,743360,6212,743360
480,1092,743830,6212,743830
480,1092,744640,6212,744640
480,1092,744750,6212,744750
480,1092,745070,6212,745070
480,1092,745530,6212,745530
481,1094,746340,6212,746340
481,1094,746810,6212,746810
481,1094,747130,6212,747130
482,1096,747600,6212,747600
482,1096,748410,6212,748410
483,1098,749060,6212,749060
483,1098,749870,6212,749870
483,1098,749870,6212,749870
484,1100,750420,6212,750420
484,1100,750580,6212,750580
484,1100,750810,6212,750810
484,1100,751040,6212,751040
484,1100,751850,6212,751850
484,1100,752170,6212,752170
485,1102,752640,6212,752640
485,1102,753450,6212,753450
486,1104,753920,6212,753920
486,1104,754730,6212,754730
487,1106,755380,6212,755380
487,1106,756190,6212,756190
487,1106,756660,6212,756660
488,1108,757470,6212,757470
488,1108,758280,6212,758280
489,1110,758750,6212,758750
489,1110,758750,6212,758750
489,1110,759560,6212,759560
490,1112,760370,6212,760370
490,1112,760830,6212,760830
490,1112,761640,6212,761640
491,1114,762450,6212,762450
491,1114,762450,6212,762450
491,1114,763260,6212,763260
492,1116,763720,6212,763720
492,1116,764530,6212,764530
492,1116,764760,6212,764760
492,1116,765080,6212,765080
492,1116,765550,6212,765550
493,1118,765870,6212,765870
493,1118,766340,6212,766340
493,1118,766560,6212,766560
493,1118,766670,6212,766670
493,1118,767140,6212,767140
494,1120,767730,6212,767730
494,1120,768190,6212,768190
494,1120,768510,6212,768510
494,1120,769320,6212,769320
495,1122,770130,6212,770130
495,1122,770450,6212,770450
496,1124,771260,6212,771260
496,1124,771730,6212,771730
496,1124,771730,6212,771730
496,1124,772540,6212,772540
497,1126,773350,6212,773350
497,1126,773350,6212,773350
497,1126,774160,6212,774160
498,1128,774970,6212,774970
498,1128,775190,6212,775190
498,1128,776000,6212,776000
499,1130,776650,6212,776650
499,1130,777460,6212,777460
500,1132,778270,6212,778270
500,1132,778270,6212,778270
501,1140,778270,6212,778270
501,1140,778730,6212,778730
502,1142,779380,6212,779380
502,1142,779700,6212,779700
502,1142,780510,6212,780510
503,1144,781100,6212,781100
503,1144,781750,6212,781750
504,1146,782560,6212,782560
504,1146,783370,6212,783370
504,1146,783480,6212,783480
505,1148,784290,6212,784290
505,1148,785100,6212,785100
505,1148,785330,6212,785330
506,1150,785800,6212,785800
506,1150,786120,6212,786120
506,1150,786590,6212,786590
506,1150,787060,6212,787060
507,1152,787870,6212,787870
507,1152,788680,6212,788680
508,1154,789330,6212,789330
508,1154,789790,6212,789790
508,1154,789790,6212,789790
508,1154,790380,6212,790380
509,1156,791030,6212,791030
509,1156,791350,6212,791350
509,1156,791580,6212,791580
509,1156,791900,6212,791900
509,1156,792060,6212,792060
509,1156,792380,6212,792380
509,1156,792380,6212,792380
509,1156,792610,6212,792610
509,1156,793070,6212,793070
509,1156,793390,6212,793390
510,1158,793860,6212,793860
510,1158,793860,6212,793860
510,1158,794670,6212,794670
511,1160,795320,6212,795320
511,1160,795780,6212,795780
511,1160,795780,6212,795780
511,1160,796250,6212,796250
512,1162,796710,6212,796710
512,1162,797520,6212,797520
513,1164,798170,6212,798170
513,1164,798630,6212,798630
513,1164,799180,6212,799180
514,1166,799640,6212,799640
515,1170,799640,6212,799640
515,1170,799640,6212,799640
515,1170,799800,6212,799800
515,1170,800130,6212,800130
515,1170,800590,6212,800590
515,1170,800820,6212,800820
515,1170,801290,6212,801290
515,1170,801450,6212,801450
515,1170,801770,6212,801770
515,1170,801770,6212,801770
516,1172,802360,6212,802360
516,1172,803170,6212,803170
516,1172,803170,6212,803170
516,1172,803640,6212,803640
517,1174,804450,6212,804450
517,1174,805100,6212,805100
518,1176,805750,6212,805750
518,1176,806340,6212,806340
518,1176,806500,6212,806500
519,1178,807310,6212,807310
519,1178,807780,6212,807780
519,1178,807780,6212,807780
519,1178,808250,6212,808250
520,1180,809060,6212,809060
520,1180,809060,6212,809060
520,1180,809870,6212,809870
521,1182,810680,6212,810680
521,1182,811150,6212,811150
522,1184,811610,6212,811610
522,1184,811830,6212,811830
522,1184,812300,6212,812300
522,1184,813110,6212,813110
523,1186,813920,6212,813920
523,1186,814730,6212,814730
523,1186,815050,6212,815050
524,1188,815860,6212,815860
524,1188,816180,6212,816180
524,1188,816990,6212,816990
525,1190,817310,6212,817310
