ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_4a0a-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-used_nodes,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_4a0a-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-used_gpus,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_4a0a-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-used_gpu_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_4a0a-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-total_gpus,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_4a0a-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-arrived_gpu_milli
381,848,705320,6212,705320
382,850,706320,6212,706320
382,850,706320,6212,706320
382,850,706430,6212,706430
382,850,707430,6212,707430
382,850,707430,6212,707430
382,850,707650,6212,707650
383,852,708650,6212,708650
383,852,709460,6212,709460
384,854,710460,6212,710460
384,854,711460,6212,711460
384,854,711930,6212,711930
384,854,712300,6212,712300
385,856,713300,6212,713300
385,856,714110,6212,714110
386,858,715110,6212,715110
386,858,716110,6212,716110
387,860,717110,6212,717110
387,860,718110,6212,718110
388,862,719110,6212,719110
388,862,720110,6212,720110
389,864,721110,6212,721110
389,864,722110,6212,722110
390,866,723110,6212,723110
390,866,723110,6212,723110
390,866,723580,6212,723580
391,868,724580,6212,724580
392,870,726580,6212,726580
392,870,727580,6212,727580
393,872,728580,6212,728580
393,872,729580,6212,729580
394,874,730230,6212,730230
394,874,730700,6212,730700
394,874,731700,6212,731700
395,876,732510,6212,732510
395,876,733510,6212,733510
396,878,733980,6212,733980
396,878,734630,6212,734630
397,880,735630,6212,735630
397,880,736630,6212,736630
398,882,737630,6212,737630
398,882,738630,6212,738630
399,884,739280,6212,739280
399,884,740280,6212,740280
399,884,740750,6212,740750
400,886,741560,6212,741560
400,886,742560,6212,742560
400,886,742560,6212,742560
401,888,743560,6212,743560
401,888,743560,6212,743560
401,888,744560,6212,744560
402,890,745560,6212,745560
402,890,745560,6212,745560
402,890,746020,6212,746020
403,892,747020,6212,747020
403,892,748020,6212,748020
404,894,749020,6212,749020
404,894,750020,6212,750020
405,896,750670,6212,750670
405,896,751670,6212,751670
406,898,752670,6212,752670
406,898,753670,6212,753670
407,900,754670,6212,754670
407,900,754670,6212,754670
407,900,755480,6212,755480
408,902,756070,6212,756070
408,902,756880,6212,756880
409,904,757880,6212,757880
409,904,758690,6212,758690
410,906,759690,6212,759690
410,906,760340,6212,760340
411,908,761340,6212,761340
411,908,761890,6212,761890
412,910,762540,6212,762540
412,910,763540,6212,763540
413,912,764190,6212,764190
413,912,765190,6212,765190
413,912,765190,6212,765190
414,914,766190,6212,766190
414,914,766190,6212,766190
414,914,767190,6212,767190
414,914,767190,6212,767190
414,914,767420,6212,767420
415,916,768230,6212,768230
415,916,769230,6212,769230
416,918,770230,6212,770230
416,918,770700,6212,770700
416,918,771700,6212,771700
417,920,772700,6212,772700
417,920,773700,6212,773700
417,920,773700,6212,773700
417,920,773860,6212,773860
418,922,774860,6212,774860
418,922,775860,6212,775860
419,924,776670,6212,776670
419,924,776670,6212,776670
419,924,777480,6212,777480
419,924,777480,6212,777480
420,926,778290,6212,778290
420,926,779290,6212,779290
421,928,780290,6212,780290
421,928,780290,6212,780290
421,928,781290,6212,781290
422,930,782290,6212,782290
422,930,782290,6212,782290
422,930,783100,6212,783100
423,932,784100,6212,784100
423,932,785100,6212,785100
424,934,786100,6212,786100
424,934,786420,6212,786420
424,934,787420,6212,787420
424,934,787420,6212,787420
425,936,788420,6212,788420
425,936,789420,6212,789420
426,938,790420,6212,790420
426,938,790740,6212,790740
426,938,791740,6212,791740
427,940,792390,6212,792390
427,940,793200,6212,793200
428,942,794200,6212,794200
428,942,795200,6212,795200
429,944,796200,6212,796200
429,944,797200,6212,797200
429,944,797200,6212,797200
430,946,798200,6212,798200
430,946,799200,6212,799200
431,948,800200,6212,800200
431,948,801200,6212,801200
432,950,802200,6212,802200
432,950,802200,6212,802200
432,950,802200,6212,802200
432,950,802670,6212,802670
433,952,803670,6212,803670
433,952,804670,6212,804670
434,954,805670,6212,805670
434,954,806670,6212,806670
435,956,807670,6212,807670
435,956,807670,6212,807670
435,956,808670,6212,808670
435,956,808990,6212,808990
435,956,808990,6212,808990
436,958,809800,6212,809800
436,958,810800,6212,810800
437,960,811800,6212,811800
437,960,812610,6212,812610
437,960,812610,6212,812610
438,962,813610,6212,813610
438,962,813830,6212,813830
438,962,814830,6212,814830
438,962,815150,6212,815150
438,962,815470,6212,815470
439,964,816470,6212,816470
439,964,817470,6212,817470
439,964,817470,6212,817470
440,966,818470,6212,818470
440,966,819060,6212,819060
441,968,820060,6212,820060
441,968,820060,6212,820060
441,968,821060,6212,821060
442,970,821610,6212,821610
442,970,822610,6212,822610
443,972,823610,6212,823610
443,972,823930,6212,823930
443,972,824740,6212,824740
444,974,825550,6212,825550
444,974,826550,6212,826550
445,976,827550,6212,827550
445,976,828550,6212,828550
445,976,828870,6212,828870
446,978,830870,6212,830870
447,980,831870,6212,831870
447,980,832870,6212,832870
448,982,833870,6212,833870
448,982,833870,6212,833870
448,982,834420,6212,834420
449,984,835070,6212,835070
449,984,835070,6212,835070
449,984,835070,6212,835070
449,984,836070,6212,836070
450,986,836540,6212,836540
450,986,837350,6212,837350
451,988,838350,6212,838350
451,988,839350,6212,839350
451,988,839820,6212,839820
452,990,840820,6212,840820
452,990,841820,6212,841820
453,992,842630,6212,842630
453,992,843630,6212,843630
454,994,844630,6212,844630
454,994,845630,6212,845630
455,996,846280,6212,846280
455,996,847090,6212,847090
455,996,847090,6212,847090
455,996,847090,6212,847090
455,996,847090,6212,847090
456,998,848090,6212,848090
456,998,848900,6212,848900
457,1000,849900,6212,849900
457,1000,850900,6212,850900
458,1002,851710,6212,851710
458,1002,851710,6212,851710
458,1002,852710,6212,852710
459,1004,853710,6212,853710
459,1004,854260,6212,854260
459,1004,854580,6212,854580
460,1006,855580,6212,855580
460,1006,856390,6212,856390
461,1008,857390,6212,857390
461,1008,858390,6212,858390
461,1008,858390,6212,858390
462,1010,859390,6212,859390
462,1010,859440,6212,859440
462,1010,860440,6212,860440
463,1012,861440,6212,861440
463,1012,862440,6212,862440
464,1014,863440,6212,863440
464,1014,864440,6212,864440
465,1016,865440,6212,865440
465,1016,865760,6212,865760
465,1016,866760,6212,866760
466,1018,867760,6212,867760
466,1018,868230,6212,868230
467,1020,869230,6212,869230
467,1020,869880,6212,869880
468,1022,870880,6212,870880
468,1022,871880,6212,871880
469,1024,872430,6212,872430
469,1024,873240,6212,873240
470,1026,874240,6212,874240
470,1026,874240,6212,874240
470,1026,875240,6212,875240
471,1028,876240,6212,876240
471,1028,877240,6212,877240
471,1028,877560,6212,877560
472,1030,878560,6212,878560
472,1030,878930,6212,878930
472,1030,879740,6212,879740
473,1032,880550,6212,880550
473,1032,881360,6212,881360
474,1034,882360,6212,882360
474,1034,883360,6212,883360
475,1036,884360,6212,884360
475,1036,885360,6212,885360
476,1038,886360,6212,886360
476,1038,887360,6212,887360
476,1038,887360,6212,887360
477,1040,887830,6212,887830
477,1040,887830,6212,887830
477,1040,887830,6212,887830
477,1040,888300,6212,888300
477,1040,888300,6212,888300
477,1040,888460,6212,888460
477,1040,889460,6212,889460
478,1042,890460,6212,890460
478,1042,891270,6212,891270
479,1044,892080,6212,892080
479,1044,892080,6212,892080
479,1044,892550,6212,892550
480,1046,893550,6212,893550
480,1046,894550,6212,894550
480,1046,894870,6212,894870
481,1048,895870,6212,895870
481,1048,896870,6212,896870
481,1048,896870,6212,896870
482,1050,897680,6212,897680
482,1050,898680,6212,898680
483,1052,899490,6212,899490
483,1052,900140,6212,900140
484,1054,901140,6212,901140
484,1054,901510,6212,901510
484,1054,902510,6212,902510
485,1056,903510,6212,903510
485,1056,904510,6212,904510
486,1058,905510,6212,905510
486,1058,905510,6212,905510
486,1058,906510,6212,906510
486,1058,906670,6212,906670
487,1060,907670,6212,907670
487,1060,908670,6212,908670
488,1062,909670,6212,909670
488,1062,910670,6212,910670
488,1062,910670,6212,910670
489,1064,911480,6212,911480
489,1064,911950,6212,911950
489,1064,912950,6212,912950
490,1066,913760,6212,913760
490,1066,913760,6212,913760
490,1066,914570,6212,914570
491,1068,915570,6212,915570
491,1068,916570,6212,916570
491,1068,916890,6212,916890
491,1068,917050,6212,917050
492,1070,918050,6212,918050
492,1070,918520,6212,918520
493,1072,919330,6212,919330
493,1072,919330,6212,919330
493,1072,919800,6212,919800
493,1072,920800,6212,920800
494,1074,921800,6212,921800
494,1074,922800,6212,922800
495,1076,923450,6212,923450
495,1076,924450,6212,924450
495,1076,924450,6212,924450
496,1078,924910,6212,924910
496,1078,925720,6212,925720
497,1080,926720,6212,926720
497,1080,927190,6212,927190
497,1080,928190,6212,928190
498,1082,929190,6212,929190
498,1082,930190,6212,930190
499,1084,931190,6212,931190
499,1084,931510,6212,931510
499,1084,932320,6212,932320
500,1086,933130,6212,933130
500,1086,933130,6212,933130
500,1086,934130,6212,934130
501,1088,935130,6212,935130
501,1088,936130,6212,936130
501,1088,936130,6212,936130
501,1088,936460,6212,936460
501,1088,936460,6212,936460
502,1090,937460,6212,937460
502,1090,938270,6212,938270
503,1092,939270,6212,939270
503,1092,939270,6212,939270
503,1092,939270,6212,939270
503,1092,939740,6212,939740
504,1094,940740,6212,940740
504,1094,941550,6212,941550
505,1096,942550,6212,942550
505,1096,943550,6212,943550
505,1096,943550,6212,943550
505,1096,943870,6212,943870
506,1098,944680,6212,944680
506,1098,945490,6212,945490
506,1098,945810,6212,945810
506,1098,946130,6212,946130
506,1098,946130,6212,946130
507,1100,947130,6212,947130
507,1100,947940,6212,947940
507,1100,947940,6212,947940
508,1102,948530,6212,948530
508,1102,949530,6212,949530
509,1104,950340,6212,950340
509,1104,951340,6212,951340
510,1106,952150,6212,952150
510,1106,953150,6212,953150
511,1108,953800,6212,953800
511,1108,954800,6212,954800
511,1108,955270,6212,955270
511,1108,955590,6212,955590
511,1108,955820,6212,955820
511,1108,955820,6212,955820
511,1108,955820,6212,955820
512,1110,956630,6212,956630
512,1110,957630,6212,957630
513,1112,958100,6212,958100
513,1112,959100,6212,959100
514,1114,960100,6212,960100
514,1114,960910,6212,960910
514,1114,960910,6212,960910
515,1116,961910,6212,961910
515,1116,962720,6212,962720
516,1118,963530,6212,963530
516,1118,964530,6212,964530
516,1118,965000,6212,965000
517,1120,965470,6212,965470
517,1120,965940,6212,965940
517,1120,966750,6212,966750
518,1122,967560,6212,967560
518,1122,968560,6212,968560
519,1124,969560,6212,969560
519,1124,969880,6212,969880
519,1124,970200,6212,970200
519,1124,971010,6212,971010
520,1126,972010,6212,972010
520,1126,973010,6212,973010
521,1128,973820,6212,973820
521,1128,973820,6212,973820
521,1128,974090,6212,974090
521,1128,975090,6212,975090
522,1130,976090,6212,976090
522,1130,976900,6212,976900
522,1130,976900,6212,976900
523,1132,977370,6212,977370
523,1132,977830,6212,977830
523,1132,977830,6212,977830
523,1132,978830,6212,978830
524,1134,979830,6212,979830
524,1134,980830,6212,980830
525,1136,981830,6212,981830
525,1136,981830,6212,981830
525,1136,981830,6212,981830
525,1136,982150,6212,982150
525,1136,983150,6212,983150
526,1138,983620,6212,983620
526,1138,984430,6212,984430
527,1140,985240,6212,985240
527,1140,985560,6212,985560
527,1140,986370,6212,986370
528,1142,986960,6212,986960
528,1142,987960,6212,987960
528,1142,988180,6212,988180
529,1144,988990,6212,988990
529,1144,989540,6212,989540
530,1146,990540,6212,990540
530,1146,991540,6212,991540
531,1148,992090,6212,992090
531,1148,993090,6212,993090
532,1150,994090,6212,994090
532,1150,995090,6212,995090
533,1152,996090,6212,996090
533,1152,997090,6212,997090
534,1154,998090,6212,998090
534,1154,999090,6212,999090
535,1156,1000090,6212,1000090
535,1156,1000900,6212,1000900
535,1156,1000900,6212,1000900
535,1156,1001360,6212,1001360
536,1158,1002360,6212,1002360
536,1158,1003360,6212,1003360
537,1160,1004360,6212,1004360
537,1160,1005170,6212,1005170
538,1162,1006170,6212,1006170
538,1162,1007170,6212,1007170
539,1164,1008170,6212,1008170
539,1164,1009170,6212,1009170
540,1166,1010170,6212,1010170
540,1166,1010170,6212,1010170
540,1166,1010170,6212,1010170
540,1166,1010980,6212,1010980
541,1168,1011980,6212,1011980
541,1168,1011980,6212,1011980
541,1168,1012210,6212,1012210
542,1176,1020210,6212,1020210
542,1176,1021210,6212,1021210
543,1178,1022210,6212,1022210
543,1178,1023210,6212,1023210
544,1180,1024210,6212,1024210
544,1180,1025020,6212,1025020
545,1182,1026020,6212,1026020
545,1182,1027020,6212,1027020
546,1184,1028020,6212,1028020
546,1184,1029020,6212,1029020
547,1186,1030020,6212,1030020
547,1186,1031020,6212,1031020
548,1188,1032020,6212,1032020
548,1188,1033020,6212,1033020
549,1190,1033490,6212,1033490
549,1190,1034140,6212,1034140
549,1190,1034610,6212,1034610
550,1192,1035610,6212,1035610
550,1192,1036610,6212,1036610
551,1194,1037610,6212,1037610
551,1194,1038080,6212,1038080
552,1196,1039080,6212,1039080
552,1196,1040080,6212,1040080
553,1198,1040890,6212,1040890
553,1198,1041890,6212,1041890
554,1200,1042700,6212,1042700
554,1200,1043700,6212,1043700
555,1202,1044510,6212,1044510
555,1202,1044830,6212,1044830
555,1202,1045200,6212,1045200
555,1202,1046200,6212,1046200
556,1204,1047010,6212,1047010
556,1204,1048010,6212,1048010
556,1204,1048010,6212,1048010
557,1206,1049010,6212,1049010
557,1206,1049010,6212,1049010
557,1206,1050010,6212,1050010
558,1208,1051010,6212,1051010
558,1208,1052010,6212,1052010
559,1210,1052820,6212,1052820
559,1210,1053630,6212,1053630
560,1212,1054100,6212,1054100
560,1212,1054910,6212,1054910
561,1214,1055910,6212,1055910
561,1214,1056130,6212,1056130
561,1214,1056780,6212,1056780
562,1216,1057780,6212,1057780
562,1216,1058780,6212,1058780
562,1216,1059100,6212,1059100
563,1218,1060100,6212,1060100
563,1218,1060570,6212,1060570
563,1218,1061570,6212,1061570
564,1220,1062570,6212,1062570
564,1220,1063380,6212,1063380
564,1220,1063540,6212,1063540
565,1222,1064350,6212,1064350
565,1222,1065350,6212,1065350
566,1224,1065940,6212,1065940
566,1224,1066940,6212,1066940
567,1226,1067400,6212,1067400
567,1226,1068400,6212,1068400
568,1228,1069400,6212,1069400
568,1228,1070400,6212,1070400
568,1228,1070870,6212,1070870
569,1230,1071870,6212,1071870
569,1230,1071870,6212,1071870
569,1230,1072340,6212,1072340
570,1232,1073340,6212,1073340
570,1232,1074150,6212,1074150
571,1234,1075150,6212,1075150
571,1234,1075960,6212,1075960
571,1234,1076430,6212,1076430
572,1236,1077430,6212,1077430
572,1236,1077890,6212,1077890
573,1238,1078890,6212,1078890
573,1238,1078890,6212,1078890
573,1238,1079110,6212,1079110
573,1238,1079920,6212,1079920
574,1240,1080920,6212,1080920
574,1240,1081730,6212,1081730
574,1240,1082190,6212,1082190
574,1240,1082190,6212,1082190
575,1242,1083190,6212,1083190
575,1242,1083410,6212,1083410
575,1242,1083870,6212,1083870
575,1242,1084190,6212,1084190
576,1244,1085190,6212,1085190
576,1244,1086190,6212,1086190
577,1246,1087190,6212,1087190
577,1246,1087510,6212,1087510
577,1246,1088510,6212,1088510
578,1248,1089160,6212,1089160
578,1248,1089160,6212,1089160
578,1248,1089970,6212,1089970
579,1250,1090970,6212,1090970
579,1250,1091440,6212,1091440
580,1252,1092440,6212,1092440
580,1252,1092810,6212,1092810
580,1252,1093810,6212,1093810
581,1254,1094280,6212,1094280
581,1254,1095280,6212,1095280
582,1256,1096280,6212,1096280
582,1256,1097280,6212,1097280
583,1258,1098090,6212,1098090
583,1258,1098740,6212,1098740
583,1258,1098740,6212,1098740
584,1260,1099740,6212,1099740
584,1260,1099740,6212,1099740
584,1260,1100740,6212,1100740
585,1262,1101330,6212,1101330
585,1262,1102330,6212,1102330
585,1262,1102800,6212,1102800
586,1263,1103800,6212,1103800
587,1264,1104800,6212,1104800
588,1268,1105800,6212,1105800
588,1268,1105800,6212,1105800
588,1268,1106610,6212,1106610
588,1268,1107610,6212,1107610
588,1268,1107610,6212,1107610
588,1268,1108610,6212,1108610
588,1268,1108960,6212,1108960
589,1272,1109610,6212,1109610
589,1272,1110610,6212,1110610
589,1272,1111610,6212,1111610
589,1272,1112610,6212,1112610
589,1272,1112930,6212,1112930
590,1276,1113930,6212,1113930
590,1276,1114930,6212,1114930
590,1276,1115400,6212,1115400
590,1276,1116400,6212,1116400
591,1280,1117210,6212,1117210
591,1280,1117210,6212,1117210
591,1280,1118210,6212,1118210
591,1280,1119020,6212,1119020
591,1280,1119020,6212,1119020
591,1280,1120020,6212,1120020
592,1284,1121020,6212,1121020
592,1284,1121340,6212,1121340
592,1284,1122340,6212,1122340
592,1284,1123150,6212,1123150
592,1284,1123380,6212,1123380
593,1288,1124190,6212,1124190
593,1288,1125000,6212,1125000
593,1288,1126000,6212,1126000
593,1288,1127000,6212,1127000
593,1288,1127000,6212,1127000
594,1292,1127810,6212,1127810
594,1292,1128810,6212,1128810
594,1292,1129810,6212,1129810
594,1292,1130620,6212,1130620
595,1296,1131620,6212,1131620
595,1296,1132090,6212,1132090
595,1296,1133090,6212,1133090
595,1296,1134090,6212,1134090
595,1296,1134900,6212,1134900
596,1300,1135900,6212,1135900
596,1300,1136900,6212,1136900
596,1300,1137010,6212,1137010
596,1300,1137820,6212,1137820
596,1300,1138820,6212,1138820
596,1300,1138820,6212,1138820
597,1304,1139820,6212,1139820
597,1304,1139820,6212,1139820
597,1304,1140820,6212,1140820
597,1304,1141820,6212,1141820
597,1304,1141820,6212,1141820
597,1304,1142820,6212,1142820
598,1308,1143280,6212,1143280
598,1308,1144090,6212,1144090
598,1308,1145090,6212,1145090
598,1308,1145560,6212,1145560
598,1308,1145560,6212,1145560
598,1308,1146030,6212,1146030
599,1312,1146620,6212,1146620
599,1312,1147620,6212,1147620
599,1312,1148620,6212,1148620
599,1312,1149620,6212,1149620
600,1316,1150430,6212,1150430
600,1316,1151430,6212,1151430
600,1316,1151430,6212,1151430
600,1316,1151430,6212,1151430
600,1316,1152430,6212,1152430
600,1316,1153430,6212,1153430
601,1320,1154240,6212,1154240
601,1320,1154790,6212,1154790
601,1320,1155020,6212,1155020
601,1320,1156020,6212,1156020
601,1320,1157020,6212,1157020
602,1324,1157830,6212,1157830
602,1324,1157830,6212,1157830
602,1324,1157830,6212,1157830
602,1324,1158640,6212,1158640
602,1324,1159640,6212,1159640
602,1324,1160100,6212,1160100
602,1324,1161100,6212,1161100
603,1332,1162100,6212,1162100
603,1332,1163100,6212,1163100
603,1332,1164100,6212,1164100
603,1332,1165100,6212,1165100
603,1332,1165560,6212,1165560
603,1332,1166370,6212,1166370
603,1332,1167180,6212,1167180
604,1340,1168180,6212,1168180
604,1340,1169180,6212,1169180
604,1340,1170180,6212,1170180
604,1340,1170180,6212,1170180
604,1340,1171180,6212,1171180
605,1348,1172180,6212,1172180
605,1348,1172990,6212,1172990
605,1348,1173460,6212,1173460
605,1348,1173460,6212,1173460
605,1348,1174460,6212,1174460
605,1348,1175460,6212,1175460
605,1348,1176050,6212,1176050
606,1356,1177050,6212,1177050
606,1356,1177370,6212,1177370
606,1356,1178370,6212,1178370
606,1356,1178840,6212,1178840
606,1356,1179840,6212,1179840
606,1356,1180310,6212,1180310
607,1364,1181310,6212,1181310
607,1364,1182310,6212,1182310
607,1364,1183310,6212,1183310
607,1364,1184120,6212,1184120
607,1364,1184120,6212,1184120
607,1364,1184930,6212,1184930
607,1364,1185930,6212,1185930
607,1364,1186400,6212,1186400
607,1364,1186870,6212,1186870
607,1364,1187190,6212,1187190
608,1372,1187740,6212,1187740
608,1372,1188740,6212,1188740
608,1372,1189740,6212,1189740
608,1372,1190740,6212,1190740
608,1372,1191740,6212,1191740
609,1380,1192740,6212,1192740
609,1380,1193550,6212,1193550
609,1380,1194360,6212,1194360
609,1380,1195360,6212,1195360
609,1380,1195830,6212,1195830
609,1380,1196830,6212,1196830
610,1388,1197830,6212,1197830
610,1388,1198830,6212,1198830
610,1388,1199640,6212,1199640
610,1388,1200640,6212,1200640
610,1388,1201640,6212,1201640
610,1388,1202110,6212,1202110
610,1388,1203110,6212,1203110
610,1388,1203920,6212,1203920
610,1388,1204290,6212,1204290
610,1388,1205290,6212,1205290
611,1396,1206100,6212,1206100
611,1396,1207100,6212,1207100
611,1396,1208100,6212,1208100
611,1396,1209100,6212,1209100
611,1396,1209100,6212,1209100
611,1396,1210100,6212,1210100
611,1396,1211100,6212,1211100
611,1396,1211910,6212,1211910
611,1396,1212380,6212,1212380
612,1404,1213380,6212,1213380
612,1404,1214380,6212,1214380
612,1404,1215380,6212,1215380
612,1404,1215850,6212,1215850
612,1404,1215850,6212,1215850
612,1404,1216660,6212,1216660
612,1404,1217310,6212,1217310
612,1404,1218310,6212,1218310
612,1404,1219310,6212,1219310
