ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_a875-policy_GpuPacking1000desharemdaa65-de_share-gs_best-scmd_aa65-origin_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_a875-policy_GpuPacking1000desharemdaa65-de_share-gs_best-scmd_aa65-origin_ratio,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_a875-policy_GpuPacking1000desharemdaa65-de_share-gs_best-scmd_aa65-origin_q124,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_a875-policy_GpuPacking1000desharemdaa65-de_share-gs_best-scmd_aa65-bellman_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_a875-policy_GpuPacking1000desharemdaa65-de_share-gs_best-scmd_aa65-bellman_ratio
501243.52,99.51,85.91,497740.18,98.81
501243.52,99.51,85.91,497740.18,98.81
501243.52,99.51,85.91,497740.18,98.81
501243.52,99.51,85.91,497740.18,98.81
501243.52,99.51,85.91,497740.18,98.81
501243.52,99.51,85.91,497740.18,98.81
501243.52,99.51,85.91,497740.18,98.81
501243.52,99.51,85.91,497740.18,98.81
501243.52,99.51,85.91,497718.95,98.81
501243.52,99.51,85.91,497718.95,98.81
501243.52,99.51,85.91,497718.95,98.81
501243.52,99.51,85.91,497718.95,98.81
501243.52,99.51,85.91,497718.95,98.81
501243.52,99.51,85.91,497718.95,98.81
501243.52,99.51,85.91,497718.95,98.81
501243.52,99.51,85.91,497718.95,98.81
501243.52,99.51,85.91,497718.95,98.81
501243.52,99.51,85.91,497718.95,98.81
501084.85,99.51,85.91,497560.27,98.81
501084.85,99.51,85.91,497560.27,98.81
501084.85,99.51,85.91,497560.27,98.81
501084.85,99.51,85.91,497560.27,98.81
501084.85,99.51,85.91,497560.27,98.81
501084.85,99.51,85.91,497560.27,98.81
501084.85,99.51,85.91,497560.27,98.81
501084.85,99.51,85.91,497560.27,98.81
501084.85,99.51,85.91,497560.27,98.81
501084.85,99.51,85.91,497560.27,98.81
501084.85,99.51,85.91,497560.27,98.81
501084.85,99.51,85.91,497560.27,98.81
501084.85,99.51,85.91,497582.9,98.81
501084.85,99.51,85.91,497582.9,98.81
501084.85,99.51,85.91,497582.9,98.81
501084.85,99.51,85.91,497582.9,98.81
501084.85,99.51,85.91,497582.9,98.81
501084.85,99.51,85.91,497582.9,98.81
501084.85,99.51,85.91,497582.9,98.81
501084.85,99.51,85.91,497582.9,98.81
501084.85,99.51,85.91,497582.9,98.81
501084.85,99.51,85.91,497582.9,98.81
501084.85,99.51,85.91,497582.9,98.81
501084.85,99.51,85.91,497582.9,98.81
501084.85,99.51,85.91,497582.9,98.81
501084.85,99.51,85.91,497582.9,98.81
501084.85,99.51,85.91,497582.9,98.81
501084.85,99.51,85.91,497582.9,98.81
501084.85,99.51,85.91,497582.9,98.81
501084.85,99.51,85.91,497582.9,98.81
501084.85,99.51,85.91,497582.9,98.81
501084.85,99.51,85.91,497582.9,98.81
501084.85,99.51,85.91,497582.9,98.81
501084.85,99.51,85.91,497582.9,98.81
501084.85,99.51,85.91,497582.9,98.81
501084.85,99.51,85.91,497582.9,98.81
501084.85,99.51,85.91,497582.9,98.81
501084.85,99.51,85.91,497582.9,98.81
501084.85,99.51,85.91,497582.9,98.81
501084.85,99.51,85.91,497582.9,98.81
501084.85,99.51,85.91,497582.9,98.81
501084.85,99.51,85.91,497582.9,98.81
501084.85,99.51,85.91,497582.9,98.81
501084.85,99.51,85.91,497582.9,98.81
501084.85,99.51,85.91,497582.9,98.81
501084.85,99.51,85.91,497566.99,98.81
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
501084.85,99.51,85.91,497584.74,98.82
500927.63,99.51,85.91,497427.53,98.82
500927.63,99.51,85.91,497427.53,98.82
500927.63,99.51,85.91,497427.53,98.82
500927.63,99.51,85.91,497427.53,98.82
500927.63,99.51,85.91,497427.53,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497291.35,98.82
500768.95,99.51,85.91,497291.35,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497291.25,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497268.64,98.82
500768.95,99.51,85.91,497293.25,98.82
500768.95,99.51,85.91,497293.25,98.82
500768.95,99.51,85.91,497293.25,98.82
500768.95,99.51,85.91,497293.25,98.82
500768.95,99.51,85.91,497293.25,98.82
500768.95,99.51,85.91,497293.25,98.82
500768.95,99.51,85.91,497293.25,98.82
500768.95,99.51,85.91,497293.25,98.82
500768.95,99.51,85.91,497293.25,98.82
500768.95,99.51,85.91,497293.25,98.82
500768.95,99.51,85.91,497293.25,98.82
500768.95,99.51,85.91,497293.25,98.82
500768.95,99.51,85.91,497293.25,98.82
500768.95,99.51,85.91,497293.25,98.82
500768.95,99.51,85.91,497293.25,98.82
500768.95,99.51,85.91,497293.25,98.82
500768.95,99.51,85.91,497293.25,98.82
500768.95,99.51,85.91,497293.25,98.82
500768.95,99.51,85.91,497279.78,98.82
500768.95,99.51,85.91,497279.78,98.82
500768.95,99.51,85.91,497279.78,98.82
500768.95,99.51,85.91,497279.78,98.82
500768.95,99.51,85.91,497279.78,98.82
500768.95,99.51,85.91,497279.78,98.82
500768.95,99.51,85.91,497279.78,98.82
500768.95,99.51,85.91,497279.78,98.82
500768.95,99.51,85.91,497289.95,98.82
500768.95,99.51,85.91,497289.95,98.82
500768.95,99.51,85.91,497289.95,98.82
500768.95,99.51,85.91,497289.95,98.82
500768.95,99.51,85.91,497289.95,98.82
500768.95,99.51,85.91,497289.95,98.82
500768.95,99.51,85.91,497289.95,98.82
500768.95,99.51,85.91,497267.8,98.82
500768.95,99.51,85.91,497267.8,98.82
500768.95,99.51,85.91,497267.8,98.82
500768.95,99.51,85.91,497290.21,98.82
500768.95,99.51,85.91,497290.21,98.82
500768.95,99.51,85.91,497290.21,98.82
500768.95,99.51,85.91,497290.21,98.82
500768.95,99.51,85.91,497290.21,98.82
500768.95,99.51,85.91,497294.74,98.82
500768.95,99.51,85.91,497272.33,98.82
500768.95,99.51,85.91,497272.33,98.82
500768.95,99.51,85.91,497272.33,98.82
500768.95,99.51,85.91,497272.33,98.82
500768.95,99.51,85.91,497272.33,98.82
500768.95,99.51,85.91,497298.17,98.82
500768.95,99.51,85.91,497298.17,98.82
500768.95,99.51,85.91,497298.17,98.82
500768.95,99.51,85.91,497298.17,98.82
500768.95,99.51,85.91,497298.17,98.82
500768.95,99.51,85.91,497298.17,98.82
500768.95,99.51,85.91,497298.17,98.82
500768.95,99.51,85.91,497298.17,98.82
500768.95,99.51,85.91,497298.17,98.82
500768.95,99.51,85.91,497298.17,98.82
500768.95,99.51,85.91,497298.17,98.82
500768.95,99.51,85.91,497298.17,98.82
500768.95,99.51,85.91,497298.17,98.82
500770.27,99.51,85.91,497299.49,98.82
500770.27,99.51,85.91,497299.49,98.82
500770.27,99.51,85.91,497299.49,98.82
500770.27,99.51,85.91,497299.49,98.82
500770.27,99.51,85.91,497299.49,98.82
500770.27,99.51,85.91,497299.49,98.82
500770.27,99.51,85.91,497299.49,98.82
500770.27,99.51,85.91,497299.49,98.82
500770.27,99.51,85.91,497299.49,98.82
500770.27,99.51,85.91,497299.49,98.82
500770.27,99.51,85.91,497299.49,98.82
500770.27,99.51,85.91,497299.49,98.82
500770.27,99.51,85.91,497299.49,98.82
500770.27,99.51,85.91,497299.49,98.82
500770.27,99.51,85.91,497299.49,98.82
500770.27,99.51,85.91,497299.49,98.82
500770.27,99.51,85.91,497299.49,98.82
500770.27,99.51,85.91,497299.49,98.82
500770.27,99.51,85.91,497299.49,98.82
500770.27,99.51,85.91,497299.49,98.82
500770.27,99.51,85.91,497299.49,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497190.81,98.82
500661.59,99.51,85.91,497213.06,98.83
500502.91,99.51,85.91,497054.38,98.83
500502.91,99.51,85.91,497054.38,98.83
500502.91,99.51,85.91,497054.38,98.83
500502.91,99.51,85.91,497054.38,98.83
500502.91,99.51,85.91,497054.38,98.83
500502.91,99.51,85.91,497054.38,98.83
500344.23,99.51,85.91,496896.26,98.83
500344.23,99.51,85.91,496896.26,98.83
500344.23,99.51,85.91,496896.26,98.83
500344.23,99.51,85.91,496896.26,98.83
500344.23,99.51,85.91,496896.26,98.83
500344.23,99.51,85.91,496896.26,98.83
500344.23,99.51,85.91,496896.26,98.83
500344.23,99.51,85.91,496896.26,98.83
500344.23,99.51,85.91,496896.26,98.83
500344.23,99.51,85.91,496896.26,98.83
500185.55,99.51,85.91,496737.79,98.83
500185.55,99.51,85.91,496737.79,98.83
500185.55,99.51,85.91,496737.79,98.83
500026.87,99.51,85.91,496579.11,98.83
499918.13,99.51,85.91,496470.36,98.83
499918.13,99.51,85.91,496470.36,98.83
499918.13,99.51,85.91,496470.36,98.83
499918.13,99.51,85.91,496470.36,98.83
499918.13,99.51,85.91,496470.36,98.83
499918.13,99.51,85.91,496470.36,98.83
499918.13,99.51,85.91,496470.36,98.83
499918.13,99.51,85.91,496470.36,98.83
499918.13,99.51,85.91,496448.11,98.82
499918.13,99.51,85.91,496448.11,98.82
499918.13,99.51,85.91,496448.11,98.82
499918.13,99.51,85.91,496448.11,98.82
499918.13,99.51,85.91,496448.11,98.82
499918.13,99.51,85.91,496448.11,98.82
499918.13,99.51,85.91,496448.11,98.82
499918.13,99.51,85.91,496448.11,98.82
499918.13,99.51,85.91,496448.11,98.82
499918.13,99.51,85.91,496448.11,98.82
499918.13,99.51,85.91,496448.11,98.82
499918.13,99.51,85.91,496448.11,98.82
499918.13,99.51,85.91,496448.11,98.82
499918.13,99.51,85.91,496448.11,98.82
499918.13,99.51,85.91,496448.11,98.82
499918.13,99.51,85.91,496448.11,98.82
499759.45,99.51,85.91,496289.85,98.82
499759.45,99.51,85.91,496289.85,98.82
499759.45,99.51,85.91,496289.85,98.82
499759.45,99.51,85.91,496289.85,98.82
499759.45,99.51,85.91,496289.85,98.82
499759.45,99.51,85.91,496289.85,98.82
499759.45,99.51,85.91,496289.85,98.82
499759.45,99.51,85.91,496312.26,98.83
499759.45,99.51,85.91,496312.26,98.83
499759.45,99.51,85.91,496312.26,98.83
499759.45,99.51,85.91,496312.26,98.83
499439.45,99.51,85.91,495992.26,98.82
499439.45,99.51,85.91,495992.26,98.82
499439.45,99.51,85.91,495992.26,98.82
499439.45,99.51,85.91,495976.94,98.82
499439.45,99.51,85.91,495976.94,98.82
499439.45,99.51,85.91,495976.94,98.82
499439.45,99.51,85.91,495976.94,98.82
499439.45,99.51,85.91,495976.94,98.82
499439.45,99.51,85.91,495976.94,98.82
499439.45,99.51,85.91,495976.94,98.82
499439.45,99.51,85.91,495976.94,98.82
499439.45,99.51,85.91,495976.94,98.82
499439.45,99.51,85.91,495976.94,98.82
499439.45,99.51,85.91,495976.94,98.82
499280.77,99.51,85.91,495818.26,98.82
499280.77,99.51,85.91,495818.26,98.82
499280.77,99.51,85.91,495818.26,98.82
499280.77,99.51,85.91,495818.26,98.82
499280.77,99.51,85.91,495818.26,98.82
499280.77,99.51,85.91,495818.26,98.82
499280.77,99.51,85.91,495818.26,98.82
499280.77,99.51,85.91,495818.26,98.82
499280.77,99.51,85.91,495818.26,98.82
499280.77,99.51,85.91,495781.09,98.81
499280.77,99.51,85.91,495781.09,98.81
499280.77,99.51,85.91,495781.09,98.81
499280.77,99.51,85.91,495781.09,98.81
499280.77,99.51,85.91,495781.09,98.81
499280.77,99.51,85.91,495781.09,98.81
499280.77,99.51,85.91,495781.09,98.81
499280.77,99.51,85.91,495781.09,98.81
499280.77,99.51,85.91,495781.09,98.81
499280.77,99.51,85.91,495781.09,98.81
499280.77,99.51,85.91,495781.09,98.81
499280.77,99.51,85.91,495799.69,98.82
499280.77,99.51,85.91,495799.69,98.82
499280.77,99.51,85.91,495799.69,98.82
499280.77,99.51,85.91,495799.69,98.82
499280.77,99.51,85.91,495799.69,98.82
499280.77,99.51,85.91,495799.69,98.82
499280.77,99.51,85.91,495799.69,98.82
499280.77,99.51,85.91,495799.69,98.82
499280.77,99.51,85.91,495799.69,98.82
499280.77,99.51,85.91,495799.69,98.82
499280.77,99.51,85.91,495799.69,98.82
499280.77,99.51,85.91,495839.58,98.83
499280.77,99.51,85.91,495839.58,98.83
499122.09,99.51,85.91,495681.04,98.83
499122.09,99.51,85.91,495681.04,98.83
499122.09,99.51,85.91,495681.04,98.83
499122.09,99.51,85.91,495681.04,98.83
499122.09,99.51,85.91,495681.04,98.83
499122.09,99.51,85.91,495681.04,98.83
499122.09,99.51,85.91,495681.04,98.83
499122.09,99.51,85.91,495681.04,98.83
499122.09,99.51,85.91,495681.04,98.83
499122.09,99.51,85.91,495681.04,98.83
499122.09,99.51,85.91,495681.04,98.83
499122.09,99.51,85.91,495681.04,98.83
499122.09,99.51,85.91,495681.04,98.83
498963.41,99.51,85.91,495525.46,98.83
498963.41,99.51,85.91,495525.46,98.83
498963.41,99.51,85.91,495525.46,98.83
498963.41,99.51,85.91,495525.46,98.83
498963.41,99.51,85.91,495525.46,98.83
498963.41,99.51,85.91,495525.46,98.83
498963.41,99.51,85.91,495525.46,98.83
498963.41,99.51,85.91,495525.46,98.83
498963.41,99.51,85.91,495587.7,98.84
498963.41,99.51,85.91,495587.7,98.84
498963.41,99.51,85.91,495610.44,98.84
498963.41,99.51,85.91,495591.58,98.84
498963.41,99.51,85.91,495591.58,98.84
498963.41,99.51,85.91,495587.7,98.84
498963.41,99.51,85.91,495587.7,98.84
498857.37,99.51,85.92,495478.82,98.84
498857.37,99.51,85.92,495478.82,98.84
498857.37,99.51,85.92,495503.99,98.84
498857.37,99.51,85.92,495503.99,98.84
498857.37,99.51,85.92,495503.99,98.84
498857.37,99.51,85.92,495503.99,98.84
498857.37,99.51,85.92,495503.99,98.84
498857.37,99.51,85.92,495503.99,98.84
498857.37,99.51,85.92,495503.99,98.84
498857.37,99.51,85.92,495503.99,98.84
498857.37,99.51,85.92,495491.17,98.84
498857.37,99.51,85.92,495491.17,98.84
498857.37,99.51,85.92,495491.17,98.84
498857.37,99.51,85.92,495491.17,98.84
498857.37,99.51,85.92,495491.17,98.84
498857.37,99.51,85.92,495491.17,98.84
498857.37,99.51,85.92,495491.17,98.84
498857.37,99.51,85.92,495491.17,98.84
498857.37,99.51,85.92,495491.17,98.84
498857.37,99.51,85.92,495491.17,98.84
498857.37,99.51,85.92,495491.17,98.84
498857.37,99.51,85.92,495491.17,98.84
498857.37,99.51,85.92,495491.17,98.84
498857.37,99.51,85.92,495504.65,98.84
498857.37,99.51,85.92,495504.65,98.84
498857.37,99.51,85.92,495504.65,98.84
498857.37,99.51,85.92,495515.64,98.85
498857.37,99.51,85.92,495515.64,98.85
497857.37,99.51,85.91,494515.64,98.84
497857.37,99.51,85.91,494515.64,98.84
497857.37,99.51,85.91,494541.38,98.85
497858.7,99.51,85.91,494542.7,98.85
497858.7,99.51,85.91,494542.7,98.85
497858.7,99.51,85.91,494542.7,98.85
497858.7,99.51,85.91,494542.7,98.85
497858.7,99.51,85.91,494542.7,98.85
497858.7,99.51,85.91,494542.7,98.85
497858.7,99.51,85.91,494560.68,98.85
497858.7,99.51,85.91,494560.68,98.85
497858.7,99.51,85.91,494560.68,98.85
497858.7,99.51,85.91,494560.68,98.85
497858.7,99.51,85.91,494560.68,98.85
497858.7,99.51,85.91,494560.68,98.85
497858.7,99.51,85.91,494560.68,98.85
497858.7,99.51,85.91,494560.68,98.85
497858.7,99.51,85.91,494560.68,98.85
497858.7,99.51,85.91,494528.74,98.85
497858.7,99.51,85.91,494528.74,98.85
497858.7,99.51,85.91,494528.74,98.85
497858.7,99.51,85.91,494528.74,98.85
497858.7,99.51,85.91,494528.74,98.85
497858.7,99.51,85.91,494528.74,98.85
497858.7,99.51,85.91,494528.74,98.85
497858.7,99.51,85.91,494528.74,98.85
497858.7,99.51,85.91,494528.74,98.85
497858.7,99.51,85.91,494528.74,98.85
497858.7,99.51,85.91,494528.83,98.85
497858.7,99.51,85.91,494528.83,98.85
497858.7,99.51,85.91,494528.83,98.85
497858.7,99.51,85.91,494527.67,98.85
497858.7,99.51,85.91,494527.67,98.85
497858.7,99.51,85.91,494527.67,98.85
497858.7,99.51,85.91,494566.68,98.85
497858.7,99.51,85.91,494566.68,98.85
497858.7,99.51,85.91,494566.68,98.85
497858.7,99.51,85.91,494566.68,98.85
497858.7,99.51,85.91,494566.68,98.85
497858.7,99.51,85.91,494566.68,98.85
497858.7,99.51,85.91,494566.68,98.85
497858.7,99.51,85.91,494566.68,98.85
497858.7,99.51,85.91,494566.68,98.85
497858.7,99.51,85.91,494566.68,98.85
497858.7,99.51,85.91,494566.68,98.85
497858.7,99.51,85.91,494566.68,98.85
497700.02,99.51,85.91,494408.62,98.85
497700.02,99.51,85.91,494408.62,98.85
497700.02,99.51,85.91,494408.62,98.85
497700.02,99.51,85.91,494408.62,98.85
497700.02,99.51,85.91,494408.62,98.85
497700.02,99.51,85.91,494408.62,98.85
497700.02,99.51,85.91,494408.62,98.85
497700.02,99.51,85.91,494408.62,98.85
497700.02,99.51,85.91,494408.62,98.85
497700.02,99.51,85.91,494408.62,98.85
497700.02,99.51,85.91,494408.62,98.85
497700.02,99.51,85.91,494408.62,98.85
497700.02,99.51,85.91,494408.62,98.85
497700.02,99.51,85.91,494408.62,98.85
497700.02,99.51,85.91,494408.62,98.85
497700.02,99.51,85.91,494408.62,98.85
497700.02,99.51,85.91,494408.62,98.85
497700.02,99.51,85.91,494408.62,98.85
497700.02,99.51,85.91,494408.62,98.85
497700.02,99.51,85.91,494408.62,98.85
497700.02,99.51,85.91,494408.62,98.85
497700.02,99.51,85.91,494408.62,98.85
497700.02,99.51,85.91,494408.62,98.85
497700.02,99.51,85.91,494408.62,98.85
497700.02,99.51,85.91,494408.62,98.85
497700.02,99.51,85.91,494408.62,98.85
497700.02,99.51,85.91,494408.62,98.85
497700.02,99.51,85.91,494408.62,98.85
497700.02,99.51,85.91,494408.62,98.85
497700.02,99.51,85.91,494408.62,98.85
497700.02,99.51,85.91,494408.62,98.85
497700.02,99.51,85.91,494408.62,98.85
497701.34,99.51,85.91,494409.94,98.85
497701.34,99.51,85.91,494409.94,98.85
497701.34,99.51,85.91,494409.94,98.85
497701.34,99.51,85.91,494409.94,98.85
497701.34,99.51,85.91,494409.94,98.85
497701.34,99.51,85.91,494409.94,98.85
497701.34,99.51,85.91,494409.94,98.85
497701.34,99.51,85.91,494409.94,98.85
497701.34,99.51,85.91,494409.94,98.85
497701.34,99.51,85.91,494409.94,98.85
497701.34,99.51,85.91,494409.94,98.85
497701.34,99.51,85.91,494409.94,98.85
497701.34,99.51,85.91,494409.94,98.85
497701.34,99.51,85.91,494409.94,98.85
497701.34,99.51,85.91,494409.94,98.85
497701.34,99.51,85.91,494409.94,98.85
497701.34,99.51,85.91,494409.94,98.85
497701.34,99.51,85.91,494409.94,98.85
