ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_a875-policy_GpuPacking1000desharemdaa65-de_share-gs_best-scmd_aa65-origin_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_a875-policy_GpuPacking1000desharemdaa65-de_share-gs_best-scmd_aa65-origin_ratio,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_a875-policy_GpuPacking1000desharemdaa65-de_share-gs_best-scmd_aa65-origin_q124,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_a875-policy_GpuPacking1000desharemdaa65-de_share-gs_best-scmd_aa65-bellman_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_a875-policy_GpuPacking1000desharemdaa65-de_share-gs_best-scmd_aa65-bellman_ratio
772068.3,21.84,8.24,333819.2,9.44
771932.32,21.84,8.24,333903.25,9.45
771985.02,21.85,8.25,333850.06,9.45
771849.05,21.85,8.25,333823.47,9.45
771901.75,21.86,8.26,333819.2,9.45
772092.2,21.87,8.27,335049.09,9.49
771730.2,21.86,8.26,334853.83,9.48
771594.22,21.86,8.26,334853.52,9.49
771890.24,21.87,8.27,334853.52,9.49
771942.95,21.88,8.28,334874.07,9.49
771995.65,21.89,8.29,334858.98,9.49
771623.65,21.88,8.28,334862.78,9.49
771487.67,21.88,8.28,335209.9,9.51
771540.37,21.89,8.29,335088.5,9.51
771404.4,21.89,8.29,334914.38,9.5
771404.4,21.89,8.29,334914.38,9.5
771268.42,21.89,8.29,335482.2,9.52
771268.42,21.89,8.29,335482.2,9.52
771132.44,21.89,8.3,335481.89,9.52
770996.46,21.9,8.3,335481.89,9.53
770860.49,21.9,8.3,335481.89,9.53
771156.51,21.91,8.31,335620.46,9.54
771020.53,21.91,8.31,335506.35,9.53
771210.98,21.92,8.32,335603.84,9.54
771075.01,21.92,8.33,336253.06,9.56
771356.12,21.94,8.34,336434.77,9.57
771059.69,21.93,8.33,336037.89,9.56
771112.39,21.94,8.34,336037.96,9.56
770740.39,21.93,8.33,335922.12,9.56
771036.41,21.94,8.34,335921.74,9.56
770900.43,21.94,8.34,335921.74,9.56
770764.46,21.94,8.35,335972.76,9.57
770628.48,21.95,8.35,335931.48,9.57
770256.48,21.94,8.34,335921.85,9.57
770552.5,21.95,8.35,336374.35,9.58
770190.5,21.94,8.34,336044.98,9.57
770098.18,21.95,8.35,336510.34,9.59
770107.23,21.95,8.35,336428.11,9.59
769971.25,21.95,8.36,336427.8,9.59
770161.7,21.96,8.37,336427.8,9.59
770214.4,21.97,8.37,336436.11,9.6
770078.43,21.97,8.37,336433.12,9.6
770078.43,21.97,8.37,336455.63,9.6
770078.43,21.97,8.37,336437.0,9.6
769942.45,21.97,8.38,336441.52,9.6
769806.47,21.98,8.38,336431.68,9.6
769806.47,21.98,8.38,336451.69,9.61
769510.04,21.97,8.37,336245.02,9.6
769510.04,21.97,8.37,336228.23,9.6
769806.06,21.98,8.38,337173.33,9.63
769807.38,21.98,8.38,337193.39,9.63
769860.08,21.99,8.39,337376.84,9.64
769724.11,21.99,8.39,337376.53,9.64
769588.13,21.99,8.4,337376.53,9.64
769295.87,21.99,8.39,337045.0,9.63
769159.9,21.99,8.39,337045.0,9.64
769023.92,21.99,8.39,337066.81,9.64
768887.94,21.99,8.4,337296.03,9.65
768889.26,21.99,8.4,337315.51,9.65
768753.28,22.0,8.4,337305.32,9.65
768680.27,22.0,8.4,337177.01,9.65
768481.33,22.0,8.4,337064.47,9.65
768109.33,21.99,8.4,336653.89,9.64
768390.44,22.01,8.41,336653.58,9.64
768443.14,22.01,8.41,336653.58,9.64
768739.16,22.02,8.43,336662.41,9.65
768603.19,22.03,8.43,336655.06,9.65
768467.21,22.03,8.43,336658.0,9.65
768657.66,22.04,8.44,337411.65,9.67
768521.68,22.04,8.44,337375.89,9.68
768574.39,22.05,8.45,337878.72,9.69
768438.41,22.05,8.45,337878.88,9.7
768302.43,22.05,8.45,337878.41,9.7
768166.45,22.05,8.46,337878.41,9.7
767870.02,22.05,8.45,337629.32,9.69
767734.05,22.05,8.45,337802.35,9.7
767362.05,22.04,8.44,337788.23,9.7
767226.07,22.04,8.45,337786.79,9.71
767522.09,22.06,8.46,337753.48,9.71
767386.12,22.06,8.46,337672.33,9.71
767250.14,22.06,8.46,338069.69,9.72
767302.84,22.07,8.47,338069.75,9.72
767302.84,22.07,8.47,338069.75,9.72
767166.86,22.07,8.47,338069.38,9.73
767030.88,22.07,8.48,338087.26,9.73
767221.34,22.08,8.48,338079.61,9.73
767085.36,22.08,8.49,338071.38,9.73
767085.36,22.08,8.49,338071.38,9.73
767085.36,22.08,8.49,338073.21,9.73
766949.38,22.09,8.49,338435.82,9.75
766813.4,22.09,8.49,338350.81,9.75
766677.43,22.09,8.49,338521.58,9.75
766677.43,22.09,8.49,338566.8,9.76
766357.43,22.09,8.49,338246.8,9.75
766065.17,22.08,8.48,337897.02,9.74
765929.19,22.08,8.48,337896.71,9.74
765567.19,22.07,8.48,337512.22,9.73
765431.22,22.08,8.48,337512.22,9.73
765295.24,22.08,8.48,337594.74,9.74
765159.26,22.08,8.48,337512.24,9.74
765349.71,22.09,8.49,338498.88,9.77
765301.04,22.1,8.5,338517.18,9.77
766114.93,22.12,8.52,338794.28,9.78
765978.96,22.12,8.53,338794.43,9.79
765842.98,22.13,8.53,338793.96,9.79
766139.0,22.14,8.54,338853.51,9.79
766003.02,22.14,8.54,338808.24,9.79
765631.02,22.13,8.54,338800.18,9.79
765289.77,22.13,8.53,338464.67,9.79
765186.24,22.13,8.53,339800.08,9.83
765516.14,22.15,8.55,339820.24,9.83
764896.56,22.13,8.54,339418.17,9.82
764760.58,22.14,8.54,339417.86,9.82
764778.9,22.14,8.54,338776.21,9.81
764367.66,22.14,8.54,338494.97,9.8
764663.68,22.15,8.55,338494.97,9.8
764527.7,22.15,8.55,338494.97,9.81
764391.72,22.15,8.55,338594.6,9.81
764391.72,22.15,8.55,338639.95,9.81
764095.29,22.15,8.55,338407.28,9.81
763007.47,22.16,8.57,338406.97,9.83
762871.5,22.17,8.57,338463.84,9.84
762872.82,22.17,8.57,338469.69,9.84
762925.52,22.17,8.58,338320.41,9.83
762789.54,22.18,8.58,338377.41,9.84
762680.04,22.18,8.58,338982.94,9.86
762732.75,22.19,8.59,338983.01,9.86
762923.2,22.2,8.6,338982.63,9.86
762787.22,22.2,8.6,339007.54,9.87
763031.26,22.21,8.61,338982.63,9.87
763031.26,22.21,8.61,339001.37,9.87
762895.28,22.21,8.61,339001.37,9.87
762506.8,22.2,8.61,338589.8,9.86
762506.8,22.2,8.61,338589.8,9.86
762210.37,22.2,8.6,338773.05,9.87
762011.75,22.19,8.6,338601.81,9.86
762011.75,22.19,8.6,338601.81,9.86
761875.78,22.2,8.6,338596.96,9.86
762156.89,22.21,8.61,338418.56,9.86
762020.91,22.21,8.61,339461.99,9.89
761884.93,22.21,8.61,339461.99,9.9
761748.95,22.21,8.62,339461.99,9.9
761751.6,22.22,8.62,339463.12,9.9
762047.62,22.23,8.63,339463.13,9.9
761911.64,22.23,8.63,339463.12,9.9
761775.66,22.23,8.63,339463.12,9.91
761574.4,22.23,8.63,339123.68,9.9
761627.1,22.23,8.64,339123.68,9.9
761491.12,22.24,8.64,339582.23,9.92
761491.12,22.24,8.64,339582.23,9.92
761491.12,22.24,8.64,339582.23,9.92
761355.15,22.24,8.64,339635.69,9.92
761219.17,22.24,8.64,339635.37,9.92
761083.19,22.24,8.65,339635.37,9.93
760721.19,22.24,8.64,339378.32,9.92
760585.22,22.24,8.64,339397.69,9.92
760449.24,22.24,8.64,339390.34,9.93
760313.26,22.24,8.65,339378.32,9.93
760177.28,22.25,8.65,339662.49,9.94
760052.12,22.25,8.65,339452.45,9.94
759905.33,22.25,8.65,339378.32,9.94
759769.35,22.25,8.66,339378.48,9.94
759633.37,22.26,8.66,339378.01,9.94
759929.39,22.27,8.67,339378.01,9.94
759982.1,22.28,8.68,339422.16,9.95
759846.12,22.28,8.68,339479.1,9.95
759710.14,22.28,8.68,339569.79,9.96
759584.98,22.28,8.69,339460.84,9.96
759438.19,22.29,8.69,340022.2,9.98
759151.1,22.28,8.68,339846.93,9.97
759015.12,22.28,8.68,339846.61,9.98
759015.12,22.28,8.68,339846.61,9.98
759067.82,22.29,8.69,339846.61,9.98
758931.85,22.29,8.69,339856.79,9.98
758984.55,22.3,8.7,339851.01,9.98
758984.55,22.3,8.7,339851.01,9.98
759175.0,22.31,8.71,339847.15,9.99
759227.7,22.31,8.72,339846.61,9.99
759418.15,22.32,8.73,341004.73,10.02
759470.86,22.33,8.73,341231.13,10.03
759334.88,22.33,8.74,341230.82,10.04
759198.9,22.34,8.74,341230.82,10.04
758826.9,22.33,8.73,340834.89,10.03
759131.07,22.34,8.74,340847.59,10.03
758995.1,22.34,8.75,340845.64,10.03
759047.8,22.35,8.75,340840.16,10.04
758677.65,22.34,8.74,340835.96,10.04
758680.29,22.34,8.74,340871.02,10.04
758523.07,22.34,8.74,340712.13,10.03
758387.1,22.34,8.74,340712.24,10.04
758388.42,22.34,8.74,340713.36,10.04
758252.44,22.34,8.75,340793.32,10.04
758116.46,22.35,8.75,340970.32,10.05
757980.48,22.35,8.75,340970.02,10.05
757684.05,22.34,8.74,340493.72,10.04
757980.08,22.35,8.76,340493.71,10.04
758032.78,22.36,8.76,340493.71,10.04
757896.8,22.36,8.77,340537.86,10.05
757760.82,22.37,8.77,340513.15,10.05
757760.82,22.37,8.77,340513.15,10.05
757624.85,22.37,8.77,340505.24,10.05
757677.55,22.38,8.78,340493.71,10.06
757541.57,22.38,8.78,341310.19,10.08
757542.89,22.38,8.78,341319.11,10.08
757170.89,22.37,8.77,340929.09,10.07
757034.92,22.37,8.78,340928.78,10.08
757087.62,22.38,8.78,340928.78,10.08
757088.94,22.38,8.78,340936.48,10.08
757088.94,22.38,8.78,340902.28,10.08
756952.96,22.38,8.79,340912.45,10.08
756656.53,22.38,8.78,340816.03,10.08
756900.57,22.39,8.79,340806.38,10.08
757196.59,22.4,8.8,340806.54,10.08
757387.04,22.41,8.81,341400.62,10.1
757251.06,22.41,8.81,341626.51,10.11
756879.06,22.4,8.81,340880.92,10.09
756743.09,22.41,8.81,341778.72,10.12
757039.11,22.42,8.82,341778.41,10.12
756677.11,22.41,8.81,341778.41,10.12
756541.13,22.41,8.82,341818.66,10.13
756405.15,22.42,8.82,341806.94,10.13
756709.33,22.43,8.83,341778.41,10.13
756550.65,22.42,8.83,341619.73,10.13
756414.67,22.43,8.83,343062.06,10.17
756454.59,22.43,8.84,343134.07,10.18
757106.59,22.46,8.86,343229.73,10.18
757402.61,22.47,8.88,343229.42,10.18
757455.31,22.48,8.88,343229.42,10.19
757508.01,22.49,8.89,343229.42,10.19
757372.04,22.49,8.89,343249.36,10.19
757372.04,22.49,8.89,343288.8,10.19
757236.06,22.49,8.89,343289.16,10.2
757100.08,22.49,8.9,343319.21,10.2
757100.08,22.49,8.9,343317.39,10.2
756964.1,22.5,8.9,343267.69,10.2
756964.1,22.5,8.9,343267.69,10.2
756828.13,22.5,8.9,344067.9,10.23
755740.31,22.52,8.92,344067.59,10.25
755604.33,22.52,8.93,344067.27,10.26
755468.35,22.53,8.93,344067.27,10.26
755332.38,22.53,8.93,344171.76,10.27
755196.4,22.53,8.93,344182.15,10.27
755146.4,22.53,8.93,344132.15,10.27
755199.1,22.54,8.94,344123.83,10.27
755002.67,22.53,8.94,343805.26,10.26
754866.69,22.54,8.94,343780.49,10.26
754741.53,22.54,8.94,343815.74,10.27
754783.42,22.55,8.95,344056.37,10.28
754647.44,22.55,8.95,344056.06,10.28
754511.46,22.55,8.95,344056.06,10.28
754375.49,22.55,8.96,344071.19,10.29
754013.49,22.55,8.95,343656.01,10.28
753877.51,22.55,8.95,343646.58,10.28
753741.53,22.55,8.95,343640.88,10.28
753741.53,22.55,8.95,343640.88,10.28
753605.55,22.55,8.96,343765.42,10.29
753469.58,22.56,8.96,343726.63,10.29
753522.28,22.56,8.97,343803.72,10.3
753386.3,22.57,8.97,343803.41,10.3
753439.0,22.57,8.98,343821.28,10.3
753439.0,22.57,8.98,343821.28,10.3
752439.0,22.55,8.95,342821.28,10.27
752303.03,22.55,8.96,342818.69,10.28
752167.05,22.56,8.96,342804.19,10.28
752031.07,22.56,8.96,342987.62,10.29
751916.73,22.56,8.96,342908.88,10.29
751958.61,22.57,8.97,343391.07,10.31
752138.25,22.58,8.98,343466.86,10.31
752138.25,22.58,8.98,343466.86,10.31
752138.25,22.58,8.98,343466.86,10.31
751941.82,22.57,8.98,343312.3,10.31
751805.84,22.58,8.98,343312.46,10.31
751669.86,22.58,8.98,343311.99,10.31
751533.89,22.58,8.98,343311.99,10.32
751397.91,22.58,8.99,343323.57,10.32
751261.93,22.59,8.99,343330.47,10.32
751125.95,22.59,8.99,343311.99,10.33
750989.98,22.59,9.0,343476.52,10.33
750854.0,22.6,9.0,343311.99,10.33
750854.0,22.6,9.0,343373.15,10.33
750718.02,22.6,9.0,343372.84,10.34
750428.01,22.59,8.99,343187.35,10.33
750292.03,22.59,9.0,343187.35,10.33
749292.03,22.57,8.97,342187.35,10.31
749156.05,22.57,8.98,342256.46,10.31
749020.08,22.58,8.98,342333.46,10.32
749072.78,22.58,8.99,342191.92,10.32
748936.8,22.59,8.99,342676.17,10.33
748811.64,22.59,8.99,342351.7,10.33
748991.28,22.6,9.0,342708.64,10.34
748855.3,22.6,9.0,342708.33,10.34
749151.32,22.61,9.02,342708.33,10.35
749015.34,22.62,9.02,342912.91,10.35
748879.37,22.62,9.02,342922.38,10.36
748874.34,22.63,9.03,344929.1,10.42
748330.43,22.64,9.04,344943.97,10.43
748428.07,22.65,9.05,344409.12,10.42
748580.52,22.66,9.06,343829.3,10.41
748444.55,22.66,9.06,343821.68,10.41
748148.12,22.65,9.05,343518.86,10.4
748012.14,22.65,9.06,343597.11,10.41
748465.71,22.67,9.07,344155.8,10.42
748465.71,22.67,9.07,344155.8,10.42
748080.57,22.66,9.07,343815.23,10.42
747826.21,22.66,9.06,343566.17,10.41
748142.73,22.67,9.08,343947.71,10.42
748438.76,22.69,9.09,343947.39,10.43
748302.78,22.69,9.09,343947.39,10.43
748355.48,22.7,9.1,343947.39,10.43
747983.48,22.69,9.09,343986.05,10.43
747847.5,22.69,9.09,343977.49,10.44
747847.5,22.69,9.09,343976.16,10.44
747850.15,22.69,9.09,343977.53,10.44
747714.17,22.69,9.1,344053.9,10.44
748098.83,22.71,9.11,344570.15,10.46
748098.83,22.71,9.11,344615.75,10.46
747913.95,22.7,9.11,344166.73,10.45
747586.26,22.7,9.1,343849.74,10.44
747533.59,22.7,9.1,343914.87,10.44
747781.43,22.71,9.11,344773.0,10.47
747645.45,22.71,9.12,344772.69,10.47
747509.48,22.72,9.12,344772.69,10.48
747373.5,22.72,9.12,344781.94,10.48
747237.52,22.72,9.13,344780.59,10.48
747290.22,22.73,9.13,344774.66,10.49
747154.25,22.73,9.14,345001.2,10.5
747206.95,22.74,9.14,345134.45,10.5
747070.97,22.74,9.15,345098.38,10.51
746934.99,22.75,9.15,345098.06,10.51
746987.7,22.75,9.16,345098.06,10.51
746851.72,22.76,9.16,345140.96,10.52
747147.74,22.77,9.17,345113.08,10.52
747011.76,22.77,9.17,345106.74,10.52
746875.78,22.77,9.18,345199.64,10.53
746783.46,22.78,9.18,345950.86,10.55
746783.46,22.78,9.18,345905.26,10.55
746647.48,22.78,9.18,345920.69,10.55
746647.48,22.78,9.18,345968.94,10.56
746567.17,22.79,9.19,345836.15,10.55
746309.8,22.78,9.18,345516.18,10.55
746173.82,22.78,9.18,345500.44,10.55
746037.85,22.79,9.19,345500.44,10.55
746090.55,22.79,9.19,345567.1,10.56
745806.36,22.79,9.19,345300.11,10.55
745670.38,22.79,9.19,345360.97,10.55
745670.38,22.79,9.19,345326.91,10.55
745534.4,22.79,9.19,345281.17,10.56
745929.88,22.81,9.21,345970.38,10.58
745971.77,22.81,9.22,346103.44,10.58
745668.38,22.81,9.21,345749.33,10.57
745532.4,22.81,9.21,345749.02,10.58
745585.1,22.82,9.22,345749.02,10.58
745881.13,22.83,9.23,345749.02,10.58
745509.13,22.82,9.22,345767.58,10.58
745790.24,22.83,9.24,345749.02,10.59
746086.26,22.85,9.25,345749.02,10.59
745799.17,22.84,9.24,345903.44,10.59
745575.71,22.83,9.24,345763.05,10.59
745628.41,22.84,9.24,345749.02,10.59
745818.87,22.85,9.25,346860.5,10.63
745682.89,22.86,9.26,346852.74,10.63
745682.89,22.86,9.26,346871.75,10.63
745546.91,22.86,9.26,346871.91,10.63
745250.48,22.85,9.25,346553.26,10.63
745114.5,22.85,9.26,346552.79,10.63
744978.53,22.86,9.26,346552.79,10.63
745274.55,22.87,9.27,346635.54,10.64
745138.57,22.87,9.27,346590.54,10.64
745191.27,22.88,9.28,346572.88,10.64
745381.72,22.89,9.29,347354.01,10.67
745245.75,22.89,9.29,347319.4,10.67
745109.77,22.9,9.3,347319.56,10.67
744813.34,22.89,9.29,347224.47,10.67
744813.34,22.89,9.29,347224.47,10.67
744451.34,22.88,9.28,346834.03,10.66
744315.36,22.88,9.29,346833.56,10.66
744368.07,22.89,9.29,346833.56,10.67
744664.09,22.9,9.31,346850.39,10.67
744528.11,22.91,9.31,346849.08,10.67
744392.13,22.91,9.31,346833.96,10.67
744444.83,22.92,9.32,347564.34,10.7
744497.54,22.92,9.33,347621.66,10.7
744497.54,22.92,9.33,347610.58,10.7
744550.24,22.93,9.33,347610.64,10.71
744602.94,22.94,9.34,347610.27,10.71
744466.96,22.94,9.34,347610.27,10.71
744330.98,22.94,9.35,347638.81,10.72
743958.99,22.94,9.34,347477.04,10.71
743823.01,22.94,9.34,347458.07,10.72
744207.67,22.95,9.36,347448.5,10.72
744071.69,22.96,9.36,348115.52,10.74
743935.71,22.96,9.36,348115.95,10.74
743623.62,22.95,9.35,348034.23,10.74
743676.32,22.96,9.36,348034.29,10.75
743540.34,22.96,9.37,348033.92,10.75
743593.04,22.97,9.37,348033.92,10.75
743645.74,22.98,9.38,348046.16,10.75
743941.76,22.99,9.39,348044.78,10.76
743805.79,22.99,9.4,348034.25,10.76
743858.49,23.0,9.4,349007.94,10.79
743722.51,23.0,9.41,349160.9,10.8
743586.53,23.01,9.41,349161.06,10.8
743586.53,23.01,9.41,349200.06,10.8
743776.99,23.02,9.42,349199.59,10.81
743641.01,23.02,9.42,349252.1,10.81
743344.58,23.01,9.41,349210.26,10.81
743121.12,23.01,9.41,348950.86,10.8
742985.14,23.01,9.41,348940.19,10.81
743037.84,23.02,9.42,348940.19,10.81
742901.87,23.02,9.42,349407.46,10.83
743286.53,23.04,9.44,349339.0,10.83
743150.55,23.04,9.44,349338.69,10.83
743203.25,23.05,9.45,349666.92,10.84
743067.28,23.05,9.45,349666.92,10.85
742931.3,23.05,9.45,349705.72,10.85
742398.2,23.06,9.47,349897.89,10.87
741907.57,23.05,9.46,349609.73,10.86
741949.45,23.06,9.46,349557.58,10.86
742002.15,23.07,9.47,349557.27,10.87
741866.18,23.07,9.47,349557.27,10.87
741730.2,23.07,9.48,349557.61,10.87
742026.22,23.09,9.49,349638.6,10.88
741654.22,23.08,9.48,349620.82,10.88
741654.22,23.08,9.48,349648.39,10.88
741518.24,23.08,9.48,349646.04,10.88
741403.9,23.08,9.49,350401.54,10.91
741334.24,23.09,9.49,349900.24,10.9
741335.56,23.09,9.49,349902.23,10.9
741300.31,23.09,9.5,350013.29,10.9
741083.06,23.09,9.49,349842.23,10.9
740947.08,23.09,9.49,349841.92,10.9
740999.78,23.1,9.5,349841.92,10.91
740863.81,23.1,9.5,349841.92,10.91
740727.83,23.11,9.51,350075.09,10.92
741023.85,23.12,9.52,349861.19,10.91
740887.87,23.12,9.52,349984.34,10.92
740887.87,23.12,9.52,349998.78,10.92
740887.87,23.12,9.52,349980.13,10.92
740762.71,23.12,9.53,350571.34,10.94
740615.92,23.13,9.53,350407.42,10.94
740245.24,23.12,9.52,350087.71,10.93
740109.26,23.12,9.52,350087.4,10.94
740413.44,23.13,9.54,350087.4,10.94
740277.46,23.14,9.54,350107.55,10.94
740141.48,23.14,9.54,350093.73,10.95
739771.33,23.13,9.53,350087.4,10.95
739635.35,23.14,9.54,350845.49,10.97
739586.68,23.14,9.54,350591.68,10.97
739909.37,23.16,9.56,350817.08,10.98
739417.42,23.15,9.55,350347.4,10.97
739281.44,23.15,9.55,350347.09,10.97
739742.67,23.17,9.57,350347.09,10.97
739564.72,23.16,9.57,350356.72,10.97
739564.72,23.16,9.57,350378.47,10.97
739617.42,23.17,9.57,350377.52,10.98
739481.44,23.18,9.58,350368.99,10.98
739762.55,23.19,9.59,350621.61,10.99
739626.57,23.19,9.59,350696.05,11.0
739490.59,23.19,9.6,350832.26,11.0
739681.05,23.2,9.61,351776.2,11.04
739384.62,23.2,9.6,351371.82,11.02
739437.32,23.21,9.61,351371.88,11.03
739301.34,23.21,9.61,351371.51,11.03
739589.21,23.22,9.62,351376.54,11.03
739453.23,23.22,9.63,351374.5,11.04
739317.26,23.23,9.63,351371.51,11.04
739181.28,23.23,9.63,351630.6,11.05
739425.32,23.24,9.64,351577.05,11.05
739138.23,23.24,9.64,351355.64,11.05
739138.23,23.24,9.64,351355.64,11.05
739002.25,23.24,9.64,352140.42,11.07
739054.95,23.25,9.65,352140.49,11.08
738681.1,23.24,9.64,351714.73,11.06
738733.81,23.25,9.65,351714.35,11.07
738736.45,23.25,9.65,351754.08,11.07
738736.45,23.25,9.65,351793.03,11.07
738980.48,23.26,9.66,351793.03,11.07
738844.51,23.26,9.66,351805.65,11.08
738844.51,23.26,9.66,351805.65,11.08
739132.38,23.27,9.68,351856.82,11.08
738996.4,23.28,9.68,351797.65,11.08
739049.1,23.28,9.69,351793.03,11.08
739049.1,23.28,9.69,351793.03,11.08
738913.12,23.29,9.69,353146.56,11.13
738914.24,23.29,9.69,353161.5,11.13
738778.26,23.29,9.69,353161.66,11.13
738642.28,23.29,9.7,353161.19,11.14
738694.98,23.3,9.7,353161.19,11.14
738694.98,23.3,9.7,353212.45,11.14
738747.68,23.31,9.71,353236.55,11.14
738611.71,23.31,9.71,353233.95,11.15
738475.73,23.31,9.72,353264.27,11.15
738475.73,23.31,9.72,353264.27,11.15
738528.43,23.32,9.72,353212.45,11.15
738392.45,23.32,9.73,353779.52,11.18
738256.48,23.33,9.73,353779.21,11.18
738120.5,23.33,9.73,353788.58,11.18
738173.2,23.34,9.74,353781.76,11.19
738178.49,23.34,9.74,353783.16,11.19
738042.51,23.34,9.74,353781.41,11.19
738095.21,23.35,9.75,353780.6,11.19
737815.96,23.34,9.75,353485.63,11.18
737679.98,23.35,9.75,353866.29,11.2
737544.01,23.35,9.75,353788.79,11.2
737408.03,23.35,9.75,353860.6,11.21
737460.73,23.36,9.76,353860.66,11.21
737324.75,23.36,9.77,353860.29,11.21
736324.75,23.34,9.74,352860.29,11.18
736324.75,23.34,9.74,352860.29,11.18
736188.78,23.34,9.74,352860.29,11.19
736052.8,23.34,9.75,352917.6,11.19
736052.8,23.34,9.75,352917.6,11.19
736105.5,23.35,9.75,352881.79,11.2
735815.49,23.35,9.75,352644.71,11.19
735441.64,23.34,9.74,352223.75,11.18
735305.66,23.34,9.74,352207.32,11.18
735358.36,23.35,9.75,352207.54,11.18
735222.39,23.35,9.75,352766.46,11.2
735086.41,23.35,9.76,352766.14,11.21
734950.43,23.36,9.76,352766.14,11.21
734791.75,23.35,9.76,352607.47,11.21
735072.86,23.37,9.77,352612.23,11.21
735072.86,23.37,9.77,352657.58,11.21
734936.89,23.37,9.77,352652.93,11.21
735232.91,23.38,9.78,352652.84,11.22
735096.93,23.39,9.79,353114.91,11.23
734960.95,23.39,9.79,353163.35,11.24
734599.77,23.38,9.78,352725.53,11.23
734457.15,23.38,9.79,353144.35,11.24
734321.17,23.39,9.79,353144.04,11.25
734617.19,23.4,9.8,353144.04,11.25
734481.22,23.4,9.81,353160.77,11.25
734345.24,23.41,9.81,353155.96,11.26
734345.24,23.41,9.81,353153.8,11.26
734345.24,23.41,9.81,353153.8,11.26
734209.26,23.41,9.81,353148.93,11.26
734073.28,23.41,9.81,353566.73,11.28
734125.99,23.42,9.82,353607.14,11.28
734178.69,23.43,9.83,353800.08,11.29
734042.71,23.43,9.83,353799.77,11.29
733906.73,23.43,9.84,353799.77,11.3
733959.43,23.44,9.84,353811.92,11.3
733823.46,23.44,9.85,353809.06,11.3
733687.48,23.45,9.85,353805.5,11.31
733687.48,23.45,9.85,353805.5,11.31
733397.47,23.44,9.84,353507.97,11.3
733587.92,23.45,9.85,353967.75,11.32
733451.94,23.46,9.86,353778.84,11.31
733315.96,23.46,9.86,354023.52,11.33
733179.99,23.46,9.86,354023.68,11.33
733044.01,23.46,9.87,354023.21,11.33
733096.71,23.47,9.87,354023.21,11.34
732960.73,23.48,9.88,354053.1,11.34
733013.43,23.48,9.89,354035.03,11.34
733014.89,23.48,9.89,354044.26,11.34
732878.92,23.49,9.89,354045.51,11.35
732881.56,23.49,9.89,354046.63,11.35
732745.58,23.49,9.89,354033.57,11.35
732609.6,23.49,9.9,354408.18,11.37
732609.6,23.49,9.9,354408.18,11.37
732662.31,23.5,9.9,354408.24,11.37
732715.01,23.51,9.91,354407.87,11.37
732767.71,23.52,9.92,354407.87,11.37
732769.03,23.52,9.92,354413.72,11.37
732633.05,23.52,9.92,354423.64,11.38
732685.75,23.53,9.93,354415.18,11.38
732323.76,23.52,9.92,354159.47,11.37
732323.76,23.52,9.92,354158.0,11.37
732619.78,23.53,9.93,354156.54,11.38
732672.48,23.54,9.94,354156.54,11.38
732672.48,23.54,9.94,354156.54,11.38
732536.5,23.54,9.95,355512.19,11.43
732379.14,23.54,9.94,355353.3,11.42
732379.14,23.54,9.94,355353.3,11.42
732569.6,23.55,9.95,355352.99,11.42
732433.62,23.55,9.96,355352.99,11.43
732227.19,23.55,9.95,355139.54,11.42
732227.19,23.55,9.95,355139.54,11.42
731865.19,23.54,9.94,354658.1,11.41
732169.36,23.55,9.96,354882.81,11.42
732033.39,23.56,9.96,354893.93,11.42
731736.96,23.55,9.95,354658.1,11.41
731600.98,23.55,9.96,355939.78,11.46
731590.93,23.56,9.96,355939.35,11.46
731454.96,23.56,9.97,355939.03,11.47
731163.7,23.56,9.96,355637.49,11.46
731595.02,23.58,9.98,355086.11,11.44
731398.56,23.57,9.98,355512.93,11.46
731262.58,23.58,9.98,355512.93,11.46
731126.6,23.58,9.98,355550.73,11.47
731179.3,23.59,9.99,355531.13,11.47
731232.0,23.6,10.0,355518.7,11.47
731528.02,23.61,10.01,355512.93,11.47
731156.03,23.6,10.0,355982.51,11.49
731609.6,23.62,10.02,355935.49,11.49
731609.6,23.62,10.02,355935.49,11.49
731662.3,23.63,10.03,356446.75,11.51
731526.32,23.63,10.03,356446.43,11.51
731390.34,23.63,10.03,356446.43,11.52
730920.8,23.62,10.02,356260.39,11.51
730784.82,23.63,10.03,356280.67,11.52
730784.82,23.63,10.03,356280.67,11.52
730648.84,23.63,10.03,356260.56,11.52
730512.86,23.63,10.03,356260.39,11.52
730565.57,23.64,10.04,356447.09,11.53
730429.59,23.64,10.05,356306.4,11.53
730293.61,23.65,10.05,356448.85,11.54
730747.18,23.66,10.07,356448.54,11.54
730449.17,23.66,10.06,356448.54,11.54
730313.2,23.66,10.06,356451.36,11.55
730041.24,23.67,10.07,356473.04,11.56
729905.26,23.67,10.07,356455.76,11.56
729957.97,23.68,10.08,356448.54,11.56
730253.99,23.69,10.09,357207.34,11.59
730118.01,23.69,10.1,357307.42,11.6
730170.71,23.7,10.1,357307.48,11.6
730172.03,23.7,10.1,357308.8,11.6
730036.05,23.71,10.11,357308.43,11.6
