ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ef25-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-used_nodes,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ef25-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-used_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ef25-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-used_gpu_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ef25-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-total_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ef25-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-arrived_gpu_milli
358,923,814690,6212,814690
359,925,815690,6212,815690
359,925,816690,6212,816690
360,927,817500,6212,817500
361,929,818500,6212,818500
361,929,819500,6212,819500
362,931,820310,6212,820310
362,931,821310,6212,821310
362,931,822310,6212,822310
363,933,823120,6212,823120
363,933,823670,6212,823670
364,935,824670,6212,824670
364,935,825670,6212,825670
365,939,826140,6212,826140
366,941,827140,6212,827140
366,941,828140,6212,828140
367,945,829140,6212,829140
368,947,829950,6212,829950
368,947,829950,6212,829950
369,955,829950,6212,829950
369,955,830760,6212,830760
370,963,830760,6212,830760
370,963,830870,6212,830870
370,963,831520,6212,831520
370,963,832520,6212,832520
370,963,833520,6212,833520
371,965,834170,6212,834170
371,965,834490,6212,834490
371,965,834490,6212,834490
371,965,835490,6212,835490
372,967,835960,6212,835960
372,967,835960,6212,835960
373,969,836770,6212,836770
373,969,837580,6212,837580
373,969,838390,6212,838390
374,971,839390,6212,839390
374,971,840390,6212,840390
375,973,841390,6212,841390
375,973,841390,6212,841390
375,973,841550,6212,841550
375,973,842360,6212,842360
376,975,843360,6212,843360
376,975,844170,6212,844170
377,977,845170,6212,845170
377,977,846170,6212,846170
378,979,847170,6212,847170
378,979,847640,6212,847640
379,981,848450,6212,848450
379,981,848450,6212,848450
379,981,848450,6212,848450
379,981,849260,6212,849260
379,981,849580,6212,849580
379,981,850050,6212,850050
379,981,858050,6212,858050
379,981,859050,6212,859050
379,981,859510,6212,859510
380,983,860510,6212,860510
380,983,861510,6212,861510
381,985,862510,6212,862510
381,985,862510,6212,862510
381,985,863510,6212,863510
382,987,864510,6212,864510
382,987,865510,6212,865510
382,987,865510,6212,865510
382,987,865830,6212,865830
382,987,866050,6212,866050
383,989,867050,6212,867050
383,989,868050,6212,868050
383,989,868050,6212,868050
384,993,868520,6212,868520
385,995,869520,6212,869520
385,995,870520,6212,870520
385,995,870520,6212,870520
385,995,871520,6212,871520
385,995,871520,6212,871520
385,995,871990,6212,871990
385,995,872990,6212,872990
385,995,873640,6212,873640
386,997,874640,6212,874640
386,997,874640,6212,874640
386,997,875640,6212,875640
387,1001,876640,6212,876640
388,1009,876640,6212,876640
389,1011,877640,6212,877640
389,1011,878640,6212,878640
390,1013,879110,6212,879110
390,1013,879760,6212,879760
391,1015,880760,6212,880760
391,1015,881760,6212,881760
392,1017,882760,6212,882760
393,1019,883350,6212,883350
393,1019,884350,6212,884350
393,1019,885160,6212,885160
393,1019,886160,6212,886160
393,1019,887160,6212,887160
393,1019,887390,6212,887390
393,1019,888390,6212,888390
394,1021,889200,6212,889200
394,1021,890010,6212,890010
394,1021,890010,6212,890010
394,1021,890330,6212,890330
395,1023,891140,6212,891140
395,1023,892140,6212,892140
396,1025,893140,6212,893140
396,1025,893140,6212,893140
396,1025,893610,6212,893610
396,1025,901610,6212,901610
397,1029,902080,6212,902080
397,1029,903080,6212,903080
397,1029,903400,6212,903400
398,1031,903990,6212,903990
398,1031,904990,6212,904990
399,1033,905800,6212,905800
400,1035,906800,6212,906800
400,1035,907800,6212,907800
400,1035,908800,6212,908800
400,1035,908800,6212,908800
400,1035,908800,6212,908800
401,1037,909800,6212,909800
401,1037,910800,6212,910800
402,1039,911800,6212,911800
402,1039,912800,6212,912800
403,1041,913800,6212,913800
404,1043,914800,6212,914800
404,1043,914960,6212,914960
404,1043,915960,6212,915960
404,1043,923960,6212,923960
404,1043,924960,6212,924960
404,1043,925190,6212,925190
405,1045,926190,6212,926190
405,1045,927000,6212,927000
406,1047,928000,6212,928000
406,1047,929000,6212,929000
407,1049,930000,6212,930000
407,1049,930000,6212,930000
407,1049,931000,6212,931000
408,1053,932000,6212,932000
408,1053,932220,6212,932220
408,1053,933220,6212,933220
409,1055,934220,6212,934220
409,1055,935220,6212,935220
409,1055,935870,6212,935870
409,1055,936030,6212,936030
409,1055,937030,6212,937030
410,1057,938030,6212,938030
411,1059,939030,6212,939030
411,1059,940030,6212,940030
411,1059,940840,6212,940840
411,1059,941160,6212,941160
412,1061,941480,6212,941480
413,1063,942480,6212,942480
413,1063,943070,6212,943070
413,1063,944070,6212,944070
413,1063,944880,6212,944880
413,1063,945110,6212,945110
414,1065,946110,6212,946110
414,1065,946920,6212,946920
415,1067,947730,6212,947730
415,1067,947950,6212,947950
415,1067,947950,6212,947950
415,1067,948180,6212,948180
416,1069,948410,6212,948410
416,1069,949410,6212,949410
416,1069,949410,6212,949410
417,1071,950410,6212,950410
417,1071,951000,6212,951000
417,1071,952000,6212,952000
418,1073,952470,6212,952470
418,1073,952930,6212,952930
418,1073,953400,6212,953400
419,1075,954400,6212,954400
419,1075,955400,6212,955400
420,1077,956400,6212,956400
420,1077,957050,6212,957050
420,1077,957270,6212,957270
420,1077,957590,6212,957590
420,1077,957590,6212,957590
421,1079,958590,6212,958590
421,1079,959590,6212,959590
422,1081,960590,6212,960590
423,1085,961060,6212,961060
423,1085,961650,6212,961650
423,1085,969650,6212,969650
423,1085,969650,6212,969650
423,1085,969650,6212,969650
423,1085,969650,6212,969650
423,1085,970460,6212,970460
423,1085,971270,6212,971270
423,1085,971270,6212,971270
423,1085,972270,6212,972270
423,1085,972740,6212,972740
424,1087,973210,6212,973210
424,1087,973210,6212,973210
424,1087,973210,6212,973210
424,1087,974020,6212,974020
425,1091,974830,6212,974830
425,1091,975290,6212,975290
426,1093,976290,6212,976290
426,1093,976760,6212,976760
426,1093,977760,6212,977760
426,1093,978570,6212,978570
426,1093,979570,6212,979570
426,1093,980040,6212,980040
427,1095,980510,6212,980510
427,1095,981510,6212,981510
427,1095,981980,6212,981980
428,1097,982980,6212,982980
428,1097,983790,6212,983790
429,1099,984790,6212,984790
429,1099,985600,6212,985600
430,1101,986600,6212,986600
430,1101,987600,6212,987600
431,1103,988600,6212,988600
431,1103,989600,6212,989600
432,1107,990150,6212,990150
433,1109,991150,6212,991150
433,1109,992150,6212,992150
434,1111,993150,6212,993150
434,1111,993470,6212,993470
434,1111,994280,6212,994280
434,1111,994280,6212,994280
434,1111,995090,6212,995090
434,1111,995410,6212,995410
434,1111,995410,6212,995410
434,1111,996410,6212,996410
434,1111,997410,6212,997410
435,1113,998410,6212,998410
435,1113,998730,6212,998730
436,1121,999730,6212,999730
436,1121,1000730,6212,1000730
436,1121,1001730,6212,1001730
437,1129,1002730,6212,1002730
437,1129,1002730,6212,1002730
437,1129,1003050,6212,1003050
437,1129,1004050,6212,1004050
438,1131,1005050,6212,1005050
438,1131,1005420,6212,1005420
438,1131,1006420,6212,1006420
438,1131,1006890,6212,1006890
438,1131,1007700,6212,1007700
439,1133,1008700,6212,1008700
439,1133,1009700,6212,1009700
440,1135,1010700,6212,1010700
440,1135,1010700,6212,1010700
440,1135,1011700,6212,1011700
440,1135,1011700,6212,1011700
440,1135,1012290,6212,1012290
441,1137,1013290,6212,1013290
441,1137,1014290,6212,1014290
442,1141,1015290,6212,1015290
442,1141,1016100,6212,1016100
442,1141,1016910,6212,1016910
442,1141,1016910,6212,1016910
442,1141,1017130,6212,1017130
442,1141,1018130,6212,1018130
443,1143,1018600,6212,1018600
444,1145,1019410,6212,1019410
444,1145,1019870,6212,1019870
444,1145,1020870,6212,1020870
444,1145,1021870,6212,1021870
444,1145,1022340,6212,1022340
445,1147,1023150,6212,1023150
445,1147,1024150,6212,1024150
446,1151,1024960,6212,1024960
446,1151,1025610,6212,1025610
446,1151,1026610,6212,1026610
446,1151,1027080,6212,1027080
446,1151,1028080,6212,1028080
446,1151,1028550,6212,1028550
446,1151,1028550,6212,1028550
447,1153,1029550,6212,1029550
447,1153,1030550,6212,1030550
447,1153,1030550,6212,1030550
447,1153,1030870,6212,1030870
448,1155,1031870,6212,1031870
448,1155,1032340,6212,1032340
449,1157,1033340,6212,1033340
449,1157,1033560,6212,1033560
449,1157,1033560,6212,1033560
449,1157,1034560,6212,1034560
449,1157,1034780,6212,1034780
450,1159,1035780,6212,1035780
451,1161,1036780,6212,1036780
451,1161,1037590,6212,1037590
451,1161,1038590,6212,1038590
452,1163,1039400,6212,1039400
453,1165,1040400,6212,1040400
453,1165,1040860,6212,1040860
453,1165,1041860,6212,1041860
454,1167,1042860,6212,1042860
455,1171,1046860,6212,1046860
455,1171,1046860,6212,1046860
455,1171,1047860,6212,1047860
456,1173,1048860,6212,1048860
456,1173,1048860,6212,1048860
456,1173,1049180,6212,1049180
456,1173,1050180,6212,1050180
457,1175,1051180,6212,1051180
457,1175,1052180,6212,1052180
458,1177,1052990,6212,1052990
458,1177,1053310,6212,1053310
459,1179,1054310,6212,1054310
459,1179,1054310,6212,1054310
459,1179,1054780,6212,1054780
459,1179,1055780,6212,1055780
460,1181,1056430,6212,1056430
460,1181,1057430,6212,1057430
461,1183,1058080,6212,1058080
461,1183,1059080,6212,1059080
462,1185,1059890,6212,1059890
462,1185,1060700,6212,1060700
463,1187,1061700,6212,1061700
463,1187,1062510,6212,1062510
464,1189,1063510,6212,1063510
464,1189,1064510,6212,1064510
465,1191,1065510,6212,1065510
465,1191,1066510,6212,1066510
466,1193,1067510,6212,1067510
466,1193,1067510,6212,1067510
466,1193,1068510,6212,1068510
466,1193,1068510,6212,1068510
467,1195,1069510,6212,1069510
467,1195,1070510,6212,1070510
468,1197,1071320,6212,1071320
468,1197,1072130,6212,1072130
469,1199,1072940,6212,1072940
469,1199,1073940,6212,1073940
470,1201,1074410,6212,1074410
470,1201,1075410,6212,1075410
471,1203,1076220,6212,1076220
471,1203,1077030,6212,1077030
472,1207,1081030,6212,1081030
473,1209,1082030,6212,1082030
473,1209,1083030,6212,1083030
473,1209,1083350,6212,1083350
474,1211,1083900,6212,1083900
474,1211,1084370,6212,1084370
474,1211,1085370,6212,1085370
475,1213,1086370,6212,1086370
476,1221,1086370,6212,1086370
476,1221,1087370,6212,1087370
476,1221,1087370,6212,1087370
477,1223,1088370,6212,1088370
477,1223,1088370,6212,1088370
477,1223,1089020,6212,1089020
478,1225,1090020,6212,1090020
478,1225,1090830,6212,1090830
479,1227,1091830,6212,1091830
479,1227,1092830,6212,1092830
480,1229,1093830,6212,1093830
480,1229,1094830,6212,1094830
481,1231,1095300,6212,1095300
481,1231,1096300,6212,1096300
482,1233,1097110,6212,1097110
483,1241,1097110,6212,1097110
483,1241,1098110,6212,1098110
483,1241,1098430,6212,1098430
484,1243,1099430,6212,1099430
484,1243,1100430,6212,1100430
485,1251,1101430,6212,1101430
485,1251,1102430,6212,1102430
486,1253,1103430,6212,1103430
486,1253,1103430,6212,1103430
486,1253,1103900,6212,1103900
486,1253,1104900,6212,1104900
486,1253,1105710,6212,1105710
486,1253,1105710,6212,1105710
486,1253,1105710,6212,1105710
486,1253,1106710,6212,1106710
486,1253,1106940,6212,1106940
486,1253,1106940,6212,1106940
487,1255,1107940,6212,1107940
487,1255,1108170,6212,1108170
487,1255,1108820,6212,1108820
487,1255,1109820,6212,1109820
487,1255,1109820,6212,1109820
488,1257,1110820,6212,1110820
488,1257,1111820,6212,1111820
489,1259,1112290,6212,1112290
489,1259,1113100,6212,1113100
490,1261,1114100,6212,1114100
490,1261,1115100,6212,1115100
491,1265,1119100,6212,1119100
491,1265,1119330,6212,1119330
491,1265,1120140,6212,1120140
491,1265,1120610,6212,1120610
492,1267,1121420,6212,1121420
492,1267,1122420,6212,1122420
493,1275,1122420,6212,1122420
493,1275,1122890,6212,1122890
494,1277,1123890,6212,1123890
494,1277,1123890,6212,1123890
494,1277,1124360,6212,1124360
495,1279,1125360,6212,1125360
495,1279,1125360,6212,1125360
495,1279,1126360,6212,1126360
496,1281,1127360,6212,1127360
496,1281,1127680,6212,1127680
496,1281,1128680,6212,1128680
497,1283,1129680,6212,1129680
497,1283,1130490,6212,1130490
498,1285,1131300,6212,1131300
498,1285,1132110,6212,1132110
499,1287,1132920,6212,1132920
499,1287,1133240,6212,1133240
500,1289,1134240,6212,1134240
500,1289,1135240,6212,1135240
500,1289,1135890,6212,1135890
501,1291,1136350,6212,1136350
501,1291,1136400,6212,1136400
501,1291,1137400,6212,1137400
501,1291,1137400,6212,1137400
501,1291,1139400,6212,1139400
501,1291,1139870,6212,1139870
502,1293,1140870,6212,1140870
502,1293,1141420,6212,1141420
502,1293,1141740,6212,1141740
503,1295,1142210,6212,1142210
504,1303,1142210,6212,1142210
504,1303,1143210,6212,1143210
505,1305,1144210,6212,1144210
505,1305,1144210,6212,1144210
506,1307,1145020,6212,1145020
506,1307,1145490,6212,1145490
506,1307,1153490,6212,1153490
506,1307,1153490,6212,1153490
506,1307,1153960,6212,1153960
506,1307,1154960,6212,1154960
507,1309,1155960,6212,1155960
507,1309,1156120,6212,1156120
507,1309,1156280,6212,1156280
507,1309,1156600,6212,1156600
507,1309,1157600,6212,1157600
508,1311,1158600,6212,1158600
508,1311,1159600,6212,1159600
508,1311,1159820,6212,1159820
509,1313,1160820,6212,1160820
509,1313,1161820,6212,1161820
510,1315,1162820,6212,1162820
510,1315,1163630,6212,1163630
511,1317,1164280,6212,1164280
511,1317,1164750,6212,1164750
511,1317,1165070,6212,1165070
512,1319,1166070,6212,1166070
512,1319,1166070,6212,1166070
512,1319,1166540,6212,1166540
512,1319,1167540,6212,1167540
513,1327,1167540,6212,1167540
514,1329,1168540,6212,1168540
514,1329,1169350,6212,1169350
515,1337,1169350,6212,1169350
516,1339,1170350,6212,1170350
516,1339,1171350,6212,1171350
517,1341,1172350,6212,1172350
518,1343,1173160,6212,1173160
518,1343,1174160,6212,1174160
518,1343,1174630,6212,1174630
519,1351,1174630,6212,1174630
520,1353,1175630,6212,1175630
520,1353,1175950,6212,1175950
520,1353,1176950,6212,1176950
521,1355,1177950,6212,1177950
521,1355,1178950,6212,1178950
522,1356,1179950,6212,1179950
523,1358,1180410,6212,1180410
523,1358,1181410,6212,1181410
523,1358,1189410,6212,1189410
524,1360,1190220,6212,1190220
524,1360,1190590,6212,1190590
524,1360,1191590,6212,1191590
525,1362,1192400,6212,1192400
525,1362,1192400,6212,1192400
525,1362,1193050,6212,1193050
526,1364,1193510,6212,1193510
526,1364,1193510,6212,1193510
526,1364,1194510,6212,1194510
527,1366,1195320,6212,1195320
527,1366,1196320,6212,1196320
527,1366,1196780,6212,1196780
528,1368,1197590,6212,1197590
528,1368,1198400,6212,1198400
528,1368,1198510,6212,1198510
529,1370,1199160,6212,1199160
529,1370,1200160,6212,1200160
530,1372,1201160,6212,1201160
530,1372,1201630,6212,1201630
530,1372,1202090,6212,1202090
531,1374,1203090,6212,1203090
531,1374,1204090,6212,1204090
532,1376,1205090,6212,1205090
533,1378,1205900,6212,1205900
533,1378,1206900,6212,1206900
533,1378,1207900,6212,1207900
534,1380,1208710,6212,1208710
534,1380,1209520,6212,1209520
535,1382,1209990,6212,1209990
535,1382,1210640,6212,1210640
536,1390,1211640,6212,1211640
536,1390,1212640,6212,1212640
536,1390,1213640,6212,1213640
537,1392,1214640,6212,1214640
537,1392,1215110,6212,1215110
537,1392,1216110,6212,1216110
538,1394,1217110,6212,1217110
538,1394,1218110,6212,1218110
539,1396,1219110,6212,1219110
539,1396,1220110,6212,1220110
539,1396,1220430,6212,1220430
540,1398,1221430,6212,1221430
540,1398,1222080,6212,1222080
541,1400,1223080,6212,1223080
541,1400,1224080,6212,1224080
541,1400,1224400,6212,1224400
542,1402,1224870,6212,1224870
542,1402,1225870,6212,1225870
542,1402,1226680,6212,1226680
542,1402,1227330,6212,1227330
542,1402,1227330,6212,1227330
542,1402,1228330,6212,1228330
543,1404,1229330,6212,1229330
543,1404,1229330,6212,1229330
543,1404,1230330,6212,1230330
544,1406,1231330,6212,1231330
544,1406,1232140,6212,1232140
544,1406,1232460,6212,1232460
544,1406,1233460,6212,1233460
544,1406,1234460,6212,1234460
545,1408,1235270,6212,1235270
545,1408,1236270,6212,1236270
546,1410,1237270,6212,1237270
547,1414,1238080,6212,1238080
547,1414,1238240,6212,1238240
547,1414,1238240,6212,1238240
547,1414,1239050,6212,1239050
547,1414,1247050,6212,1247050
547,1414,1248050,6212,1248050
547,1414,1248520,6212,1248520
548,1416,1249170,6212,1249170
548,1416,1250170,6212,1250170
549,1418,1251170,6212,1251170
549,1418,1251640,6212,1251640
549,1418,1251800,6212,1251800
549,1418,1252610,6212,1252610
549,1418,1253610,6212,1253610
549,1418,1253610,6212,1253610
549,1418,1253610,6212,1253610
550,1420,1254610,6212,1254610
550,1420,1255610,6212,1255610
551,1422,1256420,6212,1256420
551,1422,1264420,6212,1264420
551,1422,1265420,6212,1265420
552,1424,1266420,6212,1266420
552,1424,1274420,6212,1274420
552,1424,1275420,6212,1275420
553,1426,1276230,6212,1276230
553,1426,1276390,6212,1276390
553,1426,1276390,6212,1276390
553,1426,1277200,6212,1277200
554,1428,1278200,6212,1278200
554,1428,1279200,6212,1279200
554,1428,1279200,6212,1279200
554,1428,1279670,6212,1279670
555,1430,1280480,6212,1280480
555,1430,1281290,6212,1281290
555,1430,1281610,6212,1281610
555,1430,1281840,6212,1281840
556,1434,1282650,6212,1282650
556,1434,1282870,6212,1282870
556,1434,1283420,6212,1283420
557,1436,1283890,6212,1283890
557,1436,1284210,6212,1284210
557,1436,1284210,6212,1284210
557,1436,1285210,6212,1285210
558,1438,1285860,6212,1285860
558,1438,1286410,6212,1286410
558,1438,1287410,6212,1287410
558,1438,1288410,6212,1288410
559,1442,1289410,6212,1289410
560,1444,1290220,6212,1290220
560,1444,1290690,6212,1290690
560,1444,1291690,6212,1291690
560,1444,1292690,6212,1292690
561,1446,1293690,6212,1293690
561,1446,1294690,6212,1294690
562,1448,1295690,6212,1295690
562,1448,1296690,6212,1296690
562,1448,1297690,6212,1297690
562,1448,1298690,6212,1298690
562,1448,1299500,6212,1299500
562,1448,1300310,6212,1300310
563,1450,1301310,6212,1301310
563,1450,1302310,6212,1302310
564,1452,1303310,6212,1303310
564,1452,1303310,6212,1303310
564,1452,1304310,6212,1304310
564,1452,1304310,6212,1304310
565,1454,1305310,6212,1305310
565,1454,1306310,6212,1306310
566,1456,1307310,6212,1307310
567,1458,1308120,6212,1308120
567,1458,1316120,6212,1316120
567,1458,1316590,6212,1316590
567,1458,1317590,6212,1317590
568,1460,1318060,6212,1318060
568,1460,1318290,6212,1318290
568,1460,1319290,6212,1319290
569,1462,1320100,6212,1320100
569,1462,1320100,6212,1320100
569,1462,1321100,6212,1321100
570,1464,1321910,6212,1321910
570,1464,1322910,6212,1322910
570,1464,1322910,6212,1322910
571,1466,1323720,6212,1323720
571,1466,1324720,6212,1324720
571,1466,1325040,6212,1325040
572,1468,1326040,6212,1326040
572,1468,1327040,6212,1327040
573,1470,1328040,6212,1328040
573,1470,1328040,6212,1328040
573,1470,1328850,6212,1328850
574,1472,1329850,6212,1329850
574,1472,1330850,6212,1330850
575,1474,1331850,6212,1331850
575,1474,1332850,6212,1332850
576,1476,1333850,6212,1333850
576,1476,1334660,6212,1334660
576,1476,1335130,6212,1335130
577,1478,1336130,6212,1336130
577,1478,1337130,6212,1337130
577,1478,1337130,6212,1337130
578,1480,1338130,6212,1338130
578,1480,1338590,6212,1338590
579,1482,1339590,6212,1339590
579,1482,1340060,6212,1340060
579,1482,1340870,6212,1340870
580,1486,1341870,6212,1341870
580,1486,1342870,6212,1342870
580,1486,1342870,6212,1342870
580,1486,1343870,6212,1343870
581,1488,1344680,6212,1344680
581,1488,1345490,6212,1345490
581,1488,1346490,6212,1346490
582,1490,1347490,6212,1347490
582,1490,1348490,6212,1348490
583,1492,1349080,6212,1349080
583,1492,1350080,6212,1350080
584,1494,1351080,6212,1351080
584,1494,1351890,6212,1351890
585,1496,1352360,6212,1352360
585,1496,1353360,6212,1353360
586,1498,1354360,6212,1354360
586,1498,1355360,6212,1355360
587,1502,1356170,6212,1356170
588,1504,1357170,6212,1357170
588,1504,1357490,6212,1357490
588,1504,1358490,6212,1358490
588,1504,1358810,6212,1358810
588,1504,1359620,6212,1359620
589,1506,1360620,6212,1360620
589,1506,1361620,6212,1361620
589,1506,1362620,6212,1362620
589,1506,1362620,6212,1362620
589,1506,1363620,6212,1363620
590,1508,1364430,6212,1364430
590,1508,1365430,6212,1365430
591,1510,1366240,6212,1366240
591,1510,1367050,6212,1367050
592,1518,1368050,6212,1368050
592,1518,1368370,6212,1368370
592,1518,1368840,6212,1368840
593,1520,1369840,6212,1369840
593,1520,1370840,6212,1370840
593,1520,1371840,6212,1371840
594,1522,1372840,6212,1372840
594,1522,1373840,6212,1373840
595,1524,1374840,6212,1374840
595,1524,1374840,6212,1374840
596,1528,1375310,6212,1375310
596,1528,1375780,6212,1375780
597,1530,1376780,6212,1376780
597,1530,1376940,6212,1376940
598,1532,1377750,6212,1377750
598,1532,1378750,6212,1378750
598,1532,1379750,6212,1379750
598,1532,1380220,6212,1380220
598,1532,1380220,6212,1380220
598,1532,1380380,6212,1380380
599,1534,1381380,6212,1381380
599,1534,1381380,6212,1381380
599,1534,1381380,6212,1381380
599,1534,1381850,6212,1381850
600,1536,1382850,6212,1382850
600,1536,1383320,6212,1383320
600,1536,1383800,6212,1383800
600,1536,1384270,6212,1384270
601,1544,1384270,6212,1384270
602,1546,1385270,6212,1385270
602,1546,1385740,6212,1385740
602,1546,1386740,6212,1386740
603,1548,1387740,6212,1387740
