ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d31e-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_nodes,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d31e-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpus,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d31e-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpu_milli,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d31e-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-total_gpus,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d31e-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-arrived_gpu_milli
619,3219,569660,6212,569660
620,3227,570250,6212,570250
620,3227,571250,6212,571250
620,3227,572250,6212,572250
621,3235,572250,6212,572250
621,3235,572250,6212,572250
621,3235,572250,6212,572250
621,3235,573250,6212,573250
621,3235,573720,6212,573720
621,3235,574190,6212,574190
622,3237,575190,6212,575190
622,3237,575660,6212,575660
622,3237,576130,6212,576130
623,3241,576940,6212,576940
624,3249,576940,6212,576940
625,3251,577410,6212,577410
626,3259,577520,6212,577520
627,3261,578520,6212,578520
627,3261,579330,6212,579330
627,3261,580330,6212,580330
628,3269,581330,6212,581330
628,3269,582330,6212,582330
628,3269,583330,6212,583330
629,3277,584330,6212,584330
630,3279,584330,6212,584330
631,3287,584330,6212,584330
631,3287,584800,6212,584800
632,3295,585270,6212,585270
632,3295,585920,6212,585920
632,3295,586920,6212,586920
633,3297,587570,6212,587570
634,3299,587570,6212,587570
635,3301,587890,6212,587890
636,3303,588890,6212,588890
636,3303,589890,6212,589890
636,3303,590700,6212,590700
636,3303,591510,6212,591510
637,3305,592510,6212,592510
638,3313,592730,6212,592730
639,3321,593730,6212,593730
639,3321,594730,6212,594730
639,3321,595540,6212,595540
639,3321,595860,6212,595860
639,3321,596860,6212,596860
640,3329,597510,6212,597510
640,3329,598510,6212,598510
641,3337,598740,6212,598740
642,3339,599390,6212,599390
642,3339,600390,6212,600390
643,3347,600860,6212,600860
643,3347,601330,6212,601330
643,3347,601800,6212,601800
644,3355,602800,6212,602800
645,3357,603260,6212,603260
646,3365,604070,6212,604070
646,3365,605070,6212,605070
647,3367,606070,6212,606070
647,3367,607070,6212,607070
647,3367,607530,6212,607530
647,3367,608530,6212,608530
647,3367,608530,6212,608530
647,3367,609530,6212,609530
647,3367,610180,6212,610180
647,3367,611180,6212,611180
648,3375,611650,6212,611650
648,3375,612650,6212,612650
648,3375,612810,6212,612810
649,3383,612810,6212,612810
650,3385,613280,6212,613280
651,3387,614280,6212,614280
651,3387,615280,6212,615280
652,3389,615440,6212,615440
653,3397,616440,6212,616440
653,3397,617440,6212,617440
654,3405,618440,6212,618440
655,3413,619250,6212,619250
655,3413,619250,6212,619250
656,3415,620250,6212,620250
656,3415,620250,6212,620250
657,3423,621250,6212,621250
658,3431,621720,6212,621720
658,3431,622530,6212,622530
658,3431,623530,6212,623530
659,3433,624340,6212,624340
660,3441,624990,6212,624990
660,3441,625990,6212,625990
660,3441,626310,6212,626310
661,3443,626310,6212,626310
662,3451,627120,6212,627120
663,3459,628120,6212,628120
664,3461,629120,6212,629120
665,3463,629930,6212,629930
666,3465,630930,6212,630930
666,3465,631740,6212,631740
667,3467,632210,6212,632210
667,3467,632670,6212,632670
668,3469,633140,6212,633140
669,3477,633610,6212,633610
669,3477,633610,6212,633610
670,3479,633610,6212,633610
671,3481,634420,6212,634420
671,3481,635070,6212,635070
671,3481,636070,6212,636070
671,3481,636540,6212,636540
672,3489,637540,6212,637540
672,3489,638540,6212,638540
672,3489,639350,6212,639350
673,3497,640350,6212,640350
674,3499,641160,6212,641160
675,3507,642160,6212,642160
675,3507,642160,6212,642160
676,3509,643160,6212,643160
676,3509,643970,6212,643970
677,3517,644970,6212,644970
678,3521,645970,6212,645970
678,3521,646290,6212,646290
679,3529,647290,6212,647290
679,3529,647290,6212,647290
680,3531,648100,6212,648100
680,3531,649100,6212,649100
680,3531,649910,6212,649910
681,3532,650910,6212,650910
681,3532,651910,6212,651910
681,3532,652370,6212,652370
682,3533,653180,6212,653180
683,3535,653830,6212,653830
684,3537,654640,6212,654640
685,3545,655290,6212,655290
686,3547,655610,6212,655610
687,3555,656610,6212,656610
687,3555,657610,6212,657610
687,3555,658610,6212,658610
687,3555,659610,6212,659610
688,3563,660080,6212,660080
688,3563,660550,6212,660550
688,3563,660550,6212,660550
689,3571,661360,6212,661360
690,3579,661830,6212,661830
691,3581,662640,6212,662640
692,3589,662970,6212,662970
692,3589,663970,6212,663970
693,3597,664970,6212,664970
694,3599,665970,6212,665970
695,3601,666780,6212,666780
696,3603,667780,6212,667780
696,3603,668430,6212,668430
697,3611,669430,6212,669430
697,3611,669900,6212,669900
697,3611,670710,6212,670710
698,3619,670930,6212,670930
698,3619,671150,6212,671150
698,3619,672150,6212,672150
698,3619,673150,6212,673150
698,3619,673960,6212,673960
699,3627,674550,6212,674550
700,3631,675550,6212,675550
701,3639,676550,6212,676550
702,3647,677550,6212,677550
702,3647,677550,6212,677550
702,3647,678550,6212,678550
703,3649,679550,6212,679550
703,3649,680550,6212,680550
704,3657,681020,6212,681020
705,3659,682020,6212,682020
705,3659,682340,6212,682340
705,3659,682810,6212,682810
705,3659,683620,6212,683620
705,3659,683620,6212,683620
705,3659,684090,6212,684090
706,3667,684740,6212,684740
707,3669,685740,6212,685740
708,3671,686740,6212,686740
708,3671,687740,6212,687740
708,3671,688550,6212,688550
709,3673,688780,6212,688780
709,3673,689250,6212,689250
709,3673,689250,6212,689250
709,3673,689250,6212,689250
710,3681,689720,6212,689720
710,3681,690720,6212,690720
710,3681,691190,6212,691190
710,3681,692000,6212,692000
711,3683,693000,6212,693000
712,3685,693810,6212,693810
713,3693,694810,6212,694810
714,3695,695810,6212,695810
715,3697,696280,6212,696280
716,3701,696740,6212,696740
717,3703,697550,6212,697550
717,3703,698010,6212,698010
717,3703,699010,6212,699010
717,3703,703010,6212,703010
718,3705,704010,6212,704010
718,3705,704010,6212,704010
718,3705,705010,6212,705010
718,3705,705820,6212,705820
718,3705,706140,6212,706140
718,3705,706140,6212,706140
718,3705,706610,6212,706610
719,3713,706610,6212,706610
720,3721,707080,6212,707080
720,3721,707630,6212,707630
720,3721,708630,6212,708630
720,3721,709000,6212,709000
720,3721,709000,6212,709000
721,3729,710000,6212,710000
722,3737,710460,6212,710460
722,3737,711010,6212,711010
723,3745,711660,6212,711660
723,3745,712660,6212,712660
724,3753,713660,6212,713660
725,3755,714660,6212,714660
726,3757,715660,6212,715660
726,3757,716660,6212,716660
726,3757,717470,6212,717470
727,3765,717700,6212,717700
727,3765,718700,6212,718700
727,3765,719510,6212,719510
727,3765,720320,6212,720320
727,3765,721320,6212,721320
727,3765,722130,6212,722130
728,3773,722600,6212,722600
729,3775,723070,6212,723070
729,3775,723300,6212,723300
730,3783,724110,6212,724110
730,3783,724920,6212,724920
730,3783,725150,6212,725150
731,3791,725960,6212,725960
732,3793,725960,6212,725960
732,3793,725960,6212,725960
732,3793,726430,6212,726430
733,3801,726430,6212,726430
733,3801,727430,6212,727430
734,3809,728430,6212,728430
734,3809,729430,6212,729430
734,3809,729430,6212,729430
734,3809,729900,6212,729900
734,3809,730130,6212,730130
735,3817,731130,6212,731130
736,3825,732130,6212,732130
736,3825,733130,6212,733130
737,3827,733600,6212,733600
738,3835,734600,6212,734600
738,3835,735060,6212,735060
739,3843,735520,6212,735520
739,3843,736330,6212,736330
739,3843,736330,6212,736330
739,3843,737330,6212,737330
739,3843,737790,6212,737790
740,3851,738600,6212,738600
740,3851,739600,6212,739600
740,3851,739600,6212,739600
740,3851,740410,6212,740410
740,3851,741410,6212,741410
741,3853,742410,6212,742410
742,3861,742640,6212,742640
742,3861,743450,6212,743450
742,3861,744450,6212,744450
742,3861,745260,6212,745260
743,3869,745730,6212,745730
744,3877,746730,6212,746730
745,3885,746730,6212,746730
746,3887,747190,6212,747190
746,3887,747660,6212,747660
747,3895,748660,6212,748660
747,3895,749470,6212,749470
747,3895,749470,6212,749470
748,3897,749940,6212,749940
749,3905,750410,6212,750410
749,3905,751410,6212,751410
749,3905,752060,6212,752060
750,3913,752530,6212,752530
750,3913,753340,6212,753340
751,3915,754340,6212,754340
752,3916,754340,6212,754340
752,3916,762340,6212,762340
753,3924,762340,6212,762340
753,3924,762660,6212,762660
754,3926,763660,6212,763660
755,3934,764660,6212,764660
756,3942,765470,6212,765470
757,3950,765930,6212,765930
757,3950,766160,6212,766160
757,3950,767160,6212,767160
758,3958,767320,6212,767320
758,3958,768320,6212,768320
758,3958,769320,6212,769320
759,3966,769790,6212,769790
759,3966,770600,6212,770600
759,3966,771600,6212,771600
759,3966,772070,6212,772070
760,3974,772880,6212,772880
760,3974,773880,6212,773880
761,3978,774690,6212,774690
762,3982,775690,6212,775690
763,3990,776690,6212,776690
764,3994,777150,6212,777150
765,3996,777960,6212,777960
765,3996,778960,6212,778960
765,3996,779770,6212,779770
765,3996,780770,6212,780770
766,4004,781770,6212,781770
767,4006,782770,6212,782770
767,4006,782930,6212,782930
768,4014,783740,6212,783740
768,4014,784740,6212,784740
768,4014,785740,6212,785740
769,4022,786210,6212,786210
769,4022,786210,6212,786210
769,4022,787210,6212,787210
769,4022,788210,6212,788210
770,4030,788440,6212,788440
771,4038,789440,6212,789440
771,4038,790250,6212,790250
772,4046,791060,6212,791060
773,4050,791870,6212,791870
773,4050,792870,6212,792870
773,4050,793340,6212,793340
774,4058,793660,6212,793660
774,4058,794470,6212,794470
774,4058,794470,6212,794470
775,4066,794470,6212,794470
775,4066,795470,6212,795470
776,4074,795470,6212,795470
777,4076,795470,6212,795470
777,4076,796280,6212,796280
777,4076,797280,6212,797280
778,4084,798280,6212,798280
778,4084,799280,6212,799280
778,4084,800280,6212,800280
779,4092,800280,6212,800280
780,4100,800750,6212,800750
781,4108,800750,6212,800750
782,4116,800750,6212,800750
782,4116,801070,6212,801070
782,4116,801880,6212,801880
783,4124,802880,6212,802880
783,4124,803040,6212,803040
783,4124,803040,6212,803040
783,4124,803850,6212,803850
784,4126,804170,6212,804170
784,4126,804170,6212,804170
785,4130,804640,6212,804640
785,4130,804640,6212,804640
785,4130,805640,6212,805640
785,4130,806640,6212,806640
786,4138,807640,6212,807640
787,4140,807960,6212,807960
787,4140,808960,6212,808960
787,4140,809960,6212,809960
787,4140,810960,6212,810960
788,4148,811960,6212,811960
788,4148,812770,6212,812770
789,4156,813580,6212,813580
789,4156,814580,6212,814580
790,4164,814580,6212,814580
790,4164,814800,6212,814800
790,4164,815800,6212,815800
790,4164,815800,6212,815800
790,4164,816610,6212,816610
791,4172,817610,6212,817610
792,4174,818610,6212,818610
792,4174,819610,6212,819610
793,4176,819610,6212,819610
793,4176,820420,6212,820420
793,4176,821420,6212,821420
794,4178,822420,6212,822420
794,4178,823230,6212,823230
795,4180,823550,6212,823550
796,4182,824550,6212,824550
797,4190,825360,6212,825360
798,4192,826360,6212,826360
799,4200,827360,6212,827360
799,4200,827950,6212,827950
799,4200,828950,6212,828950
799,4200,829950,6212,829950
799,4200,830540,6212,830540
799,4200,831350,6212,831350
799,4200,832350,6212,832350
799,4200,833160,6212,833160
800,4208,841160,6212,841160
801,4216,841810,6212,841810
801,4216,842280,6212,842280
801,4216,843280,6212,843280
801,4216,844090,6212,844090
802,4224,845090,6212,845090
803,4232,846090,6212,846090
803,4232,846550,6212,846550
804,4234,847360,6212,847360
804,4234,847680,6212,847680
804,4234,848150,6212,848150
804,4234,848960,6212,848960
805,4238,849770,6212,849770
805,4238,850770,6212,850770
805,4238,850770,6212,850770
805,4238,851420,6212,851420
806,4240,851740,6212,851740
806,4240,852740,6212,852740
806,4240,853740,6212,853740
806,4240,854060,6212,854060
806,4240,854870,6212,854870
807,4248,855680,6212,855680
807,4248,856490,6212,856490
807,4248,857300,6212,857300
808,4249,857770,6212,857770
808,4249,858770,6212,858770
808,4249,859240,6212,859240
808,4249,860240,6212,860240
808,4249,861240,6212,861240
808,4249,861240,6212,861240
808,4249,862050,6212,862050
808,4249,862520,6212,862520
809,4251,862520,6212,862520
810,4259,862990,6212,862990
810,4259,863990,6212,863990
810,4259,864450,6212,864450
811,4261,865450,6212,865450
811,4261,866450,6212,866450
812,4269,867450,6212,867450
812,4269,868450,6212,868450
813,4270,869450,6212,869450
813,4270,869450,6212,869450
813,4270,869450,6212,869450
813,4270,869920,6212,869920
814,4272,870920,6212,870920
814,4272,871390,6212,871390
814,4272,871610,6212,871610
814,4272,872610,6212,872610
814,4272,872610,6212,872610
815,4280,872930,6212,872930
815,4280,873580,6212,873580
816,4282,874580,6212,874580
816,4282,874580,6212,874580
816,4282,875580,6212,875580
816,4282,876580,6212,876580
817,4290,877390,6212,877390
817,4290,877710,6212,877710
818,4298,885710,6212,885710
818,4298,886520,6212,886520
818,4298,887330,6212,887330
819,4306,888140,6212,888140
819,4306,888140,6212,888140
819,4306,888140,6212,888140
820,4314,888140,6212,888140
821,4316,889140,6212,889140
821,4316,889370,6212,889370
821,4316,890370,6212,890370
822,4324,891370,6212,891370
823,4332,899370,6212,899370
824,4334,900180,6212,900180
824,4334,901180,6212,901180
824,4334,901410,6212,901410
824,4334,902410,6212,902410
824,4334,903410,6212,903410
824,4334,903870,6212,903870
825,4336,904870,6212,904870
825,4336,905680,6212,905680
825,4336,906680,6212,906680
825,4336,907680,6212,907680
825,4336,908490,6212,908490
826,4344,916490,6212,916490
826,4344,917490,6212,917490
826,4344,917490,6212,917490
826,4344,918490,6212,918490
827,4346,919300,6212,919300
827,4346,920110,6212,920110
827,4346,921110,6212,921110
828,4350,922110,6212,922110
828,4350,922920,6212,922920
828,4350,923920,6212,923920
828,4350,924920,6212,924920
828,4350,925240,6212,925240
828,4350,925560,6212,925560
829,4352,926150,6212,926150
829,4352,926370,6212,926370
830,4354,927370,6212,927370
830,4354,928370,6212,928370
831,4355,929370,6212,929370
832,4357,929830,6212,929830
833,4365,930480,6212,930480
833,4365,930850,6212,930850
833,4365,931310,6212,931310
834,4367,932120,6212,932120
834,4367,932120,6212,932120
834,4367,932930,6212,932930
834,4367,933160,6212,933160
834,4367,933160,6212,933160
834,4367,933160,6212,933160
835,4375,933160,6212,933160
835,4375,934160,6212,934160
835,4375,935160,6212,935160
835,4375,935630,6212,935630
836,4377,935950,6212,935950
836,4377,936950,6212,936950
836,4377,937760,6212,937760
837,4379,938570,6212,938570
837,4379,939380,6212,939380
837,4379,940190,6212,940190
837,4379,940350,6212,940350
837,4379,941350,6212,941350
837,4379,942350,6212,942350
837,4379,943350,6212,943350
837,4379,944350,6212,944350
838,4381,945350,6212,945350
839,4382,946350,6212,946350
840,4384,946820,6212,946820
840,4384,947820,6212,947820
841,4392,947820,6212,947820
841,4392,948140,6212,948140
841,4392,948140,6212,948140
841,4392,948460,6212,948460
841,4392,948930,6212,948930
841,4392,949930,6212,949930
841,4392,950250,6212,950250
841,4392,950720,6212,950720
842,4394,951720,6212,951720
843,4396,952190,6212,952190
844,4398,952660,6212,952660
845,4400,953470,6212,953470
846,4402,954470,6212,954470
847,4410,954580,6212,954580
848,4418,962580,6212,962580
849,4426,963390,6212,963390
849,4426,964390,6212,964390
849,4426,964390,6212,964390
849,4426,965390,6212,965390
849,4426,966200,6212,966200
850,4428,967010,6212,967010
851,4430,968010,6212,968010
851,4430,968820,6212,968820
851,4430,969820,6212,969820
851,4430,970280,6212,970280
851,4430,970870,6212,970870
851,4430,971870,6212,971870
852,4438,972870,6212,972870
853,4446,973340,6212,973340
854,4454,973340,6212,973340
855,4462,974340,6212,974340
856,4470,975340,6212,975340
856,4470,976340,6212,976340
856,4470,976340,6212,976340
857,4478,977340,6212,977340
857,4478,978340,6212,978340
857,4478,978890,6212,978890
858,4486,979210,6212,979210
858,4486,979210,6212,979210
859,4494,980020,6212,980020
860,4498,981020,6212,981020
861,4500,981830,6212,981830
861,4500,982150,6212,982150
861,4500,983150,6212,983150
861,4500,983310,6212,983310
862,4508,984120,6212,984120
863,4516,984120,6212,984120
864,4524,984590,6212,984590
865,4532,985590,6212,985590
865,4532,985590,6212,985590
865,4532,986400,6212,986400
865,4532,986860,6212,986860
866,4534,987180,6212,987180
866,4534,987990,6212,987990
866,4534,988220,6212,988220
866,4534,988590,6212,988590
866,4534,988910,6212,988910
866,4534,989230,6212,989230
866,4534,990230,6212,990230
866,4534,991230,6212,991230
866,4534,992230,6212,992230
867,4542,993230,6212,993230
868,4544,994230,6212,994230
868,4544,994600,6212,994600
868,4544,994830,6212,994830
869,4552,995830,6212,995830
869,4552,996150,6212,996150
869,4552,996620,6212,996620
869,4552,997620,6212,997620
869,4552,998620,6212,998620
869,4552,998620,6212,998620
869,4552,999620,6212,999620
870,4560,999940,6212,999940
871,4568,1000410,6212,1000410
872,4572,1001410,6212,1001410
872,4572,1001730,6212,1001730
872,4572,1002540,6212,1002540
872,4572,1003190,6212,1003190
873,4574,1004190,6212,1004190
873,4574,1005000,6212,1005000
873,4574,1005470,6212,1005470
874,4576,1006470,6212,1006470
874,4576,1007470,6212,1007470
875,4584,1008120,6212,1008120
876,4592,1008710,6212,1008710
877,4594,1009710,6212,1009710
877,4594,1009710,6212,1009710
877,4594,1009710,6212,1009710
877,4594,1010170,6212,1010170
877,4594,1010980,6212,1010980
877,4594,1011980,6212,1011980
877,4594,1012630,6212,1012630
878,4602,1013280,6212,1013280
878,4602,1013750,6212,1013750
878,4602,1014210,6212,1014210
878,4602,1014530,6212,1014530
879,4604,1015530,6212,1015530
879,4604,1016530,6212,1016530
879,4604,1017000,6212,1017000
879,4604,1017000,6212,1017000
879,4604,1017810,6212,1017810
880,4612,1018810,6212,1018810
880,4612,1019810,6212,1019810
880,4612,1019810,6212,1019810
880,4612,1020620,6212,1020620
881,4614,1021620,6212,1021620
882,4616,1022620,6212,1022620
882,4616,1023080,6212,1023080
882,4616,1024080,6212,1024080
882,4616,1024890,6212,1024890
883,4618,1025890,6212,1025890
883,4618,1025890,6212,1025890
883,4618,1026700,6212,1026700
884,4626,1027250,6212,1027250
884,4626,1028250,6212,1028250
885,4634,1029060,6212,1029060
886,4636,1029530,6212,1029530
886,4636,1030530,6212,1030530
886,4636,1031000,6212,1031000
887,4637,1031460,6212,1031460
887,4637,1032460,6212,1032460
887,4637,1033460,6212,1033460
887,4637,1034460,6212,1034460
887,4637,1035460,6212,1035460
887,4637,1037460,6212,1037460
887,4637,1038270,6212,1038270
887,4637,1039270,6212,1039270
887,4637,1040270,6212,1040270
887,4637,1041270,6212,1041270
887,4637,1041920,6212,1041920
888,4639,1041920,6212,1041920
888,4639,1042920,6212,1042920
888,4639,1043730,6212,1043730
888,4639,1044730,6212,1044730
889,4647,1045730,6212,1045730
890,4649,1046280,6212,1046280
891,4651,1047280,6212,1047280
892,4659,1047750,6212,1047750
893,4667,1047750,6212,1047750
894,4675,1048750,6212,1048750
895,4679,1048910,6212,1048910
895,4679,1048910,6212,1048910
895,4679,1049720,6212,1049720
895,4679,1050040,6212,1050040
895,4679,1050360,6212,1050360
895,4679,1051360,6212,1051360
895,4679,1052360,6212,1052360
895,4679,1052830,6212,1052830
895,4679,1052830,6212,1052830
895,4679,1052830,6212,1052830
895,4679,1053640,6212,1053640
895,4679,1054110,6212,1054110
895,4679,1055110,6212,1055110
896,4681,1055110,6212,1055110
896,4681,1056110,6212,1056110
896,4681,1057110,6212,1057110
896,4681,1057580,6212,1057580
896,4681,1057740,6212,1057740
897,4689,1058550,6212,1058550
897,4689,1059550,6212,1059550
898,4691,1060020,6212,1060020
898,4691,1061020,6212,1061020
898,4691,1062020,6212,1062020
898,4691,1063020,6212,1063020
899,4699,1063830,6212,1063830
899,4699,1064480,6212,1064480
899,4699,1065290,6212,1065290
899,4699,1065760,6212,1065760
899,4699,1066570,6212,1066570
899,4699,1067570,6212,1067570
900,4701,1068380,6212,1068380
900,4701,1068380,6212,1068380
900,4701,1068380,6212,1068380
900,4701,1068610,6212,1068610
900,4701,1069420,6212,1069420
900,4701,1070070,6212,1070070
901,4709,1070540,6212,1070540
901,4709,1071540,6212,1071540
902,4717,1071540,6212,1071540
902,4717,1072350,6212,1072350
902,4717,1073350,6212,1073350
903,4719,1074350,6212,1074350
903,4719,1074820,6212,1074820
903,4719,1074820,6212,1074820
903,4719,1075140,6212,1075140
903,4719,1075460,6212,1075460
904,4727,1075460,6212,1075460
904,4727,1076460,6212,1076460
905,4729,1077460,6212,1077460
906,4731,1077690,6212,1077690
906,4731,1077910,6212,1077910
906,4731,1078720,6212,1078720
906,4731,1079720,6212,1079720
907,4733,1080720,6212,1080720
908,4735,1080720,6212,1080720
908,4735,1080830,6212,1080830
909,4737,1081830,6212,1081830
910,4745,1082830,6212,1082830
911,4753,1083300,6212,1083300
911,4753,1084300,6212,1084300
911,4753,1084850,6212,1084850
911,4753,1085170,6212,1085170
911,4753,1085980,6212,1085980
912,4755,1085980,6212,1085980
912,4755,1086980,6212,1086980
912,4755,1087210,6212,1087210
912,4755,1088210,6212,1088210
913,4763,1088860,6212,1088860
914,4771,1088860,6212,1088860
914,4771,1089330,6212,1089330
914,4771,1090330,6212,1090330
914,4771,1090800,6212,1090800
914,4771,1091610,6212,1091610
914,4771,1092610,6212,1092610
915,4773,1093610,6212,1093610
915,4773,1094610,6212,1094610
915,4773,1094930,6212,1094930
916,4781,1102930,6212,1102930
916,4781,1103400,6212,1103400
916,4781,1104400,6212,1104400
916,4781,1104400,6212,1104400
916,4781,1104720,6212,1104720
916,4781,1105720,6212,1105720
917,4783,1105720,6212,1105720
917,4783,1106720,6212,1106720
917,4783,1107720,6212,1107720
917,4783,1108720,6212,1108720
917,4783,1108880,6212,1108880
917,4783,1109350,6212,1109350
917,4783,1110350,6212,1110350
917,4783,1111350,6212,1111350
918,4791,1111670,6212,1111670
919,4793,1112480,6212,1112480
919,4793,1113290,6212,1113290
919,4793,1114100,6212,1114100
