ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d2df-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d2df-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_ratio,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d2df-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_q124,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d2df-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d2df-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_ratio
912369.46,15.36,1.77,202489.68,3.41
912233.55,15.36,1.77,202516.06,3.41
912280.91,15.36,1.77,202174.36,3.4
912331.36,15.37,1.78,202300.77,3.41
912381.81,15.37,1.78,202427.19,3.41
912575.29,15.37,1.78,202255.14,3.41
912546.84,15.37,1.78,202255.14,3.41
912410.94,15.37,1.78,202307.0,3.41
912453.52,15.37,1.78,202307.0,3.41
912633.22,15.38,1.79,202298.94,3.41
912633.22,15.38,1.79,202298.52,3.41
912838.61,15.38,1.79,202298.1,3.41
912885.97,15.39,1.8,201956.4,3.4
913082.54,15.39,1.8,202186.86,3.41
913262.24,15.4,1.8,202178.8,3.41
913467.63,15.4,1.81,202175.75,3.41
913518.08,15.4,1.81,202175.33,3.41
913560.66,15.4,1.81,202174.91,3.41
913611.11,15.41,1.82,202174.49,3.41
913807.68,15.41,1.82,202174.06,3.41
913858.13,15.41,1.82,202174.02,3.41
913908.58,15.42,1.83,202249.28,3.41
914105.14,15.42,1.83,202185.04,3.41
914155.59,15.42,1.83,202184.99,3.41
914315.27,15.43,1.84,202184.57,3.41
914494.97,15.43,1.84,202348.29,3.41
914494.97,15.43,1.84,202347.86,3.41
914359.07,15.43,1.84,202347.86,3.42
914223.16,15.43,1.84,202201.36,3.41
914273.61,15.44,1.85,202327.78,3.42
914429.58,15.44,1.85,202140.14,3.41
914589.25,15.45,1.86,202140.14,3.41
914589.25,15.45,1.86,201993.64,3.41
914763.01,15.45,1.86,201934.54,3.41
914805.58,15.45,1.86,201934.12,3.41
915002.15,15.46,1.86,201869.87,3.41
915052.6,15.46,1.87,201869.87,3.41
915249.17,15.46,1.87,201870.78,3.41
915299.62,15.47,1.87,201997.19,3.41
915459.29,15.47,1.88,201996.77,3.41
915618.97,15.47,1.88,201996.35,3.41
915669.42,15.48,1.89,202188.81,3.42
915849.13,15.48,1.89,202180.76,3.42
916045.69,15.49,1.89,202180.33,3.42
917197.1,15.51,1.91,202887.83,3.43
917644.39,15.51,1.92,202978.9,3.43
917644.39,15.51,1.92,202978.9,3.43
917824.1,15.52,1.93,202978.53,3.43
917824.1,15.52,1.93,202855.06,3.43
917824.1,15.52,1.93,202731.59,3.43
917983.78,15.52,1.93,202732.02,3.43
918034.23,15.53,1.94,202731.97,3.43
918239.62,15.53,1.94,202731.6,3.43
918239.62,15.53,1.94,202738.71,3.43
918290.06,15.53,1.94,202738.66,3.43
918495.45,15.54,1.95,202738.24,3.43
918775.76,15.55,1.96,202390.81,3.42
918955.47,15.55,1.96,202390.43,3.42
919460.12,15.56,1.97,202708.1,3.43
919510.57,15.56,1.97,202708.1,3.43
919384.07,15.56,1.97,202540.33,3.43
919384.07,15.56,1.97,202393.83,3.43
919248.16,15.56,1.97,202446.57,3.43
919298.61,15.57,1.97,202446.57,3.43
919478.32,15.57,1.98,202438.52,3.43
919810.39,15.58,1.99,202631.78,3.43
920049.08,15.58,1.99,202835.27,3.44
920099.53,15.59,1.99,202834.9,3.44
920259.2,15.59,2.0,202834.48,3.44
920438.91,15.59,2.0,202836.99,3.44
920486.27,15.6,2.01,202495.29,3.43
920682.84,15.6,2.01,202494.87,3.43
920733.29,15.6,2.01,202521.74,3.43
920938.68,15.61,2.02,202521.32,3.43
920938.68,15.61,2.02,202521.32,3.43
921118.38,15.61,2.02,202521.29,3.43
921298.09,15.62,2.03,202520.87,3.43
921364.04,15.62,2.03,202526.61,3.43
921364.04,15.62,2.03,202403.14,3.43
921560.6,15.62,2.03,202403.14,3.43
921727.03,15.63,2.04,202326.39,3.43
921923.59,15.63,2.04,202325.97,3.43
921787.69,15.63,2.04,202325.97,3.43
921651.78,15.63,2.04,202335.71,3.43
921702.23,15.63,2.04,202335.66,3.43
921702.23,15.63,2.04,202189.16,3.43
921702.23,15.63,2.04,202189.16,3.43
921752.68,15.64,2.05,202189.11,3.43
921752.68,15.64,2.05,202065.64,3.43
921752.68,15.64,2.05,202065.22,3.43
921803.13,15.64,2.05,202065.17,3.43
922041.81,15.65,2.06,202064.78,3.43
922092.26,15.65,2.06,202064.73,3.43
922090.38,15.65,2.06,202064.73,3.43
922286.95,15.65,2.06,202098.95,3.43
922466.65,15.66,2.07,202107.92,3.43
922652.31,15.66,2.07,202107.5,3.43
922702.76,15.67,2.08,202299.95,3.43
922862.44,15.67,2.08,202322.38,3.44
923042.14,15.67,2.08,202314.32,3.44
923089.5,15.68,2.09,201972.62,3.43
923286.07,15.68,2.09,201908.38,3.43
923286.07,15.68,2.09,201817.86,3.43
923465.78,15.69,2.1,201809.8,3.43
923516.23,15.69,2.1,201809.75,3.43
923712.79,15.69,2.1,201745.51,3.43
923951.48,15.7,2.11,201745.09,3.43
923951.48,15.7,2.11,201745.09,3.43
923990.09,15.7,2.11,201535.97,3.42
924037.45,15.7,2.11,201194.27,3.42
924087.9,15.71,2.12,201194.27,3.42
924087.9,15.71,2.12,201070.8,3.42
924247.58,15.71,2.12,201070.41,3.42
924247.58,15.71,2.12,201271.1,3.42
924135.35,15.71,2.12,200901.19,3.42
924575.76,15.72,2.13,201167.21,3.42
924818.13,15.73,2.13,200842.63,3.42
924997.84,15.73,2.14,200834.57,3.42
924997.84,15.73,2.14,200834.57,3.42
924997.84,15.73,2.14,200834.15,3.42
925048.29,15.73,2.14,200834.15,3.42
925098.73,15.74,2.14,200960.56,3.42
925149.18,15.74,2.15,200960.52,3.42
925199.63,15.74,2.15,201034.37,3.42
925250.08,15.74,2.15,201156.59,3.42
925429.79,15.75,2.16,201148.53,3.42
925609.49,15.75,2.16,201148.11,3.42
925789.2,15.76,2.17,201147.74,3.42
925839.65,15.76,2.17,201147.69,3.42
926019.35,15.77,2.17,201147.66,3.42
926019.35,15.77,2.17,201147.27,3.42
926019.35,15.77,2.17,201154.38,3.42
925906.69,15.77,2.17,200856.01,3.42
925957.14,15.77,2.18,200619.19,3.42
926136.85,15.77,2.18,200618.76,3.42
926187.3,15.78,2.18,200618.76,3.42
926237.75,15.78,2.19,200745.18,3.42
926237.75,15.78,2.19,201543.59,3.43
926458.76,15.78,2.19,201544.04,3.43
926509.21,15.79,2.2,201619.3,3.44
926559.66,15.79,2.2,201618.91,3.44
926739.36,15.79,2.2,201618.88,3.44
926919.07,15.8,2.21,201610.82,3.44
927079.58,15.8,2.21,201609.94,3.44
927239.26,15.81,2.22,201875.93,3.44
927418.96,15.81,2.22,201875.51,3.44
927634.62,15.82,2.22,201875.08,3.44
927794.3,15.82,2.23,201874.66,3.44
927974.01,15.82,2.23,202136.85,3.45
928024.46,15.83,2.24,202136.8,3.45
928184.14,15.83,2.24,202136.38,3.45
928048.23,15.83,2.24,202136.38,3.45
928227.93,15.84,2.25,202139.4,3.45
928433.32,15.84,2.25,202138.98,3.45
928593.0,15.85,2.26,202840.57,3.46
929047.28,15.86,2.26,202821.99,3.46
929097.73,15.86,2.27,202821.94,3.46
929097.73,15.86,2.27,202821.94,3.46
929283.39,15.86,2.27,202481.74,3.46
929333.84,15.87,2.27,202732.46,3.46
929513.54,15.87,2.28,202732.46,3.46
929710.11,15.87,2.28,202558.26,3.46
929574.2,15.87,2.28,202559.46,3.46
929819.66,15.88,2.29,202504.67,3.46
930266.95,15.89,2.3,202595.75,3.46
930472.34,15.89,2.3,202595.33,3.46
930472.34,15.89,2.3,202595.33,3.46
930646.09,15.9,2.31,202594.9,3.46
930510.18,15.9,2.31,202442.27,3.46
930689.89,15.9,2.31,202442.24,3.46
930689.89,15.9,2.31,202441.82,3.46
930928.58,15.91,2.32,202489.57,3.46
930928.58,15.91,2.32,202366.1,3.46
930792.67,15.91,2.32,202373.86,3.46
930792.67,15.91,2.32,202373.86,3.46
930972.37,15.91,2.32,202585.01,3.46
931022.82,15.92,2.33,202636.35,3.46
931228.21,15.92,2.33,202635.93,3.46
931387.89,15.93,2.33,202730.15,3.47
931628.46,15.93,2.34,202796.14,3.47
931492.55,15.93,2.34,202796.14,3.47
931492.55,15.93,2.34,202786.12,3.47
931672.26,15.93,2.34,202866.78,3.47
931851.96,15.94,2.35,202866.36,3.47
932097.42,15.94,2.35,203494.47,3.48
932336.11,15.95,2.36,203494.05,3.48
931248.85,15.95,2.36,203493.63,3.49
931454.24,15.96,2.37,203493.26,3.49
931318.33,15.96,2.37,203691.56,3.49
931558.9,15.96,2.37,203691.14,3.49
931609.35,15.97,2.38,203693.62,3.49
931609.35,15.97,2.38,203570.15,3.49
931609.35,15.97,2.38,203577.26,3.49
931805.92,15.97,2.38,203579.8,3.49
931657.43,15.97,2.38,203578.62,3.49
931817.11,15.97,2.38,203688.36,3.49
932013.68,15.98,2.39,203687.94,3.49
932064.13,15.98,2.39,203687.94,3.49
932260.69,15.99,2.4,203623.7,3.49
932311.14,15.99,2.4,203623.65,3.49
932175.24,15.99,2.4,203623.65,3.49
932371.8,15.99,2.4,204187.23,3.5
932864.72,16.0,2.41,204583.77,3.51
932688.5,16.0,2.41,204164.38,3.5
932885.07,16.01,2.42,204163.96,3.5
933064.78,16.01,2.42,204163.54,3.5
933107.36,16.01,2.42,204163.12,3.5
933312.75,16.02,2.43,204245.25,3.51
933363.19,16.02,2.43,204245.2,3.51
933227.29,16.02,2.43,204474.76,3.51
934328.96,16.04,2.45,205294.98,3.52
934193.05,16.04,2.45,205349.77,3.53
934240.41,16.04,2.45,205008.07,3.52
934400.09,16.05,2.46,205102.29,3.52
934645.55,16.05,2.46,205102.93,3.52
934805.23,16.06,2.47,205102.51,3.52
934502.76,16.05,2.46,205101.6,3.52
934682.46,16.06,2.47,205093.55,3.52
934732.91,16.06,2.47,205093.55,3.52
934892.59,16.07,2.48,205086.01,3.52
935089.15,16.07,2.48,204738.85,3.52
934823.57,16.07,2.48,204399.82,3.51
934874.02,16.07,2.48,204526.23,3.52
935053.72,16.07,2.48,204526.2,3.52
935104.17,16.08,2.49,204652.62,3.52
935154.62,16.08,2.49,204652.57,3.52
935337.98,16.09,2.49,204658.62,3.52
935388.43,16.09,2.5,204658.62,3.52
935438.88,16.09,2.5,204658.57,3.52
935489.33,16.09,2.5,204658.52,3.52
935489.33,16.09,2.5,204512.02,3.52
935685.89,16.1,2.51,204511.6,3.52
935736.34,16.1,2.51,204638.01,3.52
935916.05,16.11,2.52,204629.96,3.52
935966.5,16.11,2.52,204644.62,3.52
936163.06,16.11,2.52,205185.03,3.53
936322.74,16.12,2.53,206330.17,3.55
936519.31,16.12,2.53,206329.75,3.55
936699.01,16.13,2.54,206329.33,3.55
936563.11,16.13,2.54,206557.54,3.56
936748.77,16.13,2.54,206557.12,3.56
936612.86,16.13,2.54,206556.7,3.56
936612.86,16.13,2.54,206556.28,3.56
936663.31,16.14,2.54,206682.69,3.56
936822.99,16.14,2.55,206682.27,3.56
936687.08,16.14,2.55,206535.77,3.56
936866.79,16.15,2.55,206535.4,3.56
936917.23,16.15,2.56,206661.81,3.56
936967.68,16.15,2.56,206424.99,3.56
936791.46,16.15,2.56,206005.6,3.55
936971.17,16.15,2.56,206005.57,3.55
937021.62,16.16,2.57,206005.52,3.55
937021.62,16.16,2.57,206262.52,3.56
937021.62,16.16,2.57,206315.95,3.56
937218.19,16.16,2.57,206315.95,3.56
937397.89,16.17,2.58,206307.89,3.56
937448.34,16.17,2.58,206434.31,3.56
937309.34,16.17,2.58,205596.65,3.55
937359.79,16.17,2.58,205623.2,3.55
937359.79,16.17,2.58,205626.75,3.55
937410.24,16.18,2.59,205626.71,3.55
937410.24,16.18,2.59,205353.79,3.54
937857.53,16.19,2.59,205444.87,3.55
937857.53,16.19,2.59,205444.87,3.55
937907.98,16.19,2.6,205444.82,3.55
937958.43,16.19,2.6,205571.23,3.55
938174.09,16.2,2.61,205570.81,3.55
938224.54,16.2,2.61,205697.22,3.55
938812.05,16.21,2.62,205822.45,3.55
938685.55,16.21,2.62,205665.94,3.55
938865.26,16.22,2.62,205665.91,3.55
939044.96,16.22,2.63,205657.86,3.55
939218.71,16.22,2.63,205598.75,3.55
939269.16,16.23,2.64,205598.75,3.55
939428.84,16.23,2.64,205601.54,3.55
939669.41,16.24,2.65,205601.12,3.55
939849.12,16.24,2.65,205539.11,3.55
940028.82,16.25,2.65,205539.08,3.55
940337.73,16.25,2.66,205585.29,3.55
940388.18,16.26,2.66,205585.25,3.55
940312.93,16.26,2.66,205503.82,3.55
940312.93,16.26,2.66,205503.82,3.55
940177.03,16.26,2.66,205505.7,3.55
940356.73,16.26,2.67,205497.65,3.55
940516.41,16.26,2.67,205523.14,3.55
940563.77,16.27,2.68,205181.43,3.55
940749.43,16.27,2.68,205164.89,3.55
940946.0,16.28,2.69,205736.03,3.56
940996.45,16.28,2.69,205736.03,3.56
940996.45,16.28,2.69,205713.0,3.56
941193.01,16.28,2.69,205712.63,3.56
941408.97,16.29,2.7,205707.33,3.56
941582.72,16.29,2.7,205706.9,3.56
941779.28,16.3,2.71,205710.03,3.56
941829.73,16.3,2.71,205958.16,3.56
941880.18,16.3,2.71,206084.58,3.57
942252.6,16.31,2.72,206086.28,3.57
942142.96,16.31,2.72,205947.84,3.57
942007.05,16.31,2.72,205985.34,3.57
942007.05,16.31,2.72,205992.46,3.57
942057.5,16.31,2.72,206067.72,3.57
942296.19,16.32,2.73,206128.49,3.57
942475.9,16.32,2.73,206128.07,3.57
942526.34,16.33,2.74,205846.17,3.57
942722.91,16.33,2.74,205781.93,3.57
942919.48,16.34,2.75,205781.51,3.57
942962.06,16.34,2.75,205781.75,3.57
943416.33,16.35,2.76,205763.16,3.57
943458.91,16.35,2.76,205938.9,3.57
943618.59,16.35,2.76,205938.48,3.57
943798.3,16.36,2.77,205938.45,3.57
943798.3,16.36,2.77,205938.02,3.57
943978.0,16.36,2.77,205937.99,3.57
944163.66,16.37,2.78,206000.58,3.57
944214.11,16.37,2.78,206225.45,3.58
944078.2,16.37,2.78,206226.87,3.58
944128.65,16.37,2.78,206419.32,3.58
944128.65,16.37,2.78,206280.88,3.58
944128.65,16.37,2.78,206280.46,3.58
944179.1,16.38,2.79,206043.64,3.57
944419.67,16.38,2.79,205987.91,3.57
944472.88,16.38,2.79,206037.8,3.57
944632.55,16.39,2.8,206037.38,3.57
944812.26,16.39,2.8,206036.96,3.57
944862.71,16.39,2.8,206036.96,3.57
944726.8,16.39,2.8,206036.53,3.58
944471.19,16.39,2.8,205898.09,3.57
944335.28,16.39,2.8,205898.09,3.57
944199.37,16.39,2.8,205951.6,3.58
944249.82,16.4,2.81,205951.55,3.58
944300.27,16.4,2.81,206163.0,3.58
944496.84,16.4,2.81,206162.58,3.58
944547.29,16.41,2.82,206387.45,3.58
944597.74,16.41,2.82,206364.67,3.59
944484.22,16.41,2.82,207215.65,3.6
944663.93,16.42,2.82,207215.65,3.6
944663.93,16.42,2.82,207240.16,3.6
944663.93,16.42,2.82,207240.16,3.6
944663.93,16.42,2.82,207116.69,3.6
944869.32,16.42,2.83,207261.7,3.6
944916.68,16.42,2.83,206919.99,3.6
945096.38,16.43,2.84,206939.29,3.6
944960.48,16.43,2.84,206792.79,3.6
945010.93,16.43,2.84,206919.21,3.6
945061.38,16.43,2.84,206919.16,3.6
945648.89,16.45,2.86,207044.39,3.6
945648.89,16.45,2.86,206920.92,3.6
945889.46,16.45,2.86,206865.19,3.6
946049.14,16.46,2.87,206959.41,3.6
946290.84,16.46,2.87,206624.25,3.59
946341.29,16.47,2.88,206624.2,3.6
946391.74,16.47,2.88,206623.81,3.6
946255.83,16.47,2.88,206623.39,3.6
946435.54,16.47,2.88,206753.47,3.6
946485.98,16.48,2.89,206753.09,3.6
946350.08,16.48,2.89,206752.67,3.6
946350.08,16.48,2.89,206762.31,3.6
946350.08,16.48,2.89,206762.31,3.6
946509.76,16.48,2.89,206766.26,3.6
946689.46,16.49,2.9,206758.21,3.6
946869.17,16.49,2.9,206750.15,3.6
946919.62,16.5,2.9,207100.57,3.61
947116.18,16.5,2.91,207036.33,3.61
947116.18,16.5,2.91,206912.86,3.6
947312.75,16.5,2.91,206912.48,3.6
947176.84,16.5,2.91,207088.69,3.61
947373.41,16.51,2.92,207088.69,3.61
947423.86,16.51,2.92,207215.11,3.61
947603.56,16.52,2.93,207214.73,3.61
947467.65,16.52,2.93,207214.31,3.61
947518.1,16.52,2.93,207213.8,3.61
947697.81,16.52,2.93,207205.75,3.61
947748.26,16.53,2.94,207205.38,3.61
947798.71,16.53,2.94,207238.04,3.61
947543.09,16.53,2.94,206911.79,3.61
947593.54,16.53,2.94,206911.79,3.61
947834.11,16.54,2.95,206856.05,3.61
947884.56,16.54,2.95,206856.01,3.61
947935.01,16.54,2.95,206931.27,3.61
948114.72,16.55,2.96,206989.26,3.61
948081.29,16.55,2.96,207122.36,3.61
948260.99,16.55,2.96,207365.49,3.62
948440.7,16.56,2.97,207365.12,3.62
948646.09,16.56,2.97,207451.43,3.62
948886.66,16.57,2.98,207451.0,3.62
949066.36,16.57,2.98,207450.58,3.62
949116.81,16.57,2.98,207577.0,3.62
949357.38,16.58,2.99,207576.57,3.62
949221.47,16.58,2.99,207575.68,3.63
949271.92,16.58,2.99,207575.68,3.63
949451.63,16.59,3.0,207577.16,3.63
949625.38,16.59,3.0,207518.06,3.63
949625.38,16.59,3.0,207394.59,3.62
949785.06,16.6,3.01,207394.17,3.62
949835.51,16.6,3.01,207520.58,3.63
949885.95,16.6,3.01,207646.99,3.63
950333.24,16.61,3.02,207738.07,3.63
950197.34,16.61,3.02,207730.53,3.63
950247.79,16.62,3.03,207732.78,3.63
950247.79,16.62,3.03,207739.9,3.63
950486.47,16.62,3.03,207800.66,3.63
950536.92,16.62,3.03,207800.24,3.63
950587.37,16.63,3.04,207800.19,3.63
950637.82,16.63,3.04,208041.38,3.64
950688.27,16.63,3.04,208266.25,3.64
950738.72,16.64,3.05,208266.21,3.64
950898.4,16.64,3.05,208266.21,3.65
951100.7,16.65,3.06,207906.12,3.64
951100.7,16.65,3.06,207782.65,3.64
951280.4,16.65,3.06,207802.95,3.64
951280.4,16.65,3.06,207802.52,3.64
951327.76,16.66,3.06,207460.82,3.63
951524.33,16.66,3.07,207452.75,3.63
951574.78,16.66,3.07,207579.16,3.63
951771.34,16.67,3.08,208021.23,3.64
951973.65,16.67,3.08,207661.14,3.64
952170.21,16.68,3.09,207660.72,3.64
952034.31,16.68,3.09,207660.72,3.64
952084.75,16.68,3.09,207660.72,3.64
952084.75,16.68,3.09,207660.72,3.64
952325.32,16.69,3.09,207660.3,3.64
952069.71,16.68,3.09,207624.03,3.64
952308.4,16.69,3.1,207623.61,3.64
952468.08,16.69,3.1,207623.19,3.64
952518.53,16.7,3.11,207942.98,3.64
952715.09,16.7,3.11,207954.29,3.65
952871.68,16.71,3.11,207757.72,3.64
952695.46,16.7,3.11,207338.33,3.64
952745.91,16.71,3.12,207401.29,3.64
952796.36,16.71,3.12,207654.73,3.64
952796.36,16.71,3.12,207647.19,3.64
952796.36,16.71,3.12,207647.19,3.64
953389.18,16.72,3.13,207567.78,3.64
953568.89,16.73,3.14,207625.77,3.64
953619.33,16.73,3.14,207818.23,3.65
953815.9,16.73,3.14,207753.99,3.64
954012.47,16.74,3.15,207753.56,3.65
954253.04,16.74,3.15,208377.34,3.66
954303.49,16.75,3.16,208377.29,3.66
954353.94,16.75,3.16,208377.29,3.66
954539.6,16.75,3.16,208545.6,3.66
954736.16,16.76,3.17,208545.18,3.66
954736.16,16.76,3.17,208605.61,3.66
954915.87,16.76,3.17,208605.61,3.66
955112.43,16.77,3.18,209159.5,3.67
954976.53,16.77,3.18,209142.95,3.67
955026.98,16.77,3.18,209142.91,3.67
955077.42,16.78,3.18,209269.32,3.68
955257.13,16.78,3.19,209261.27,3.68
955257.13,16.78,3.19,209134.45,3.67
955416.81,16.78,3.19,209124.43,3.67
955280.9,16.79,3.19,209141.98,3.67
955331.35,16.79,3.2,209268.4,3.68
955381.8,16.79,3.2,209394.81,3.68
955561.5,16.8,3.21,209685.31,3.69
955758.07,16.8,3.21,209684.89,3.69
955808.52,16.8,3.21,209684.84,3.69
955858.97,16.81,3.22,209684.84,3.69
956038.67,16.81,3.22,210013.99,3.69
956198.35,16.82,3.23,210013.99,3.69
956248.8,16.82,3.23,210013.94,3.69
956112.89,16.82,3.23,210013.94,3.69
955976.99,16.82,3.23,210013.52,3.7
956027.44,16.82,3.23,210088.78,3.7
956227.21,16.83,3.24,210026.33,3.7
956432.6,16.84,3.25,210514.11,3.71
956612.31,16.84,3.25,210514.08,3.71
956612.31,16.84,3.25,210523.73,3.71
957198.51,16.85,3.26,210422.04,3.7
957378.22,16.86,3.27,210360.03,3.7
957425.58,16.86,3.27,210018.33,3.7
957476.03,16.86,3.27,210144.74,3.7
957526.48,16.87,3.28,210144.69,3.7
957712.14,16.87,3.28,210121.66,3.7
957897.8,16.88,3.28,209781.46,3.7
958077.5,16.88,3.29,210093.61,3.7
958257.21,16.88,3.29,210097.29,3.7
958436.91,16.89,3.3,210155.28,3.7
958479.49,16.89,3.3,210157.02,3.7
958659.2,16.89,3.3,210156.6,3.7
958855.76,16.9,3.31,210156.18,3.7
958906.21,16.9,3.31,210156.18,3.7
958956.66,16.91,3.31,210155.81,3.7
958999.24,16.91,3.32,210155.39,3.7
959049.69,16.91,3.32,210488.36,3.71
959246.26,16.91,3.32,210487.93,3.71
959405.94,16.92,3.33,210487.51,3.71
960148.31,16.93,3.34,210798.51,3.72
960386.99,16.94,3.35,210859.28,3.72
960572.65,16.94,3.35,210830.9,3.72
960572.65,16.94,3.35,210830.48,3.72
960758.31,16.95,3.36,210830.48,3.72
960917.99,16.95,3.36,210830.48,3.72
961114.56,16.96,3.37,210766.24,3.72
961165.01,16.96,3.37,210892.66,3.72
961215.46,16.96,3.37,210892.66,3.72
961375.14,16.97,3.38,210986.88,3.72
961425.58,16.97,3.38,210986.83,3.72
961611.24,16.98,3.39,210986.41,3.73
961611.24,16.98,3.39,210862.94,3.72
961355.63,16.97,3.38,210766.49,3.72
961406.08,16.98,3.39,210766.44,3.72
961270.17,16.98,3.39,210766.02,3.72
961449.88,16.98,3.39,210765.99,3.72
961313.97,16.98,3.39,210765.57,3.72
961510.54,16.99,3.4,210765.19,3.72
961560.99,16.99,3.4,210764.89,3.72
961720.67,17.0,3.41,210859.11,3.73
961720.67,17.0,3.41,210858.74,3.73
961720.67,17.0,3.41,210735.27,3.72
961771.11,17.0,3.41,210735.27,3.72
961635.21,17.0,3.41,210735.27,3.73
961685.66,17.0,3.41,210735.27,3.73
961845.33,17.01,3.42,210735.27,3.73
962005.01,17.01,3.42,210734.85,3.73
962164.69,17.02,3.43,210734.43,3.73
962215.14,17.02,3.43,210736.91,3.73
962079.23,17.02,3.43,210590.41,3.73
962238.91,17.03,3.44,210590.41,3.73
962398.59,17.03,3.44,210590.03,3.73
962578.29,17.04,3.45,210623.93,3.73
962758.0,17.04,3.45,210627.85,3.73
962937.71,17.04,3.45,210719.49,3.73
963117.41,17.05,3.46,210777.48,3.73
963297.12,17.05,3.46,210769.43,3.73
963297.12,17.05,3.46,210791.13,3.73
963041.5,17.05,3.46,210790.73,3.73
963238.07,17.06,3.46,210813.29,3.73
963288.52,17.06,3.47,210813.29,3.73
963288.52,17.06,3.47,210812.87,3.73
963468.22,17.06,3.47,210789.84,3.73
963468.22,17.06,3.47,210814.36,3.73
963673.61,17.07,3.48,210791.33,3.73
963853.32,17.07,3.48,210795.53,3.73
963903.77,17.08,3.49,210795.11,3.73
963954.22,17.08,3.49,210921.53,3.74
963954.22,17.08,3.49,210798.06,3.74
964133.92,17.08,3.49,210798.03,3.74
964007.42,17.08,3.49,210827.97,3.74
964246.11,17.09,3.5,210888.74,3.74
964486.68,17.09,3.5,210577.6,3.73
964231.07,17.09,3.5,210487.89,3.73
964416.73,17.1,3.51,210550.48,3.73
964467.18,17.1,3.51,210941.19,3.74
964331.27,17.1,3.51,211240.04,3.75
964219.04,17.1,3.51,211029.92,3.74
964415.61,17.11,3.52,211030.69,3.74
964654.3,17.11,3.52,211030.69,3.74
964518.39,17.11,3.52,211030.32,3.74
964568.84,17.12,3.53,211030.27,3.74
964809.41,17.12,3.53,210974.54,3.74
964989.11,17.13,3.53,210974.51,3.74
965174.77,17.13,3.54,210976.66,3.74
965225.22,17.13,3.54,210976.66,3.74
965410.88,17.14,3.55,210976.24,3.75
965590.59,17.14,3.55,210976.24,3.75
965787.15,17.15,3.56,210976.24,3.75
965983.72,17.15,3.56,210976.24,3.75
966034.17,17.16,3.56,211102.65,3.75
966073.66,17.16,3.57,210854.73,3.74
966073.66,17.16,3.57,211094.66,3.75
966073.66,17.16,3.57,210907.74,3.75
966233.34,17.16,3.57,210907.32,3.75
966233.34,17.16,3.57,211117.66,3.75
966283.79,17.16,3.57,211117.62,3.75
966147.88,17.17,3.57,211117.19,3.75
966890.25,17.18,3.59,211428.19,3.76
966890.25,17.18,3.59,211427.77,3.76
967130.82,17.18,3.59,211372.04,3.76
967181.27,17.19,3.6,211876.11,3.77
967360.98,17.19,3.6,211880.03,3.77
967411.42,17.2,3.61,211942.99,3.77
967591.13,17.2,3.61,212375.68,3.78
967493.49,17.2,3.61,212184.03,3.77
967357.59,17.2,3.61,212286.18,3.77
967408.04,17.2,3.61,212293.02,3.78
967458.49,17.21,3.62,212485.48,3.78
967508.93,17.21,3.62,212485.43,3.78
967508.93,17.21,3.62,212296.32,3.78
967688.64,17.22,3.62,212295.95,3.78
967739.09,17.22,3.63,212295.9,3.78
967781.21,17.22,3.63,212308.25,3.78
967977.78,17.23,3.63,212691.64,3.78
967977.78,17.23,3.63,212691.64,3.78
967868.14,17.22,3.63,212691.25,3.79
968047.84,17.23,3.64,212952.67,3.79
967911.93,17.23,3.64,212952.07,3.79
967802.29,17.23,3.64,212813.62,3.79
967982.0,17.23,3.64,212813.25,3.79
968032.45,17.24,3.65,212813.25,3.79
968220.0,17.24,3.65,212832.16,3.79
968270.45,17.24,3.65,212958.58,3.79
968134.54,17.25,3.65,213174.14,3.8
968134.54,17.25,3.65,213174.14,3.8
968184.99,17.25,3.66,213174.09,3.8
968235.44,17.25,3.66,213174.04,3.8
968415.15,17.26,3.67,213177.49,3.8
968891.11,17.27,3.68,213381.93,3.8
969812.07,17.28,3.69,214237.53,3.82
969979.57,17.29,3.7,214238.86,3.82
970022.15,17.29,3.7,214093.51,3.82
969886.24,17.29,3.7,214090.39,3.82
970065.95,17.29,3.7,214082.33,3.82
970106.05,17.29,3.7,213762.9,3.81
970097.38,17.3,3.71,213511.07,3.81
970277.09,17.3,3.71,213525.82,3.81
970277.09,17.3,3.71,213379.32,3.8
970462.75,17.31,3.71,213385.41,3.81
970462.75,17.31,3.71,213478.82,3.81
970642.45,17.31,3.72,213478.82,3.81
970506.55,17.31,3.72,213707.04,3.81
970556.99,17.31,3.72,213705.55,3.81
970753.56,17.32,3.73,213738.31,3.81
970804.01,17.32,3.73,213864.72,3.82
970983.72,17.33,3.74,213864.69,3.82
970847.81,17.33,3.74,213769.69,3.82
971044.37,17.33,3.74,213771.27,3.82
