ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2c0d-policy_BestFit1000desharemdd81a-de_share-gs_best-scmd_d81a-origin_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2c0d-policy_BestFit1000desharemdd81a-de_share-gs_best-scmd_d81a-origin_ratio,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2c0d-policy_BestFit1000desharemdd81a-de_share-gs_best-scmd_d81a-origin_q124,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2c0d-policy_BestFit1000desharemdd81a-de_share-gs_best-scmd_d81a-bellman_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2c0d-policy_BestFit1000desharemdd81a-de_share-gs_best-scmd_d81a-bellman_ratio
426347.02,98.55,84.96,424530.97,98.13
426347.02,98.55,84.96,424530.97,98.13
426347.02,98.55,84.96,424530.97,98.13
426347.02,98.55,84.96,424530.97,98.13
426347.02,98.55,84.96,424530.97,98.13
426347.02,98.55,84.96,424530.97,98.13
426347.02,98.55,84.96,424530.97,98.13
426347.02,98.55,84.96,424530.97,98.13
426347.02,98.55,84.96,424530.97,98.13
426347.02,98.55,84.96,424530.97,98.13
426347.02,98.55,84.96,424530.97,98.13
426347.02,98.55,84.96,424530.97,98.13
426347.02,98.55,84.96,424530.97,98.13
426347.02,98.55,84.96,424530.97,98.13
426347.02,98.55,84.96,424530.97,98.13
426347.02,98.55,84.96,424530.97,98.13
426347.02,98.55,84.96,424530.97,98.13
426347.02,98.55,84.96,424530.97,98.13
426347.02,98.55,84.96,424530.97,98.13
426347.02,98.55,84.96,424530.97,98.13
426347.02,98.55,84.96,424530.97,98.13
426347.02,98.55,84.96,424530.97,98.13
426347.02,98.55,84.96,424530.97,98.13
426347.02,98.55,84.96,424530.97,98.13
426347.02,98.55,84.96,424530.97,98.13
426347.02,98.55,84.96,424530.97,98.13
426347.02,98.55,84.96,424530.97,98.13
426347.02,98.55,84.96,424530.97,98.13
426347.02,98.55,84.96,424530.97,98.13
426347.02,98.55,84.96,424530.97,98.13
426347.02,98.55,84.96,424530.97,98.13
426347.02,98.55,84.96,424530.97,98.13
426189.66,98.55,84.96,424373.61,98.13
426189.66,98.55,84.96,424373.61,98.13
426193.63,98.56,84.96,424391.16,98.14
426193.63,98.56,84.96,424391.16,98.14
426193.63,98.56,84.96,424391.16,98.14
426193.63,98.56,84.96,424391.16,98.14
426193.63,98.56,84.96,424391.16,98.14
426193.63,98.56,84.96,424391.16,98.14
426193.63,98.56,84.96,424391.16,98.14
426193.63,98.56,84.96,424391.16,98.14
426193.63,98.56,84.96,424391.16,98.14
426193.63,98.56,84.96,424391.16,98.14
426193.63,98.56,84.96,424391.16,98.14
426193.63,98.56,84.96,424391.16,98.14
426193.63,98.56,84.96,424391.16,98.14
425903.63,98.55,84.96,424101.16,98.14
425903.63,98.55,84.96,424101.16,98.14
425903.63,98.55,84.96,424101.16,98.14
425903.63,98.55,84.96,424101.16,98.14
425903.63,98.55,84.96,424101.16,98.14
425903.63,98.55,84.96,424101.16,98.14
425903.63,98.55,84.96,424101.16,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425744.95,98.55,84.96,423942.27,98.14
425748.91,98.56,84.96,423943.41,98.14
425748.91,98.56,84.96,423943.41,98.14
425748.91,98.56,84.96,423943.41,98.14
425748.91,98.56,84.96,423943.41,98.14
425748.91,98.56,84.96,423943.41,98.14
425748.91,98.56,84.96,423943.41,98.14
425748.91,98.56,84.96,423943.41,98.14
425748.91,98.56,84.96,423943.41,98.14
425753.01,98.56,84.96,423944.55,98.14
425753.01,98.56,84.96,423944.55,98.14
425753.01,98.56,84.96,423944.55,98.14
425753.01,98.56,84.96,423944.55,98.14
425753.01,98.56,84.96,423944.55,98.14
425753.01,98.56,84.96,423944.55,98.14
425753.01,98.56,84.96,423944.55,98.14
425753.01,98.56,84.96,423944.55,98.14
425753.01,98.56,84.96,423944.55,98.14
425753.01,98.56,84.96,423944.55,98.14
425753.01,98.56,84.96,423944.55,98.14
425753.01,98.56,84.96,423944.55,98.14
425753.01,98.56,84.96,423944.55,98.14
425753.01,98.56,84.96,423944.55,98.14
425753.01,98.56,84.96,423944.55,98.14
425753.01,98.56,84.96,423944.55,98.14
425753.01,98.56,84.96,423944.55,98.14
425753.01,98.56,84.96,423944.55,98.14
425753.01,98.56,84.96,423944.55,98.14
425753.01,98.56,84.96,423944.55,98.14
425753.01,98.56,84.96,423944.55,98.14
425753.01,98.56,84.96,423944.55,98.14
425753.01,98.56,84.96,423944.55,98.14
425753.01,98.56,84.96,423944.55,98.14
425753.01,98.56,84.96,423944.55,98.14
425753.01,98.56,84.96,423944.55,98.14
425753.01,98.56,84.96,423944.55,98.14
425753.01,98.56,84.96,423944.55,98.14
425753.01,98.56,84.96,423944.55,98.14
425753.01,98.56,84.96,423944.55,98.14
425753.01,98.56,84.96,423944.55,98.14
425753.01,98.56,84.96,423944.55,98.14
425753.01,98.56,84.96,423944.55,98.14
425753.01,98.56,84.96,423944.55,98.14
425753.01,98.56,84.96,423944.55,98.14
425753.01,98.56,84.96,423944.55,98.14
425753.01,98.56,84.96,423944.55,98.14
425756.98,98.56,84.96,423945.68,98.14
425756.98,98.56,84.96,423945.68,98.14
425756.98,98.56,84.96,423945.68,98.14
425756.98,98.56,84.96,423945.68,98.14
425756.98,98.56,84.96,423945.68,98.14
425756.98,98.56,84.96,423945.68,98.14
425756.98,98.56,84.96,423945.68,98.14
425756.98,98.56,84.96,423945.68,98.14
425756.98,98.56,84.96,423945.68,98.14
425756.98,98.56,84.96,423945.68,98.14
425756.98,98.56,84.96,423945.68,98.14
425756.98,98.56,84.96,423945.68,98.14
425756.98,98.56,84.96,423945.68,98.14
425756.98,98.56,84.96,423945.68,98.14
425756.98,98.56,84.96,423945.68,98.14
425760.94,98.56,84.96,423967.84,98.14
425760.94,98.56,84.96,423967.84,98.14
425760.94,98.56,84.96,423967.84,98.14
425603.58,98.56,84.96,423808.95,98.14
425603.58,98.56,84.96,423808.95,98.14
425603.58,98.56,84.96,423808.95,98.14
425446.22,98.56,84.96,423652.01,98.14
425446.22,98.56,84.96,423652.01,98.14
425446.22,98.56,84.96,423652.01,98.14
425446.22,98.56,84.96,423652.01,98.14
425446.22,98.56,84.96,423652.01,98.14
425446.22,98.56,84.96,423652.01,98.14
425446.22,98.56,84.96,423652.01,98.14
425446.22,98.56,84.96,423652.01,98.14
425446.22,98.56,84.96,423652.01,98.14
425446.22,98.56,84.96,423652.01,98.14
425446.22,98.56,84.96,423652.01,98.14
425448.87,98.56,84.96,423653.14,98.14
425448.87,98.56,84.96,423653.14,98.14
425448.87,98.56,84.96,423653.14,98.14
425448.87,98.56,84.96,423653.14,98.14
425448.87,98.56,84.96,423653.14,98.14
425448.87,98.56,84.96,423653.14,98.14
425448.87,98.56,84.96,423653.14,98.14
425448.87,98.56,84.96,423653.14,98.14
425448.87,98.56,84.96,423653.14,98.14
425448.87,98.56,84.96,423653.14,98.14
425448.87,98.56,84.96,423653.14,98.14
425448.87,98.56,84.96,423653.14,98.14
425448.87,98.56,84.96,423653.14,98.14
425448.87,98.56,84.96,423653.14,98.14
425448.87,98.56,84.96,423653.14,98.14
425448.87,98.56,84.96,423653.14,98.14
425448.87,98.56,84.96,423653.14,98.14
425448.87,98.56,84.96,423653.14,98.14
425448.87,98.56,84.96,423653.14,98.14
425448.87,98.56,84.96,423653.14,98.14
425448.87,98.56,84.96,423653.14,98.14
425448.87,98.56,84.96,423653.14,98.14
425448.87,98.56,84.96,423653.14,98.14
425448.87,98.56,84.96,423653.14,98.14
425448.87,98.56,84.96,423653.14,98.14
425448.87,98.56,84.96,423653.14,98.14
425448.87,98.56,84.96,423653.14,98.14
425448.87,98.56,84.96,423653.14,98.14
425448.87,98.56,84.96,423653.14,98.14
425448.87,98.56,84.96,423653.14,98.14
425448.87,98.56,84.96,423653.14,98.14
425448.87,98.56,84.96,423653.14,98.14
425448.87,98.56,84.96,423653.14,98.14
425452.97,98.56,84.96,423654.27,98.14
425452.97,98.56,84.96,423654.27,98.14
425452.97,98.56,84.96,423654.27,98.14
425452.97,98.56,84.96,423679.47,98.15
425452.97,98.56,84.96,423679.47,98.15
425452.97,98.56,84.96,423679.47,98.15
425452.97,98.56,84.96,423679.47,98.15
425452.97,98.56,84.96,423662.12,98.14
425452.97,98.56,84.96,423662.12,98.14
425452.97,98.56,84.96,423662.12,98.14
425452.97,98.56,84.96,423662.12,98.14
425452.97,98.56,84.96,423662.12,98.14
425452.97,98.56,84.96,423662.12,98.14
425452.97,98.56,84.96,423662.12,98.14
425452.97,98.56,84.96,423682.61,98.15
425452.97,98.56,84.96,423682.61,98.15
425452.97,98.56,84.96,423682.61,98.15
425452.97,98.56,84.96,423682.83,98.15
425452.97,98.56,84.96,423681.41,98.15
425452.97,98.56,84.96,423681.41,98.15
425452.97,98.56,84.96,423681.41,98.15
425452.97,98.56,84.96,423681.41,98.15
425452.97,98.56,84.96,423681.41,98.15
425452.97,98.56,84.96,423681.41,98.15
425452.97,98.56,84.96,423681.41,98.15
425452.97,98.56,84.96,423681.41,98.15
425452.97,98.56,84.96,423681.41,98.15
425452.97,98.56,84.96,423681.41,98.15
425452.97,98.56,84.96,423681.41,98.15
425294.43,98.56,84.96,423522.87,98.15
425294.43,98.56,84.96,423522.87,98.15
425299.71,98.56,84.96,423524.01,98.15
425299.71,98.56,84.96,423524.01,98.15
425299.71,98.56,84.96,423524.01,98.15
425299.71,98.56,84.96,423524.01,98.15
425299.71,98.56,84.96,423524.01,98.15
425299.71,98.56,84.96,423524.01,98.15
425299.71,98.56,84.96,423524.01,98.15
425299.71,98.56,84.96,423524.01,98.15
425299.71,98.56,84.96,423524.01,98.15
425299.71,98.56,84.96,423524.01,98.15
425299.71,98.56,84.96,423524.01,98.15
425299.71,98.56,84.96,423524.01,98.15
425299.71,98.56,84.96,423524.01,98.15
425299.71,98.56,84.96,423524.01,98.15
425299.71,98.56,84.96,423524.01,98.15
425299.71,98.56,84.96,423524.01,98.15
425299.71,98.56,84.96,423524.01,98.15
425299.71,98.56,84.96,423524.01,98.15
425299.71,98.56,84.96,423524.01,98.15
425299.71,98.56,84.96,423524.01,98.15
425299.71,98.56,84.96,423524.01,98.15
425299.71,98.56,84.96,423524.01,98.15
425299.71,98.56,84.96,423524.01,98.15
425299.71,98.56,84.96,423521.87,98.15
425299.71,98.56,84.96,423521.87,98.15
425299.71,98.56,84.96,423521.87,98.15
425305.0,98.56,84.96,423547.41,98.15
425305.0,98.56,84.96,423547.41,98.15
425305.0,98.56,84.96,423547.41,98.15
425305.0,98.56,84.96,423547.41,98.15
425305.0,98.56,84.96,423547.41,98.15
425305.0,98.56,84.96,423547.41,98.15
425305.0,98.56,84.96,423547.41,98.15
425305.0,98.56,84.96,423547.41,98.15
425305.0,98.56,84.96,423547.41,98.15
425305.0,98.56,84.96,423547.41,98.15
425305.0,98.56,84.96,423547.41,98.15
425305.0,98.56,84.96,423547.41,98.15
425305.0,98.56,84.96,423547.41,98.15
425305.0,98.56,84.96,423547.41,98.15
425305.0,98.56,84.96,423547.41,98.15
425305.0,98.56,84.96,423547.41,98.15
425305.0,98.56,84.96,423547.41,98.15
425305.0,98.56,84.96,423547.41,98.15
425305.0,98.56,84.96,423547.41,98.15
425305.0,98.56,84.96,423547.41,98.15
425305.0,98.56,84.96,423547.41,98.15
425305.0,98.56,84.96,423547.41,98.15
425305.0,98.56,84.96,423547.41,98.15
425305.0,98.56,84.96,423547.41,98.15
425305.0,98.56,84.96,423547.41,98.15
425305.0,98.56,84.96,423547.41,98.15
425305.0,98.56,84.96,423547.41,98.15
425305.0,98.56,84.96,423547.41,98.15
425305.0,98.56,84.96,423547.41,98.15
425305.0,98.56,84.96,423547.41,98.15
425305.0,98.56,84.96,423547.41,98.15
425305.0,98.56,84.96,423547.41,98.15
425305.0,98.56,84.96,423547.41,98.15
425305.0,98.56,84.96,423518.28,98.15
425305.0,98.56,84.96,423518.28,98.15
425305.0,98.56,84.96,423518.28,98.15
425305.0,98.56,84.96,423547.76,98.15
425305.0,98.56,84.96,423547.76,98.15
425305.0,98.56,84.96,423547.76,98.15
425255.0,98.56,84.96,423497.76,98.15
425255.0,98.56,84.96,423497.76,98.15
425255.0,98.56,84.96,423497.76,98.15
425255.0,98.56,84.96,423477.61,98.15
425255.0,98.56,84.96,423477.61,98.15
425255.0,98.56,84.96,423477.61,98.15
425255.0,98.56,84.96,423477.61,98.15
425255.0,98.56,84.96,423477.61,98.15
425255.0,98.56,84.96,423477.61,98.15
425097.64,98.56,84.96,423318.73,98.15
425097.64,98.56,84.96,423318.73,98.15
425097.64,98.56,84.96,423318.73,98.15
425097.64,98.56,84.96,423318.73,98.15
425097.64,98.56,84.96,423318.73,98.15
425097.64,98.56,84.96,423318.73,98.15
425097.64,98.56,84.96,423318.73,98.15
426439.77,99.1,85.51,423424.34,98.4
426439.77,99.1,85.51,423424.34,98.4
426439.77,99.1,85.51,423424.34,98.4
426439.77,99.1,85.51,423424.34,98.4
426439.77,99.1,85.51,423424.34,98.4
426439.77,99.1,85.51,423424.34,98.4
426439.77,99.1,85.51,423424.34,98.4
426439.77,99.1,85.51,423424.34,98.4
426439.77,99.1,85.51,423449.0,98.41
426439.77,99.1,85.51,423449.0,98.41
426439.77,99.1,85.51,423449.0,98.41
426439.77,99.1,85.51,423449.0,98.41
426439.77,99.1,85.51,423449.0,98.41
426439.77,99.1,85.51,423449.0,98.41
426439.77,99.1,85.51,423449.0,98.41
426439.77,99.1,85.51,423449.0,98.41
426439.77,99.1,85.51,423449.0,98.41
426439.77,99.1,85.51,423449.0,98.41
426439.77,99.1,85.51,423449.0,98.41
426281.09,99.1,85.51,423290.74,98.41
426281.09,99.1,85.51,423290.74,98.41
426281.09,99.1,85.51,423290.74,98.41
426281.09,99.1,85.51,423290.74,98.41
426281.09,99.1,85.51,423290.74,98.41
426281.09,99.1,85.51,423290.74,98.41
426281.09,99.1,85.51,423290.74,98.41
426281.09,99.1,85.51,423290.74,98.41
426281.09,99.1,85.51,423290.74,98.41
426281.09,99.1,85.51,423290.74,98.41
426281.09,99.1,85.51,423290.74,98.41
426123.88,99.1,85.51,423131.85,98.41
426123.88,99.1,85.51,423131.85,98.41
426123.88,99.1,85.51,423131.85,98.41
426123.88,99.1,85.51,423131.85,98.41
426123.88,99.1,85.51,423131.85,98.41
426123.88,99.1,85.51,423131.85,98.41
426123.88,99.1,85.51,423131.85,98.41
426123.88,99.1,85.51,423131.85,98.41
426123.88,99.1,85.51,423131.85,98.41
426123.88,99.1,85.51,423131.85,98.41
426123.88,99.1,85.51,423131.85,98.41
426123.88,99.1,85.51,423131.85,98.41
426123.88,99.1,85.51,423131.85,98.41
426123.88,99.1,85.51,423131.85,98.41
426123.88,99.1,85.51,423131.85,98.41
426123.88,99.1,85.51,423131.85,98.41
426123.88,99.1,85.51,423131.85,98.41
426123.88,99.1,85.51,423131.85,98.41
426123.88,99.1,85.51,423131.85,98.41
426123.88,99.1,85.51,423131.85,98.41
426129.16,99.1,85.51,423133.0,98.41
426129.16,99.1,85.51,423133.0,98.41
426129.16,99.1,85.51,423133.0,98.41
426129.16,99.1,85.51,423133.0,98.41
425971.8,99.1,85.51,422974.11,98.41
425971.8,99.1,85.51,422974.11,98.41
425971.8,99.1,85.51,422974.11,98.41
425971.8,99.1,85.51,422974.11,98.41
425971.8,99.1,85.51,422974.11,98.41
425971.8,99.1,85.51,422974.11,98.41
425971.8,99.1,85.51,422974.11,98.41
425971.8,99.1,85.51,422974.11,98.41
425971.8,99.1,85.51,422974.11,98.41
425971.8,99.1,85.51,422974.11,98.41
425971.8,99.1,85.51,422974.11,98.41
425971.8,99.1,85.51,422974.11,98.41
425971.8,99.1,85.51,422974.11,98.41
425971.8,99.1,85.51,422974.11,98.41
425971.8,99.1,85.51,422974.11,98.41
425971.8,99.1,85.51,422974.11,98.41
425971.8,99.1,85.51,422974.11,98.41
425971.8,99.1,85.51,422974.11,98.41
425971.8,99.1,85.51,422974.11,98.41
425971.8,99.1,85.51,422974.11,98.41
425971.8,99.1,85.51,422974.11,98.41
425971.8,99.1,85.51,422974.11,98.41
425971.8,99.1,85.51,422974.11,98.41
425971.8,99.1,85.51,422974.11,98.41
425971.8,99.1,85.51,422974.11,98.41
425971.8,99.1,85.51,422974.11,98.41
425971.8,99.1,85.51,422974.11,98.41
425971.8,99.1,85.51,422974.11,98.41
425971.8,99.1,85.51,422974.11,98.41
425971.8,99.1,85.51,422974.11,98.41
425971.8,99.1,85.51,422974.11,98.41
425971.8,99.1,85.51,422974.11,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422815.22,98.41
425814.58,99.11,85.51,422838.11,98.41
425814.58,99.11,85.51,422838.11,98.41
425814.58,99.11,85.51,422838.11,98.41
425814.58,99.11,85.51,422838.11,98.41
425814.58,99.11,85.51,422838.11,98.41
425814.58,99.11,85.51,422838.11,98.41
425814.58,99.11,85.51,422838.11,98.41
425814.58,99.11,85.51,422838.11,98.41
425814.58,99.11,85.51,422838.11,98.41
425814.58,99.11,85.51,422838.11,98.41
425814.58,99.11,85.51,422838.11,98.41
425814.58,99.11,85.51,422838.11,98.41
425814.58,99.11,85.51,422838.11,98.41
425814.58,99.11,85.51,422838.11,98.41
425814.58,99.11,85.51,422838.11,98.41
425814.58,99.11,85.51,422838.11,98.41
425814.58,99.11,85.51,422838.11,98.41
425814.58,99.11,85.51,422838.11,98.41
425814.58,99.11,85.51,422838.11,98.41
425814.58,99.11,85.51,422832.45,98.41
425814.58,99.11,85.51,422832.45,98.41
425814.58,99.11,85.51,422832.45,98.41
425814.58,99.11,85.51,422832.45,98.41
425814.58,99.11,85.51,422832.45,98.41
425814.58,99.11,85.51,422832.45,98.41
425814.58,99.11,85.51,422832.45,98.41
425814.58,99.11,85.51,422832.45,98.41
425814.58,99.11,85.51,422832.45,98.41
425814.58,99.11,85.51,422832.45,98.41
425814.58,99.11,85.51,422832.57,98.41
425814.58,99.11,85.51,422832.57,98.41
425814.58,99.11,85.51,422832.57,98.41
425814.58,99.11,85.51,422832.57,98.41
425814.58,99.11,85.51,422832.57,98.41
425814.58,99.11,85.51,422832.57,98.41
425814.58,99.11,85.51,422832.57,98.41
425814.58,99.11,85.51,422832.57,98.41
425814.58,99.11,85.51,422832.57,98.41
425814.58,99.11,85.51,422832.57,98.41
425814.58,99.11,85.51,422832.57,98.41
425814.58,99.11,85.51,422832.57,98.41
425814.58,99.11,85.51,422832.57,98.41
425814.58,99.11,85.51,422832.57,98.41
425814.58,99.11,85.51,422832.57,98.41
425814.58,99.11,85.51,422832.57,98.41
425814.58,99.11,85.51,422832.57,98.41
425814.58,99.11,85.51,422832.57,98.41
425814.58,99.11,85.51,422832.57,98.41
425814.58,99.11,85.51,422832.57,98.41
425814.58,99.11,85.51,422832.57,98.41
425814.58,99.11,85.51,422832.57,98.41
425814.58,99.11,85.51,422832.57,98.41
425814.58,99.11,85.51,422832.57,98.41
425814.58,99.11,85.51,422832.57,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425658.69,99.11,85.51,422676.67,98.41
425502.79,99.11,85.51,422517.78,98.41
425502.79,99.11,85.51,422517.78,98.41
425502.79,99.11,85.51,422517.78,98.41
425502.79,99.11,85.51,422517.78,98.41
425502.79,99.11,85.51,422517.78,98.41
425346.89,99.11,85.51,422358.89,98.41
425346.89,99.11,85.51,422358.89,98.41
425346.89,99.11,85.51,422358.89,98.41
425346.89,99.11,85.51,422358.89,98.41
425346.89,99.11,85.51,422358.89,98.41
425346.89,99.11,85.51,422358.89,98.41
425346.89,99.11,85.51,422358.89,98.41
425346.89,99.11,85.51,422358.89,98.41
425346.89,99.11,85.51,422358.89,98.41
425346.89,99.11,85.51,422358.89,98.41
425346.89,99.11,85.51,422358.89,98.41
425346.89,99.11,85.51,422358.89,98.41
425346.89,99.11,85.51,422358.89,98.41
425346.89,99.11,85.51,422358.89,98.41
425346.89,99.11,85.51,422358.89,98.41
425346.89,99.11,85.51,422358.89,98.41
425346.89,99.11,85.51,422358.89,98.41
425346.89,99.11,85.51,422358.89,98.41
425346.89,99.11,85.51,422358.89,98.41
425346.89,99.11,85.51,422358.89,98.41
425346.89,99.11,85.51,422358.89,98.41
