ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2c0d-policy_BestFit1000desharemdd81a-de_share-gs_best-scmd_d81a-origin_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2c0d-policy_BestFit1000desharemdd81a-de_share-gs_best-scmd_d81a-origin_ratio,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2c0d-policy_BestFit1000desharemdd81a-de_share-gs_best-scmd_d81a-origin_q124,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2c0d-policy_BestFit1000desharemdd81a-de_share-gs_best-scmd_d81a-bellman_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2c0d-policy_BestFit1000desharemdd81a-de_share-gs_best-scmd_d81a-bellman_ratio
785136.86,17.47,3.88,200134.83,4.45
785000.88,17.47,3.88,200134.83,4.46
784628.88,17.47,3.87,200153.59,4.46
784492.9,17.47,3.87,200141.9,4.46
784492.9,17.47,3.87,200141.9,4.46
784545.61,17.47,3.88,200134.83,4.46
784409.63,17.47,3.88,200281.83,4.46
784409.63,17.47,3.88,200281.83,4.46
784273.65,17.48,3.88,200483.96,4.47
784137.67,17.48,3.88,200243.58,4.46
784433.69,17.48,3.89,200831.38,4.48
784297.72,17.49,3.89,200831.07,4.48
784161.74,17.49,3.89,200831.07,4.48
784214.44,17.49,3.89,200831.07,4.48
784214.44,17.49,3.89,200831.07,4.48
784215.76,17.49,3.89,200832.81,4.48
783943.81,17.49,3.89,200859.51,4.48
783807.83,17.49,3.9,200850.25,4.48
783435.83,17.49,3.89,200461.54,4.47
783299.85,17.49,3.89,200444.1,4.48
783163.88,17.49,3.89,200632.12,4.48
783027.9,17.49,3.89,200645.88,4.48
782891.92,17.49,3.89,200664.82,4.48
782891.92,17.49,3.89,200660.96,4.48
782755.95,17.49,3.89,200702.1,4.48
782808.65,17.5,3.9,200628.02,4.48
782672.67,17.5,3.9,201771.33,4.51
782536.69,17.5,3.9,201771.01,4.51
782400.71,17.5,3.9,201798.38,4.51
782404.82,17.5,3.9,201800.46,4.51
782468.69,17.5,3.91,201888.94,4.52
782332.71,17.5,3.91,201889.82,4.52
782332.71,17.5,3.91,201889.82,4.52
782196.73,17.51,3.91,201873.9,4.52
782581.39,17.52,3.92,202389.39,4.53
782581.39,17.52,3.92,202389.39,4.53
782477.84,17.51,3.92,202080.73,4.52
782541.71,17.52,3.92,202265.7,4.53
782405.73,17.52,3.92,202265.39,4.53
782697.42,17.53,3.93,201793.9,4.52
783788.54,17.56,3.96,203369.77,4.56
783652.56,17.56,3.96,203369.77,4.56
783077.75,17.55,3.95,202988.29,4.55
782941.77,17.55,3.95,203004.83,4.55
782783.09,17.55,3.95,202846.99,4.55
783079.11,17.55,3.96,202839.33,4.55
782855.65,17.55,3.95,202830.45,4.55
782719.67,17.55,3.95,203018.19,4.55
782772.38,17.56,3.96,202933.6,4.55
783233.6,17.57,3.97,202830.45,4.55
782937.66,17.56,3.96,203634.29,4.57
782801.68,17.56,3.97,203459.08,4.56
782665.7,17.56,3.97,203459.24,4.57
782529.72,17.56,3.97,203458.77,4.57
782914.39,17.57,3.98,203492.74,4.57
782914.39,17.57,3.98,203492.74,4.57
782778.41,17.58,3.98,203458.77,4.57
782642.43,17.58,3.98,203458.77,4.57
782506.45,17.58,3.98,203994.24,4.58
782506.45,17.58,3.98,203994.24,4.58
782559.16,17.58,3.98,203940.48,4.58
782611.86,17.59,3.99,204165.8,4.59
782475.88,17.59,3.99,204165.49,4.59
782339.9,17.59,3.99,204165.49,4.59
782203.92,17.59,3.99,204221.14,4.59
782067.95,17.59,3.99,204188.01,4.59
781931.97,17.59,3.99,204178.67,4.59
781817.63,17.59,3.99,204789.13,4.61
781670.83,17.59,4.0,204240.25,4.6
781982.52,17.6,4.0,204644.67,4.61
781846.54,17.6,4.0,204644.36,4.61
781710.56,17.6,4.01,204644.36,4.61
781710.56,17.6,4.01,204719.78,4.61
781492.08,17.6,4.0,204495.73,4.61
780492.08,17.58,3.98,203495.73,4.58
780356.11,17.58,3.98,203495.73,4.58
780356.11,17.58,3.98,203577.77,4.59
780220.13,17.58,3.99,203635.95,4.59
779821.65,17.58,3.98,203216.77,4.58
779826.73,17.58,3.98,203218.15,4.58
779690.75,17.58,3.98,203160.63,4.58
779378.65,17.57,3.97,203042.3,4.58
779242.67,17.57,3.97,203326.65,4.59
779295.38,17.58,3.98,203297.25,4.59
779299.48,17.58,3.98,203298.55,4.59
779299.48,17.58,3.98,203298.55,4.59
779399.4,17.58,3.98,203239.22,4.58
779352.18,17.58,3.98,203421.81,4.59
779404.88,17.59,3.99,203421.87,4.59
779406.2,17.59,3.99,203427.72,4.59
779270.23,17.59,3.99,203427.34,4.59
779134.25,17.59,3.99,203427.34,4.59
778998.27,17.59,3.99,203436.23,4.59
779451.84,17.6,4.0,203427.34,4.59
779451.84,17.6,4.0,203427.34,4.59
779451.84,17.6,4.0,203427.34,4.59
779504.54,17.6,4.01,203427.34,4.59
779368.56,17.6,4.01,204133.31,4.61
779232.59,17.61,4.01,204185.59,4.61
779232.59,17.61,4.01,204185.59,4.61
778934.58,17.6,4.0,204091.64,4.61
778798.6,17.6,4.0,204091.33,4.61
778798.6,17.6,4.0,204091.33,4.61
778662.63,17.6,4.0,204091.33,4.61
778958.65,17.61,4.01,204091.33,4.61
778958.65,17.61,4.01,204091.33,4.61
778576.65,17.6,4.01,204107.13,4.62
778440.67,17.61,4.01,204098.83,4.62
778825.33,17.62,4.02,204094.67,4.62
778689.35,17.62,4.02,204507.75,4.63
778553.38,17.62,4.02,204529.53,4.63
778417.4,17.62,4.02,204590.32,4.63
778281.42,17.62,4.02,204590.48,4.63
778145.45,17.62,4.02,204590.01,4.63
778041.89,17.62,4.02,204566.25,4.63
777905.92,17.62,4.02,204566.25,4.63
777905.92,17.62,4.02,204526.09,4.63
777958.62,17.62,4.03,204579.83,4.63
778239.73,17.63,4.03,204532.64,4.63
778103.75,17.63,4.04,204526.09,4.63
777967.77,17.63,4.04,205140.67,4.65
778431.72,17.64,4.05,205732.71,4.66
778295.74,17.65,4.05,205732.4,4.66
778486.19,17.65,4.05,205732.4,4.67
777890.44,17.64,4.05,205124.9,4.65
778186.46,17.65,4.05,205276.26,4.66
778050.49,17.65,4.05,205171.04,4.65
777914.51,17.65,4.06,205272.72,4.66
778682.68,17.67,4.08,207546.66,4.71
778873.14,17.68,4.08,207546.34,4.71
778517.39,17.68,4.08,206865.91,4.7
778813.41,17.69,4.09,206865.91,4.7
778613.47,17.68,4.08,206676.79,4.69
778613.47,17.68,4.08,206676.79,4.69
778477.5,17.68,4.09,206745.67,4.7
778105.5,17.68,4.08,206721.06,4.7
777969.52,17.68,4.08,206676.79,4.7
777833.54,17.68,4.08,207766.39,4.72
777833.54,17.68,4.08,207766.39,4.72
777784.87,17.68,4.08,207417.92,4.72
778110.8,17.69,4.09,207638.33,4.72
777974.82,17.69,4.1,207638.03,4.72
777466.04,17.69,4.09,206966.71,4.71
777330.06,17.69,4.09,206966.7,4.71
777330.06,17.69,4.09,206966.7,4.71
777194.08,17.69,4.09,207048.06,4.71
777058.1,17.69,4.09,207025.49,4.71
776922.13,17.69,4.09,206966.7,4.71
776786.15,17.69,4.09,207319.17,4.72
776660.99,17.69,4.09,207023.39,4.72
776373.9,17.69,4.09,206728.15,4.71
776227.11,17.69,4.09,206671.46,4.71
775755.49,17.68,4.08,206309.92,4.7
775619.51,17.68,4.08,206310.08,4.7
775483.53,17.68,4.08,206309.61,4.7
775324.85,17.68,4.08,206150.72,4.7
775709.51,17.69,4.09,206217.62,4.7
775709.51,17.69,4.09,206267.38,4.7
775573.54,17.69,4.09,206399.82,4.71
775437.56,17.69,4.09,206352.74,4.71
775437.56,17.69,4.09,206352.74,4.71
775039.37,17.68,4.09,207506.77,4.73
775309.66,17.69,4.09,206625.37,4.72
775702.2,17.71,4.11,207493.61,4.74
775702.2,17.71,4.11,207493.61,4.74
774702.2,17.69,4.09,206493.61,4.71
774382.2,17.68,4.08,206173.61,4.71
774246.22,17.68,4.08,206173.3,4.71
774043.01,17.68,4.08,205870.17,4.7
773907.03,17.68,4.08,205870.16,4.7
773771.06,17.68,4.08,205899.56,4.7
773635.08,17.68,4.08,205873.19,4.71
773499.1,17.68,4.09,205871.35,4.71
773280.2,17.68,4.08,205647.46,4.7
773332.91,17.68,4.09,205860.18,4.71
773196.93,17.68,4.09,205866.68,4.71
773060.95,17.69,4.09,205834.15,4.71
772924.97,17.69,4.09,205834.31,4.71
772789.0,17.69,4.09,205833.84,4.71
772653.02,17.69,4.09,205883.33,4.71
772517.04,17.69,4.09,205873.66,4.71
772569.74,17.69,4.1,205855.94,4.71
772433.77,17.69,4.1,206202.77,4.72
772433.77,17.69,4.1,206202.77,4.72
772297.79,17.7,4.1,205940.94,4.72
772161.81,17.7,4.1,206022.49,4.72
772025.83,17.7,4.1,206022.17,4.72
771889.86,17.7,4.1,206022.17,4.72
771753.88,17.7,4.1,206053.83,4.73
771753.88,17.7,4.1,206053.83,4.73
771617.9,17.7,4.1,206028.89,4.73
771913.92,17.71,4.11,206022.17,4.73
771541.93,17.7,4.1,206260.18,4.73
771405.95,17.7,4.11,206139.08,4.73
771405.95,17.7,4.11,206139.08,4.73
771458.65,17.71,4.11,206068.85,4.73
771754.67,17.72,4.12,206710.02,4.75
771618.69,17.72,4.12,206710.17,4.75
771482.72,17.72,4.12,206709.7,4.75
771346.74,17.72,4.12,206709.7,4.75
770974.74,17.71,4.11,206307.71,4.74
771255.85,17.72,4.12,206505.67,4.74
771255.85,17.72,4.12,206505.67,4.74
771119.87,17.72,4.12,206307.71,4.74
771005.53,17.72,4.13,206425.7,4.75
771539.86,17.74,4.14,207582.29,4.77
771539.86,17.74,4.14,207582.29,4.77
771403.88,17.74,4.14,207596.06,4.77
771267.9,17.74,4.14,207603.64,4.78
771131.93,17.74,4.14,207582.47,4.78
771184.63,17.75,4.15,207581.98,4.78
771048.65,17.75,4.15,207581.98,4.78
770912.67,17.75,4.15,207996.41,4.79
771219.51,17.76,4.16,208078.13,4.79
771220.83,17.76,4.16,208079.49,4.79
770900.98,17.75,4.15,207724.01,4.78
770702.04,17.75,4.15,207831.59,4.79
770566.06,17.75,4.16,207831.28,4.79
770430.08,17.75,4.16,207831.28,4.79
770431.4,17.75,4.16,207855.43,4.79
770295.43,17.76,4.16,208114.38,4.8
770159.45,17.76,4.16,208092.66,4.8
770159.45,17.76,4.16,208088.94,4.8
770023.47,17.76,4.16,208011.44,4.8
770097.81,17.76,4.16,207957.86,4.8
769939.13,17.76,4.16,207799.6,4.79
770489.16,17.77,4.18,208848.12,4.82
770489.16,17.77,4.18,208848.12,4.82
770104.02,17.77,4.17,208316.29,4.81
770400.04,17.78,4.18,208315.98,4.81
770002.88,17.77,4.17,207943.14,4.8
770002.88,17.77,4.17,207943.14,4.8
769844.2,17.77,4.17,207788.99,4.8
769620.75,17.76,4.17,207788.99,4.8
769484.77,17.76,4.17,207788.99,4.8
769348.79,17.77,4.17,207879.12,4.8
769348.79,17.77,4.17,207879.12,4.8
769212.81,17.77,4.17,207801.44,4.8
769076.84,17.77,4.17,207788.99,4.8
768940.86,17.77,4.17,208238.68,4.81
768815.7,17.77,4.17,208135.71,4.81
768668.9,17.77,4.17,207997.53,4.81
768532.93,17.77,4.17,207997.21,4.81
768585.63,17.78,4.18,207997.21,4.81
768585.63,17.78,4.18,207997.21,4.81
768881.65,17.78,4.19,208015.43,4.81
768745.67,17.79,4.19,208008.49,4.81
769026.78,17.79,4.2,207997.21,4.81
769026.78,17.79,4.2,207997.21,4.81
769079.48,17.8,4.2,208630.98,4.83
769079.48,17.8,4.2,208630.98,4.83
768943.51,17.8,4.2,208810.81,4.83
768996.21,17.8,4.21,209160.06,4.84
768796.37,17.8,4.2,209211.09,4.84
768849.07,17.81,4.21,209211.15,4.84
768713.1,17.81,4.21,209210.77,4.85
768577.12,17.81,4.21,209227.85,4.85
768577.12,17.81,4.21,209227.85,4.85
768441.14,17.81,4.21,209217.66,4.85
768305.16,17.81,4.21,209210.77,4.85
768169.19,17.81,4.21,209500.77,4.86
769261.13,17.84,4.24,210953.2,4.89
768783.31,17.83,4.23,210173.18,4.87
768768.55,17.83,4.23,210270.77,4.88
768632.58,17.83,4.23,210270.47,4.88
768632.58,17.83,4.23,210270.47,4.88
768496.6,17.83,4.23,210270.46,4.88
768124.6,17.82,4.23,209851.69,4.87
768124.6,17.82,4.23,209851.69,4.87
767988.62,17.82,4.23,209851.69,4.87
767852.65,17.83,4.23,209988.7,4.87
767532.65,17.82,4.22,209668.7,4.87
767836.82,17.83,4.23,209556.61,4.87
767836.82,17.83,4.23,209556.61,4.87
767700.84,17.83,4.23,209531.69,4.87
767564.86,17.83,4.23,209981.14,4.88
767428.89,17.83,4.23,209937.52,4.88
767292.91,17.83,4.23,209937.21,4.88
766922.76,17.83,4.23,209601.39,4.87
766786.78,17.83,4.23,209601.38,4.87
766839.48,17.83,4.23,209601.38,4.87
766703.51,17.83,4.23,209601.38,4.88
766567.53,17.83,4.24,209601.38,4.88
766431.55,17.83,4.24,210195.52,4.89
766495.07,17.84,4.24,210116.49,4.89
766348.28,17.84,4.24,209941.26,4.89
766212.3,17.84,4.24,209940.95,4.89
766076.32,17.84,4.24,209940.95,4.89
765940.34,17.84,4.25,209954.84,4.89
766130.8,17.85,4.25,209943.49,4.89
766183.5,17.85,4.26,209947.55,4.89
766479.52,17.86,4.27,210720.59,4.91
766343.54,17.86,4.27,210556.45,4.91
766185.0,17.86,4.26,210397.91,4.9
766185.0,17.86,4.26,210397.91,4.9
766049.02,17.86,4.26,210549.02,4.91
765913.05,17.86,4.27,210549.18,4.91
765541.05,17.86,4.26,210362.48,4.91
765214.62,17.85,4.25,210030.83,4.9
765510.64,17.86,4.26,210030.36,4.9
765374.66,17.86,4.26,210030.36,4.9
765427.36,17.87,4.27,210122.92,4.9
765055.37,17.86,4.26,210163.6,4.91
764919.39,17.86,4.26,210369.0,4.91
765200.5,17.87,4.27,210060.63,4.91
765507.34,17.88,4.28,210137.75,4.91
765360.54,17.88,4.28,211172.28,4.93
765224.56,17.88,4.28,211171.97,4.93
765088.59,17.88,4.28,211171.97,4.94
764952.61,17.88,4.28,211212.17,4.94
764816.63,17.88,4.28,211177.65,4.94
764869.33,17.89,4.29,211171.98,4.94
764598.73,17.88,4.28,210879.68,4.93
764789.18,17.89,4.29,211293.97,4.94
764653.2,17.89,4.29,211358.44,4.95
764705.9,17.89,4.3,211488.5,4.95
764705.9,17.89,4.3,211488.5,4.95
764569.93,17.9,4.3,211488.19,4.95
764433.95,17.9,4.3,211488.19,4.95
764275.27,17.89,4.3,211339.78,4.95
763888.11,17.89,4.29,210930.17,4.94
763752.13,17.89,4.29,211006.17,4.94
763616.16,17.89,4.29,211081.97,4.94
763480.18,17.89,4.29,210936.83,4.94
763183.75,17.88,4.29,210735.27,4.94
763568.41,17.89,4.3,211263.16,4.95
763099.41,17.89,4.29,211156.7,4.95
763574.99,17.9,4.3,211636.66,4.96
763623.22,17.9,4.3,211576.45,4.96
763487.24,17.9,4.31,211576.61,4.96
763351.26,17.9,4.31,211576.14,4.96
762843.86,17.9,4.3,211068.29,4.95
762707.89,17.9,4.3,211068.29,4.95
762571.91,17.9,4.3,211079.44,4.95
762573.23,17.9,4.3,211106.9,4.95
762437.25,17.9,4.3,211320.01,4.96
762301.28,17.9,4.3,211269.68,4.96
762640.95,17.91,4.31,211219.66,4.96
762525.47,17.91,4.31,211607.17,4.97
762389.49,17.91,4.31,211606.86,4.97
762442.2,17.92,4.32,211606.86,4.97
762738.22,17.93,4.33,211606.86,4.97
762602.24,17.93,4.33,211635.71,4.97
762466.26,17.93,4.33,211612.82,4.98
762330.28,17.93,4.33,211608.0,4.98
762194.31,17.93,4.33,211617.75,4.98
762194.31,17.93,4.33,211617.75,4.98
762247.01,17.93,4.34,212409.07,5.0
762111.03,17.94,4.34,212408.76,5.0
761739.03,17.93,4.33,212000.09,4.99
761791.73,17.93,4.34,212000.09,4.99
761655.76,17.93,4.34,212000.09,4.99
761519.78,17.94,4.34,212009.0,4.99
761904.44,17.95,4.35,212000.09,4.99
761957.14,17.95,4.35,212000.09,4.99
761821.17,17.95,4.35,212643.19,5.01
761509.07,17.95,4.35,212387.97,5.01
761373.09,17.95,4.35,212505.76,5.01
761237.11,17.95,4.35,212505.45,5.01
761289.81,17.95,4.36,212505.45,5.01
761585.83,17.96,4.36,212520.83,5.01
761449.86,17.96,4.37,212519.09,5.01
761313.88,17.96,4.37,212505.68,5.01
761177.9,17.96,4.37,212866.85,5.02
761041.93,17.97,4.37,212952.41,5.03
760669.93,17.96,4.36,212552.12,5.02
760533.95,17.96,4.36,212753.67,5.02
760899.55,17.97,4.37,212753.35,5.02
760952.26,17.97,4.38,212753.35,5.03
760952.26,17.97,4.38,212792.37,5.03
760952.26,17.97,4.38,212792.25,5.03
760816.28,17.98,4.38,212797.2,5.03
760473.58,17.97,4.37,212792.53,5.03
760316.23,17.97,4.37,212635.38,5.02
760180.25,17.97,4.37,212635.1,5.03
760044.27,17.97,4.37,212940.62,5.03
759929.93,17.97,4.37,213115.36,5.04
759971.81,17.97,4.38,212709.26,5.03
759825.02,17.98,4.38,213173.98,5.04
759689.04,17.98,4.38,213173.66,5.04
759553.06,17.98,4.38,213173.66,5.05
760006.63,17.99,4.39,213188.98,5.05
759870.66,17.99,4.39,213181.15,5.05
758782.84,18.0,4.4,213180.84,5.06
758646.86,18.0,4.4,213174.71,5.06
758510.88,18.0,4.4,213469.95,5.07
758514.98,18.0,4.4,213554.28,5.07
758514.98,18.0,4.4,213598.56,5.07
758379.01,18.0,4.4,213545.2,5.07
758081.0,18.0,4.4,213350.51,5.06
757945.02,18.0,4.4,213592.7,5.07
757809.05,18.0,4.4,213592.39,5.07
757673.07,18.0,4.4,213592.39,5.07
757725.77,18.0,4.41,213592.39,5.08
757778.47,18.01,4.41,213592.39,5.08
757642.49,18.01,4.41,213659.18,5.08
757642.49,18.01,4.41,213652.83,5.08
757506.52,18.01,4.41,214059.13,5.09
757809.38,18.02,4.43,214346.41,5.1
757423.24,18.02,4.42,214154.91,5.09
757151.29,18.02,4.42,214163.22,5.1
757015.31,18.02,4.42,214159.68,5.1
756793.77,18.02,4.42,213945.29,5.09
756793.77,18.02,4.42,213945.29,5.09
756657.79,18.02,4.42,213949.21,5.09
756521.81,18.02,4.42,214134.51,5.1
756385.84,18.02,4.42,214008.86,5.1
756770.5,18.03,4.43,213943.0,5.1
756339.86,18.02,4.42,214181.41,5.1
756203.88,18.02,4.43,214030.21,5.1
756499.9,18.03,4.43,214029.9,5.1
756499.9,18.03,4.43,214029.9,5.1
756363.93,18.03,4.44,214029.9,5.1
756227.95,18.03,4.44,214064.03,5.11
756091.97,18.04,4.44,214043.83,5.11
755868.51,18.03,4.43,214045.33,5.11
755732.54,18.03,4.43,214324.56,5.11
755596.56,18.03,4.44,214190.55,5.11
755548.53,18.04,4.44,214593.1,5.12
755856.06,18.05,4.45,214769.9,5.13
755720.09,18.05,4.45,214769.59,5.13
755720.09,18.05,4.45,214769.59,5.13
755584.11,18.05,4.45,214769.59,5.13
755448.13,18.05,4.45,214782.09,5.13
755500.83,18.05,4.46,214772.76,5.13
755364.86,18.06,4.46,214769.59,5.13
755364.86,18.06,4.46,214769.59,5.13
755228.88,18.06,4.46,214955.24,5.14
755092.9,18.06,4.46,214841.19,5.14
755283.35,18.06,4.47,215282.47,5.15
755147.38,18.07,4.47,215282.16,5.15
755011.4,18.07,4.47,215282.16,5.15
755201.85,18.07,4.48,215334.73,5.15
754905.42,18.07,4.47,215018.61,5.15
754958.12,18.07,4.48,214986.8,5.15
755010.82,18.08,4.48,214973.86,5.15
755254.86,18.09,4.49,215591.85,5.16
755307.56,18.09,4.49,215880.8,5.17
755588.67,18.1,4.5,216373.82,5.18
755452.69,18.1,4.5,216373.98,5.18
755748.71,18.11,4.51,216373.51,5.19
755376.72,18.1,4.51,216373.51,5.19
755240.74,18.1,4.51,216509.87,5.19
755536.76,18.11,4.52,216429.0,5.19
755727.21,18.12,4.52,216373.51,5.19
755779.91,18.13,4.53,217349.45,5.21
755832.62,18.13,4.53,217235.97,5.21
755547.0,18.13,4.53,216469.82,5.19
755426.69,18.13,4.53,217322.99,5.21
755290.71,18.13,4.53,217322.68,5.22
755154.73,18.13,4.53,217322.68,5.22
755398.77,18.14,4.54,217329.72,5.22
755398.77,18.14,4.54,217329.72,5.22
755398.77,18.14,4.54,217351.42,5.22
755398.77,18.14,4.54,217396.38,5.22
755262.79,18.14,4.54,217395.54,5.22
755126.81,18.14,4.54,217389.35,5.22
754990.84,18.14,4.54,217706.23,5.23
754854.86,18.14,4.54,217732.83,5.23
754687.92,18.14,4.54,217531.63,5.23
754551.94,18.14,4.54,217527.72,5.23
754833.05,18.15,4.55,217527.41,5.23
754697.08,18.15,4.55,217527.41,5.23
754561.1,18.15,4.55,217627.65,5.24
754613.8,18.16,4.56,217534.67,5.23
754477.82,18.16,4.56,217527.41,5.24
754477.82,18.16,4.56,217527.41,5.24
754320.47,18.15,4.56,217368.52,5.23
754161.79,18.15,4.55,217210.05,5.23
754161.79,18.15,4.55,217551.81,5.24
754214.49,18.16,4.56,218160.01,5.25
754078.51,18.16,4.56,218136.7,5.25
754131.21,18.16,4.56,218358.51,5.26
754412.32,18.17,4.57,218358.2,5.26
754276.35,18.17,4.57,218358.2,5.26
754140.37,18.17,4.58,218359.13,5.26
753052.55,18.18,4.58,218358.82,5.27
752942.55,18.18,4.58,218248.82,5.27
753238.57,18.19,4.59,218247.89,5.27
753238.57,18.19,4.59,218247.89,5.27
752238.57,18.17,4.57,217247.89,5.25
752275.45,18.17,4.57,217461.19,5.25
752139.47,18.17,4.57,217461.19,5.25
752003.49,18.17,4.57,217954.85,5.27
751867.51,18.17,4.58,217870.09,5.27
751920.22,18.18,4.58,218299.44,5.28
751784.24,18.18,4.58,218299.13,5.28
751788.04,18.18,4.58,218351.68,5.28
751652.06,18.18,4.58,218351.68,5.28
751516.09,18.18,4.58,218441.14,5.28
751380.11,18.18,4.59,218368.82,5.28
751382.75,18.18,4.59,218370.31,5.28
751246.77,18.18,4.59,218353.67,5.29
751110.8,18.19,4.59,218729.95,5.3
750985.63,18.19,4.59,218414.99,5.29
750838.84,18.19,4.59,218353.17,5.29
750702.86,18.19,4.59,218352.86,5.29
750566.89,18.19,4.59,218352.86,5.29
750430.91,18.19,4.59,218357.83,5.29
750483.61,18.2,4.6,218353.24,5.29
750347.63,18.2,4.6,218352.86,5.3
750347.63,18.2,4.6,218352.86,5.3
750211.66,18.2,4.6,218357.1,5.3
750075.68,18.2,4.6,218628.21,5.3
749939.7,18.2,4.6,218515.7,5.3
749803.72,18.2,4.6,218515.4,5.3
749805.05,18.2,4.6,218542.55,5.3
749857.75,18.21,4.61,218542.55,5.31
749910.45,18.21,4.61,218542.55,5.31
749963.15,18.22,4.62,218552.53,5.31
749963.15,18.22,4.62,218552.53,5.31
749963.15,18.22,4.62,218552.53,5.31
749591.15,18.21,4.61,218391.39,5.31
749643.85,18.21,4.62,218383.04,5.31
749948.02,18.22,4.63,218381.41,5.31
749812.05,18.22,4.63,219306.54,5.33
749812.05,18.22,4.63,219306.54,5.33
749676.07,18.23,4.63,219482.82,5.34
749305.92,18.22,4.62,219092.78,5.33
749169.94,18.22,4.62,219092.47,5.33
749033.97,18.22,4.62,219092.47,5.33
748897.99,18.22,4.62,219120.9,5.33
748762.01,18.22,4.63,219092.6,5.33
749058.03,18.23,4.63,219256.05,5.34
748922.06,18.23,4.64,219217.01,5.34
748974.76,18.24,4.64,219175.79,5.34
748838.78,18.24,4.64,219730.78,5.35
748702.8,18.24,4.64,219730.48,5.35
748566.82,18.24,4.64,219730.47,5.35
748430.85,18.24,4.64,219730.47,5.36
748294.87,18.24,4.65,219739.64,5.36
748158.89,18.24,4.65,219731.9,5.36
747786.89,18.24,4.64,219341.85,5.35
747583.08,18.23,4.64,219129.73,5.34
747447.1,18.24,4.64,219311.04,5.35
747311.13,18.24,4.64,219165.64,5.35
747175.15,18.24,4.64,219128.3,5.35
747471.17,18.25,4.65,219127.99,5.35
747184.08,18.24,4.64,218819.18,5.34
747048.1,18.24,4.64,218819.18,5.34
746912.13,18.24,4.65,218819.18,5.34
746964.83,18.25,4.65,218855.08,5.35
746828.85,18.25,4.65,218819.18,5.35
747019.3,18.26,4.66,218933.82,5.35
747019.3,18.26,4.66,218933.82,5.35
747488.5,18.27,4.68,220637.52,5.39
747352.53,18.27,4.68,220637.68,5.39
746867.45,18.27,4.67,220050.77,5.38
746604.26,18.26,4.66,219759.33,5.37
746604.26,18.26,4.66,219759.33,5.37
746468.29,18.26,4.66,219758.86,5.38
746332.31,18.26,4.67,219758.86,5.38
746196.33,18.26,4.67,220101.31,5.39
746060.36,18.27,4.67,220019.03,5.39
746060.36,18.27,4.67,220132.06,5.39
746060.36,18.27,4.67,220132.06,5.39
745946.01,18.27,4.67,219981.68,5.39
746257.63,18.28,4.68,220591.06,5.4
746257.63,18.28,4.68,220591.06,5.4
746121.65,18.28,4.68,220590.75,5.4
746417.67,18.29,4.69,220590.75,5.41
746001.15,18.28,4.69,220060.26,5.39
746053.85,18.29,4.69,220086.98,5.39
745917.87,18.29,4.69,220071.08,5.4
745970.57,18.29,4.7,220067.98,5.4
745834.59,18.3,4.7,220060.26,5.4
745462.6,18.29,4.69,220555.25,5.41
745462.6,18.29,4.69,220535.31,5.41
745326.62,18.29,4.69,220520.32,5.41
745622.64,18.3,4.7,220735.28,5.42
745260.64,18.29,4.69,220549.19,5.41
745124.66,18.29,4.7,220548.88,5.41
744988.69,18.29,4.7,220548.88,5.42
745041.39,18.3,4.7,220565.96,5.42
745131.82,18.3,4.7,220596.43,5.42
745184.52,18.31,4.71,220582.26,5.42
745480.54,18.32,4.72,220579.49,5.42
745267.26,18.31,4.71,220370.11,5.41
744895.26,18.3,4.71,220371.03,5.42
744759.28,18.31,4.71,220800.3,5.43
744811.98,18.31,4.71,220989.91,5.43
744676.0,18.31,4.71,220933.44,5.43
744540.03,18.31,4.72,220933.13,5.43
744404.05,18.31,4.72,220940.66,5.44
744268.07,18.32,4.72,220937.73,5.44
744132.1,18.32,4.72,220941.58,5.44
743812.1,18.31,4.71,220621.58,5.43
743676.12,18.31,4.71,220613.17,5.43
743540.14,18.31,4.71,220710.74,5.44
743404.16,18.31,4.72,220679.47,5.44
743268.19,18.31,4.72,220613.13,5.44
743132.21,18.32,4.72,220624.47,5.44
743428.23,18.33,4.73,220621.78,5.44
743292.25,18.33,4.73,220618.54,5.44
743156.27,18.33,4.73,221538.21,5.46
743020.3,18.33,4.73,220942.58,5.45
742905.95,18.33,4.73,220853.07,5.45
742980.67,18.34,4.74,220755.33,5.45
742980.67,18.34,4.74,220820.71,5.45
742980.67,18.34,4.74,220820.71,5.45
742865.2,18.34,4.74,221380.56,5.46
742580.37,18.33,4.73,221078.21,5.46
742424.47,18.33,4.73,220919.32,5.45
742705.58,18.34,4.74,220919.01,5.45
742896.03,18.35,4.75,220919.01,5.46
742948.73,18.35,4.75,220923.52,5.46
742812.76,18.35,4.75,220919.63,5.46
742676.78,18.35,4.76,220919.01,5.46
742540.8,18.35,4.76,221501.08,5.48
742404.82,18.36,4.76,221456.95,5.48
742457.53,18.36,4.76,221896.32,5.49
742251.1,18.36,4.76,221833.94,5.49
741964.01,18.35,4.75,221482.49,5.48
741828.03,18.35,4.75,221482.18,5.48
741669.35,18.35,4.75,221323.92,5.48
741533.37,18.35,4.75,221323.92,5.48
741397.4,18.35,4.75,221324.43,5.48
741587.85,18.36,4.76,221588.57,5.49
